-4.479877054691314697e-01,1.078949809074401855e+00,3.004444763064384460e-02,2.332344353199005127e-01,2.183295488357543945e+00,-3.260386874899268150e-03,-7.072708606719970703e-01
-4.434269070625305176e-01,1.068089842796325684e+00,2.976139262318611145e-02,2.308475673198699951e-01,2.161396265029907227e+00,-3.259281162172555923e-03,-7.001321911811828613e-01
-4.388661086559295654e-01,1.057229876518249512e+00,2.947833016514778137e-02,2.284606844186782837e-01,2.139497041702270508e+00,-3.258175682276487350e-03,-6.929935216903686523e-01
-4.343053102493286133e-01,1.046369910240173340e+00,2.919527515769004822e-02,2.260738313198089600e-01,2.117597818374633789e+00,-3.257069969549775124e-03,-6.858549714088439941e-01
-4.297445714473724365e-01,1.035510063171386719e+00,2.891221642494201660e-02,2.236869931221008301e-01,2.095699071884155273e+00,-3.255964256823062897e-03,-6.787163615226745605e-01
-4.251837432384490967e-01,1.024650096893310547e+00,2.862915769219398499e-02,2.213001102209091187e-01,2.073799610137939453e+00,-3.254858544096350670e-03,-6.715777516365051270e-01
-4.206230044364929199e-01,1.013790249824523926e+00,2.834609895944595337e-02,2.189132571220397949e-01,2.051900386810302734e+00,-3.253752831369638443e-03,-6.644389629364013672e-01
-4.160621762275695801e-01,1.002930283546447754e+00,2.806304395198822021e-02,2.165263891220092773e-01,2.030001163482666016e+00,-3.252647118642926216e-03,-6.573004126548767090e-01
-4.115014076232910156e-01,9.920704364776611328e-01,2.777998894453048706e-02,2.141395360231399536e-01,2.008102178573608398e+00,-3.251541638746857643e-03,-6.501618623733520508e-01
-4.069405794143676758e-01,9.812104701995849609e-01,2.749693021178245544e-02,2.117526531219482422e-01,1.986202955245971680e+00,-3.250435926020145416e-03,-6.430231928825378418e-01
-4.023798406124114990e-01,9.703505039215087891e-01,2.721387147903442383e-02,2.093658000230789185e-01,1.964303731918334961e+00,-3.249330213293433189e-03,-6.358845233917236328e-01
-3.978190422058105469e-01,9.594905972480773926e-01,2.693081274628639221e-02,2.069789320230484009e-01,1.942404627799987793e+00,-3.248224500566720963e-03,-6.287459731101989746e-01
-3.932582736015319824e-01,9.486306905746459961e-01,2.664775401353836060e-02,2.045920789241790771e-01,1.920505404472351074e+00,-3.247118787840008736e-03,-6.216073036193847656e-01
-3.886974453926086426e-01,9.377707839012145996e-01,2.636469528079032898e-02,2.022051960229873657e-01,1.898606181144714355e+00,-3.246013075113296509e-03,-6.144686937332153320e-01
-3.841367065906524658e-01,9.269108772277832031e-01,2.608164027333259583e-02,1.998183727264404297e-01,1.876707077026367188e+00,-3.244907595217227936e-03,-6.073301434516906738e-01
-3.795758783817291260e-01,9.160509109497070312e-01,2.579858154058456421e-02,1.974314749240875244e-01,1.854807734489440918e+00,-3.243801882490515709e-03,-6.001915335655212402e-01
-3.750151395797729492e-01,9.051910638809204102e-01,2.551552653312683105e-02,1.950446367263793945e-01,1.832908749580383301e+00,-3.242696169763803482e-03,-5.930528044700622559e-01
-3.704543709754943848e-01,8.943311572074890137e-01,2.523246780037879944e-02,1.926577985286712646e-01,1.811009645462036133e+00,-3.241590457037091255e-03,-5.859141945838928223e-01
