A_IONRAD,A_MASS,A_DPM,B_IONRAD,B_MASS,B_EA,B_IE,B_En,B_AN,X_IONRAD,X_MASS,X_EA,X_IE,X_En,X_AN
0.3075396526011015,0.05575193611224388,-0.025675527626799286,0.5922819065222148,0.03099503160952183,-1.0205333327814283,-0.5913077527431835,-0.22801515510820922,-0.009323875189769504,-0.20330243551235455,0.08745435922025828,0.03457175833736295,0.03277140455303573,0.3588794750223502,0.09909955853658524
0.22502212741587235,0.01456694043517335,0.15642463554857586,0.6724364759262711,-0.009952537685975262,-0.8702187788966547,-0.6728800730960347,-0.21605276183320563,-0.023194573068988488,0.0876892525457864,-0.02122200332136561,-0.002937986433180993,-0.0030481859403972845,0.013167485003543464,-0.017759650963070524
0.19844459827848612,0.0012693535218581999,0.14739448700006566,0.6260659308008573,-0.034419277941153924,-0.751594272727015,-0.6343511821326,-0.18803671861168583,-0.037762891278968196,0.08025288167363698,-0.05906367122154338,-0.02640972861624034,-0.02595392379706566,-0.3365152970029996,-0.07456783944643286
0.2827861386269063,0.0450703306728934,0.031616246443985446,-0.02460713706589315,-0.018748148670089032,-0.7758782694087337,-0.33180089233971743,-0.20814640458281464,-0.04042268014208997,-0.10575176696052242,0.07044236111579456,0.03581465322156671,0.02591407616652563,0.3289671416074619,0.08390801082773712
0.1870634531858551,0.003051707598888561,0.2191281542592771,-0.05026502888758351,-0.033226735098425345,-0.6680551789188925,-0.3945478859451738,-0.20386731261403881,-0.04939087046082086,0.05148531886427277,-0.022841208534447526,-0.011996641721433702,-0.004112731972981192,0.010907648274330894,-0.019830392117510167
0.14370087086998767,-0.012854276225092146,0.1733084570152267,-0.04324045313947927,-0.04487399169017405,-0.6052335793931622,-0.3921397880280239,-0.19284483322423412,-0.07071285352441509,0.04289434123784855,-0.05825966812624596,-0.026810763236135685,-0.02399651505717134,-0.31288641517230203,-0.0734723968758225
0.10017988693108837,-0.007883930711802146,0.11858460343962332,-0.12238888971557878,0.09921962385637059,0.15377229256105043,-0.3384317396820963,-0.33842496526042537,0.12777710512045024,0.06156352261723078,-0.023705937376370473,-0.060123615115838844,-0.02031670926891206,-0.28746487613910154,-0.06862865534617626
0.10798122831705266,-0.03335101234318645,0.13185471405469482,-0.1435301991894658,0.07656276145445957,0.1537730454934008,-0.4044979904899068,-0.4194765798174907,0.1206681935154357,0.05133095498453469,-0.03012317594851936,0.0009556555558715395,-0.006338910505397968,-0.01603575299165247,-0.024474438287283896
0.21845544312715584,0.04278972794577411,-0.028086457548744084,-0.12673329845208645,0.0057118441655629425,0.17730718752902638,-0.34394672911917223,-0.44484408480908766,0.07665466995380343,-0.1372883829530417,0.04953891598052525,0.05439013189009155,0.026113412571346636,0.32512199354508214,0.08971496435954669
-0.07162979907286343,-0.1265128189196278,-0.012163321047955793,0.542398965012209,0.044317640014543545,-1.1275160051736126,-0.5850265489937352,-0.23972901341616662,-0.008364759881005376,-0.257300777033333,0.09446286873125213,0.02934352663275401,0.03615202664422968,0.36008232584884264,0.1024958972942464
-0.07998535288677489,-0.0038153264214612287,-0.07074677561625667,0.6565608132400919,-0.018839527416314717,-1.0624819165167654,-0.7984258439798217,-0.23653774291104887,-0.022152958885397797,0.08551115544629302,-0.029467166639424607,-0.02403805721347725,-0.004550330564114197,-0.005541928693839042,-0.026758430630658164
-0.06686717013701785,0.025321962580900602,-0.046795885944454475,0.5980869132088252,-0.036153863170413705,-0.9216267582971667,-0.7588983278325588,-0.20896652717017533,-0.03652497928219762,0.12553640222827694,-0.043649762465506184,0.002347267741924364,-0.02182813254933185,-0.31277324288604125,-0.05931723913657706
-0.08384300364104877,-0.0939745154119118,-0.026055389120316068,-0.011876746396522935,-0.020135515194709266,-0.9142487573329469,-0.3307865654552291,-0.2038287849803372,-0.03447935562931699,-0.14644498794668626,0.06330403054617745,-0.005028259143861675,0.026484849588433293,0.3040676024159157,0.06753606622567311
-0.060426221402003516,0.019288673857860546,-0.07783081727966178,-0.03698287114359023,-0.031477913495160215,-0.8584453225889627,-0.4638065778942638,-0.21586208947709865,-0.04559073227602708,0.037058834811798495,-0.026673646203209247,-0.02411989886747361,-0.004088171184910574,0.006168693454839206,-0.021441024863476967
-0.06965540971641937,0.07255562062937795,-0.06098950808816447,-0.03576935664442777,-0.040988611009995894,-0.7511340472065359,-0.44913290904493364,-0.19909479266827662,-0.05486922013804684,0.07113486372001913,-0.040433042874521735,0.016588046456380956,-0.02037873215390988,-0.288786429474665,-0.05164575077234619
-0.03703671877173215,-0.12572502979129407,0.014370572705584008,-0.09801681040166538,-0.03686167405058454,0.21648866239911216,-0.29086325622928794,-0.38338803384305786,0.08997452770372791,-0.25481567165855,0.0614788629514809,0.08369948561694744,0.0344893159435152,0.36425299276403517,0.1137290488064196
-0.02896021551508457,0.03579256070741294,-0.06506161707687508,-0.12379123850955324,0.07245408826056633,0.1905874679156621,-0.4561645991374797,-0.4151147020117512,0.1244261934797358,0.10129675158911351,-0.0302683871073293,-0.009432132959345129,-0.004993270417996443,0.001542061843862132,-0.02171506597512711
-0.038683110829071915,0.03466380167399941,-0.044320069003095854,-0.11693793386256429,0.08366170125898699,0.17394819234155842,-0.4050747802335684,-0.3479798938323388,0.0910512732478114,0.11690035533881017,-0.023424528770766312,-0.02649478486371175,-0.022081373032942775,-0.3147978251602681,-0.06758362128295314
0.40981626516506936,0.02703754739101202,-0.06126533913282611,-0.049631826193616224,-0.039823977794096126,-0.6022113987524769,-0.3925933643580686,-0.19129442121782997,-0.05475252636020174,0.054176238149036424,-0.056951169360531254,-0.01808750806186419,-0.019637267205825426,-0.288576451388768,-0.06111226735021427
0.3208293019722275,0.03320229206131435,-0.025103408717748653,-0.15922273957396318,0.081174083556713,0.1571618167037955,-0.4197003137987203,-0.44509048034811594,0.17532873892785694,0.06550491687397668,-0.027679111777445954,0.0068795833906444455,-0.005823127740930179,0.009553767719874273,-0.020116373977514763
0.29680758741671254,0.021646311930794717,-0.030405772296128335,-0.12726151888450113,0.11138410628299233,0.1575625395393781,-0.3368020153480924,-0.32884196454113634,0.13067565960028546,0.07877337092336902,-0.017877840905204535,-0.052604302709738746,-0.017460354233449014,-0.28921539600273305,-0.06129777638313487
0.19922651395573693,-0.019218127040647723,-0.061827797184424965,-0.32217148484597474,-0.020228481308131735,0.44577380919342996,0.7259619677173299,0.3557492268872489,-0.01062145143036687,0.12650081350785872,-0.06331178256554183,-0.08669501472230688,-0.023501130968422337,-0.3437419529600532,-0.08267117173750839
0.2868837654210678,0.020013957476270574,-0.06451928612450641,-0.42552352925099324,-0.02562164212208471,0.525766949903642,0.746760475770841,0.4269399372489012,-0.0069592951113343505,0.1124543990222442,-0.016856723109374083,0.02077052889289378,-0.0029989420415046826,0.03182033975773786,-0.013441873961003353
0.251463480728943,-0.004558518465857402,-0.09787234694208469,-0.42535325953461234,-0.025232518521224302,0.5815132359177703,0.7114131079754854,0.45140324980959906,-0.006927378270956474,-0.1620442208249532,0.08807548000161494,0.11571648303464148,0.03563057519429759,0.44843192384086694,0.1353399301828115
0.20295089820228068,-0.023598548201335823,-0.06461700913067818,-0.1006376000735509,-0.02157789964066472,0.4613628215411628,0.5627399166822407,0.35989504315867793,-0.013129138255397358,0.1390369740257255,-0.066342297514257,-0.09901762276817344,-0.02178446778216063,-0.35663257574114354,-0.0846762612669244
0.2819647012484614,0.014093498051824895,-0.06407500339063792,-0.12761395096503092,-0.02793453650318126,0.5487690740264632,0.5711684776062398,0.42259183554965374,-0.06426661609786749,0.11456172298715768,-0.01658069798479518,0.022847547024726477,-0.002928642953334712,0.03871819157024729,-0.012679012609746784
0.20940512937262637,-0.027591387773423293,-0.06637044721593317,0.1937208944963009,-0.007053479815868015,0.4797451015822092,0.3814946499399353,0.3512639543180358,-0.019128842188136395,0.14348588044442348,-0.07464769892525622,-0.10297821666070946,-0.024301219865204976,-0.3751779151927433,-0.09133512158142644
0.2705228673504728,0.00806814925632689,-0.06197205981900139,0.2470761000594342,-0.009353752358094719,0.5711852580415776,0.38449037148651904,0.3993071869370137,-0.11589104978337876,0.11389647688032205,-0.01674548516606239,0.023783887843751777,-0.002853176583858783,0.042169569000217955,-0.013502936706882938
0.05152394244817038,-0.09214274195560597,0.2003860792090503,-0.32776982438145136,-0.023349208844639417,0.4617371553375373,0.7950583039862571,0.3915298164088355,-0.019275148064768006,0.04976207587012941,-0.07680328056896694,-0.0535584844519441,-0.028692568302457228,-0.3597592050657451,-0.09494480663866792
0.12975232668018993,-0.08270632279106199,0.2556613638353486,-0.4267978050212467,-0.02188581843050278,0.5196178414312522,0.8351474194868429,0.4522360309516376,-0.006823871974042861,0.06929073726280509,-0.01750050690722829,-0.0017939113852148015,-0.002114650599829661,0.019772734752081588,-0.016452183618810685
0.24527828852439895,0.01419870963638101,0.12513775547023978,-0.4163015169273528,-0.027048196396083017,0.6245934104203276,0.7565411585603021,0.4906699781882833,-0.00365739746820129,-0.15148764736793438,0.09588883019921725,0.0800870338092524,0.0347142061613948,0.4068565839151645,0.12378842626564185
0.05601328095286112,-0.09541260084750701,0.21479356514501485,-0.09834443358108334,-0.0104686579662658,0.479598518172697,0.6179318450592242,0.39532164726935626,0.006384675633024842,0.058202458064543015,-0.07844708543603854,-0.05871996289726278,-0.02718762929746489,-0.36550421604646677,-0.09537895217771583
0.12541051107872386,-0.0941722693238854,0.2648979650728588,-0.12275887799086756,-0.02185045011001334,0.5474333984751971,0.6324565589993199,0.44853967829497715,-0.04260476073573639,0.07346825025773035,-0.018135932141759396,-0.0022193414417144113,-0.0022433564316661873,0.023033921581500586,-0.016214155564754282
0.261081203376095,0.011582325039350614,0.11575927845097517,-0.10716190845044575,0.006101721421522533,0.6607885608742984,0.5560601456507587,0.48564967890063193,-0.026839099563831705,-0.16928259682610333,0.10816865769165539,0.09726580176062567,0.03372578442816819,0.43705120244035744,0.13837525878826795
0.05819486215333025,-0.09859948969456675,0.22733778054483705,0.1951869693153822,0.01380582250919351,0.49778697647936937,0.41541618194067226,0.38209896649154257,0.03755977113666203,0.06748199961985073,-0.08164784759448637,-0.060890760388595325,-0.029232778067369417,-0.37823655298977576,-0.0988609897076259
