,train_x1tox8_mae,train_x1tox8_rmse,total_train_loss,l1_weight_loss,l2_weight_loss,l1_bias_loss,l2_bias_loss
641,0.10875408817082644,0.34665112011134624,0.16556399874389172,0.0568099117372185,0.0,0.0,0.0
642,0.10917069017887115,0.3486494366079569,0.16592222079634666,0.05675152852199972,0.0,0.0,0.0
643,0.10877576051279902,0.3470348762348294,0.16555017232894897,0.05677441111765802,0.0,0.0,0.0
644,0.10884158546105027,0.3481978224590421,0.16556534823030233,0.05672376393340528,0.0,0.0,0.0
645,0.10860267886891961,0.3451189957559109,0.16529459971934557,0.056691920617595315,0.0,0.0,0.0
646,0.10929923434741795,0.3473631674423814,0.1659831004217267,0.056683864910155535,0.0,0.0,0.0
647,0.1093568024225533,0.34843543358147144,0.16603539884090424,0.05667859688401222,0.0,0.0,0.0
648,0.10917297378182411,0.3501308895647526,0.16580869257450104,0.05663572042249143,0.0,0.0,0.0
649,0.10896661225706339,0.34874835424125195,0.1655944986268878,0.05662788636982441,0.0,0.0,0.0
650,0.10869355546310544,0.34783563762903214,0.1652535949833691,0.05656003952026367,0.0,0.0,0.0
651,0.108758679125458,0.348462987691164,0.1653187135234475,0.05656003509648144,0.0,0.0,0.0
652,0.10847284412011504,0.3468316439539194,0.165014891885221,0.05654204753227532,0.0,0.0,0.0
653,0.10901784105226398,0.3478475296869874,0.16552335675805807,0.0565055136103183,0.0,0.0,0.0
654,0.10924357734620571,0.34671381302177906,0.16572109935805202,0.056477522011846304,0.0,0.0,0.0
655,0.10918578552082181,0.347390728071332,0.16570095717906952,0.05651517165824771,0.0,0.0,0.0
656,0.10979288863018155,0.34882628731429577,0.16626360872760415,0.05647071939893067,0.0,0.0,0.0
657,0.1093287761323154,0.34968756325542927,0.16578812524676323,0.05645935260690749,0.0,0.0,0.0
658,0.10910696513019502,0.3469827277585864,0.16552274720743299,0.05641578114591539,0.0,0.0,0.0
659,0.10900019528344274,0.34849937818944454,0.16535488795489073,0.056354691507294774,0.0,0.0,0.0
660,0.10936357360333204,0.34802917018532753,0.16573107615113258,0.05636750301346183,0.0,0.0,0.0
661,0.10985690634697676,0.3493072483688593,0.16621249541640282,0.05635558906942606,0.0,0.0,0.0
662,0.10892938170582056,0.34853357914835215,0.1652636183425784,0.05633423523977399,0.0,0.0,0.0
663,0.10892355954274535,0.3464652867987752,0.1652134950272739,0.05628993478603661,0.0,0.0,0.0
664,0.10901171248406172,0.3480283720418811,0.16529025323688984,0.05627854121848941,0.0,0.0,0.0
665,0.10876809386536479,0.34903082996606827,0.1650105370208621,0.05624244222417474,0.0,0.0,0.0
666,0.10864582564681768,0.34891198948025703,0.16484350338578224,0.05619767843745649,0.0,0.0,0.0
667,0.10898279584944248,0.3491490613669157,0.16519612725824118,0.05621333257295191,0.0,0.0,0.0
668,0.10896062757819891,0.34752448089420795,0.16514581255614758,0.05618518521077931,0.0,0.0,0.0
669,0.10891352454200387,0.34626838378608227,0.1650848463177681,0.05617132154293358,0.0,0.0,0.0
670,0.10894459020346403,0.34668786358088255,0.16510191932320595,0.05615732679143548,0.0,0.0,0.0
671,0.10897150076925755,0.34497394412755966,0.16508894180878997,0.05611744127236307,0.0,0.0,0.0
672,0.10902425972744823,0.34717652667313814,0.16510826675221324,0.056084007723256946,0.0,0.0,0.0
673,0.10867076367139816,0.346232826821506,0.16472590062767267,0.056055135326460004,0.0,0.0,0.0
674,0.10893174912780523,0.3465859079733491,0.16498778853565454,0.05605603917501867,0.0,0.0,0.0
675,0.10926132230088115,0.3487724671140313,0.16528367064893246,0.056022349977865815,0.0,0.0,0.0
676,0.10883292043581605,0.3471706621348858,0.16482538357377052,0.055992463836446404,0.0,0.0,0.0
677,0.10839972272515297,0.3479841277003288,0.1643706290051341,0.055970907676965,0.0,0.0,0.0
678,0.10835528979077935,0.3471713773906231,0.16431276127696037,0.05595747102051973,0.0,0.0,0.0
679,0.10866963770240545,0.34704137220978737,0.16457349713891745,0.055903860833495855,0.0,0.0,0.0
680,0.10959953861311078,0.3463254664093256,0.16554207261651754,0.05594253423623741,0.0,0.0,0.0
681,0.10926974937319756,0.34619126468896866,0.165174201130867,0.05590445175766945,0.0,0.0,0.0
682,0.10925761424005032,0.3459181822836399,0.16512114740908146,0.05586353247053921,0.0,0.0,0.0
683,0.10902719618752599,0.3482061456888914,0.16488298401236534,0.05585578759200871,0.0,0.0,0.0
684,0.10933711938560009,0.3476174781098962,0.16519172210246325,0.055854603881016374,0.0,0.0,0.0
685,0.10918062832206488,0.34671395644545555,0.16497702896595,0.05579640041105449,0.0,0.0,0.0
686,0.10905875312164426,0.3496405426412821,0.16481947619467974,0.05576072190888226,0.0,0.0,0.0
687,0.10882895952090621,0.3474574703723192,0.16459782794117928,0.055768868420273066,0.0,0.0,0.0
688,0.1090364744886756,0.3472799304872751,0.164759230799973,0.05572275654412806,0.0,0.0,0.0
689,0.10909518366679549,0.34763393364846706,0.16477770637720823,0.05568252317607403,0.0,0.0,0.0
690,0.10885799396783113,0.34635409712791443,0.16456998698413372,0.05571199068799615,0.0,0.0,0.0
691,0.10831647599115968,0.34541180543601513,0.16397626092657447,0.0556597865652293,0.0,0.0,0.0
692,0.10916774813085794,0.34474108926951885,0.16479218564927578,0.05562443705275655,0.0,0.0,0.0
693,0.10913874628022313,0.34723997488617897,0.16472773160785437,0.05558898695744574,0.0,0.0,0.0
694,0.10881936131045222,0.3489450355991721,0.16443379502743483,0.05561443162150681,0.0,0.0,0.0
695,0.10974684939719737,0.34447964280843735,0.16529458202421665,0.05554773355834186,0.0,0.0,0.0
696,0.1096693929284811,0.3481768984347582,0.1652665277943015,0.05559713416732848,0.0,0.0,0.0
697,0.10959052154794335,0.34796411730349064,0.16516825929284096,0.05557773890905082,0.0,0.0,0.0
698,0.10947886062785983,0.3480941951274872,0.16501607187092304,0.055537212174385786,0.0,0.0,0.0
699,0.10926530417054892,0.34921151027083397,0.16475412156432867,0.05548881879076362,0.0,0.0,0.0
700,0.10905824135988951,0.34903423115611076,0.16453587729483843,0.05547763523645699,0.0,0.0,0.0
701,0.10869501018896699,0.3500327840447426,0.16416382789611816,0.05546881724148989,0.0,0.0,0.0
702,0.1088067158125341,0.3477427717298269,0.16422106511890888,0.05541435047052801,0.0,0.0,0.0
703,0.10957912541925907,0.34972769021987915,0.1650027148425579,0.055423588724806905,0.0,0.0,0.0
704,0.10936860600486398,0.34808565210551023,0.16473093535751104,0.05536233028396964,0.0,0.0,0.0
705,0.10925671644508839,0.3479301957413554,0.16462519485503435,0.055368476547300816,0.0,0.0,0.0
706,0.1085955835878849,0.34936005994677544,0.16397827863693237,0.055382694816216826,0.0,0.0,0.0
707,0.10883073136210442,0.34854984004050493,0.16415274050086737,0.055322008673101664,0.0,0.0,0.0
708,0.10955938580445945,0.34480873588472605,0.16487253084778786,0.05531314597465098,0.0,0.0,0.0
709,0.10904345568269491,0.3467155499383807,0.16434684488922358,0.055303391767665744,0.0,0.0,0.0
710,0.10898073366843164,0.3429028671234846,0.16425651963800192,0.05527578550390899,0.0,0.0,0.0
711,0.10919161746278405,0.3462243154644966,0.16441371012479067,0.055222093826159835,0.0,0.0,0.0
712,0.1087621720507741,0.3470977898687124,0.1639648014679551,0.05520263151265681,0.0,0.0,0.0
713,0.1091999551281333,0.34934615157544613,0.16439571976661682,0.05519576510414481,0.0,0.0,0.0
714,0.10906508564949036,0.3496204540133476,0.16423830576241016,0.05517322011291981,0.0,0.0,0.0
715,0.1091424017213285,0.34791250340640545,0.1642969734966755,0.055154570611193776,0.0,0.0,0.0
716,0.10954368114471436,0.34582521580159664,0.16468828078359365,0.05514459894038737,0.0,0.0,0.0
717,0.10925219347700477,0.3493023496121168,0.1644021337851882,0.05514993751421571,0.0,0.0,0.0
718,0.1093282075598836,0.34660026244819164,0.16441886872053146,0.05509065999649465,0.0,0.0,0.0
719,0.10944251203909516,0.34834584034979343,0.16453477460891008,0.05509226117283106,0.0,0.0,0.0
720,0.108933434356004,0.348420113325119,0.1639896035194397,0.05505617056041956,0.0,0.0,0.0
721,0.1088179461658001,0.3454198073595762,0.16383078321814537,0.05501283658668399,0.0,0.0,0.0
722,0.1095456862822175,0.34861393831670284,0.16458014957606792,0.055034461664035916,0.0,0.0,0.0
723,0.10938229318708181,0.34917963668704033,0.16440318059176207,0.05502088903449476,0.0,0.0,0.0
724,0.10897779976949096,0.3498951382935047,0.1639539273455739,0.05497612711042166,0.0,0.0,0.0
725,0.10855917260050774,0.3481491217389703,0.1635140422731638,0.054954868741333485,0.0,0.0,0.0
726,0.10913149127736688,0.34786079078912735,0.16407360322773457,0.05494211078621447,0.0,0.0,0.0
727,0.1095740064047277,0.34762447886168957,0.16449465602636337,0.05492064985446632,0.0,0.0,0.0
728,0.10896950075402856,0.3481638031080365,0.16391241271048784,0.054942913353443146,0.0,0.0,0.0
729,0.10891592036932707,0.3459476213902235,0.1638154974207282,0.05489957658573985,0.0,0.0,0.0
730,0.1091613913886249,0.34951753728091717,0.1640240615233779,0.05486267013475299,0.0,0.0,0.0
731,0.10919086402282119,0.3458885261788964,0.16405753418803215,0.0548666687682271,0.0,0.0,0.0
732,0.10932467970997095,0.3494639080017805,0.16415786184370518,0.054833181435242295,0.0,0.0,0.0
733,0.10905606020241976,0.3467009449377656,0.16386461770161986,0.05480855843052268,0.0,0.0,0.0
734,0.10915018618106842,0.34841880574822426,0.16398212034255266,0.054831934394314885,0.0,0.0,0.0
735,0.10903988080099225,0.3480086261406541,0.1638206858187914,0.05478080362081528,0.0,0.0,0.0
736,0.10881206532940269,0.3492868598550558,0.16355698741972446,0.05474492232315242,0.0,0.0,0.0
737,0.10905136400833726,0.34873290080577135,0.16375850792974234,0.05470714368857443,0.0,0.0,0.0
738,0.10938677843660116,0.3487545493990183,0.16409331001341343,0.05470653180964291,0.0,0.0,0.0
739,0.10898429621011019,0.34551152866333723,0.16366853937506676,0.05468424432910979,0.0,0.0,0.0
740,0.10903819231316447,0.3496173247694969,0.16370716132223606,0.05466897017322481,0.0,0.0,0.0
741,0.10913409339264035,0.34928605146706104,0.1637906553223729,0.05465656332671642,0.0,0.0,0.0
742,0.10890874406322837,0.3455996457487345,0.16353267151862383,0.054623927688226104,0.0,0.0,0.0
743,0.10949337668716908,0.35036287270486355,0.1641072817146778,0.05461390409618616,0.0,0.0,0.0
744,0.10937660560011864,0.34651999454945326,0.1639323253184557,0.05455572088249028,0.0,0.0,0.0
745,0.10989096388220787,0.34976926166564226,0.16444718651473522,0.05455622426234186,0.0,0.0,0.0
746,0.1088863704353571,0.3476983346045017,0.1634071934968233,0.054520822362974286,0.0,0.0,0.0
747,0.10890802834182978,0.34651822317391634,0.16343047190457582,0.05452244263142347,0.0,0.0,0.0
748,0.10903922421857715,0.34703228157013655,0.16352195711806417,0.05448273406364024,0.0,0.0,0.0
749,0.10906831081956625,0.34850287809967995,0.16353909578174353,0.05447078496217728,0.0,0.0,0.0
750,0.10885587707161903,0.346526843495667,0.16330366861075163,0.054447792237624526,0.0,0.0,0.0
751,0.10856204526498914,0.3498368952423334,0.16300890501588583,0.05444685975089669,0.0,0.0,0.0
752,0.10866203671321273,0.34808405116200447,0.1630620053038001,0.05439996882341802,0.0,0.0,0.0
753,0.1091589704155922,0.34862985648214817,0.1635726811364293,0.05441371025517583,0.0,0.0,0.0
754,0.10888303816318512,0.34918811172246933,0.1632822696119547,0.05439923144876957,0.0,0.0,0.0
755,0.10871121985837817,0.3490150775760412,0.16305468883365393,0.05434346990659833,0.0,0.0,0.0
756,0.1091009033843875,0.3491429500281811,0.1634454857558012,0.05434458260424435,0.0,0.0,0.0
757,0.10910822777077556,0.3449641168117523,0.16341167781502008,0.05430345004424453,0.0,0.0,0.0
758,0.10972860641777515,0.3467275183647871,0.16404831130057573,0.05431970511563122,0.0,0.0,0.0
759,0.10978231532499194,0.3446442186832428,0.16407063696533442,0.05428832210600376,0.0,0.0,0.0
760,0.10906453477218747,0.34764363151043653,0.16333916690200567,0.05427463189698756,0.0,0.0,0.0
761,0.10924242017790675,0.34421165101230145,0.1634773826226592,0.05423496360890567,0.0,0.0,0.0
762,0.10935618681833148,0.3502802364528179,0.16356654884293675,0.054210360860452056,0.0,0.0,0.0
763,0.10936694825068116,0.34766882471740246,0.16359733836725354,0.05423038965091109,0.0,0.0,0.0
764,0.10942661156877875,0.34793921280652285,0.16363965068012476,0.05421304167248309,0.0,0.0,0.0
765,0.10955443559214473,0.3473746981471777,0.16374814324080944,0.05419370927847922,0.0,0.0,0.0
766,0.10955615621060133,0.34815874695777893,0.16371432039886713,0.054158164421096444,0.0,0.0,0.0
767,0.10922386962920427,0.3487186571583152,0.16337198205292225,0.054148112423717976,0.0,0.0,0.0
768,0.10925522958859801,0.3460585670545697,0.16335592838004231,0.05410069809295237,0.0,0.0,0.0
769,0.1089585148729384,0.34670002199709415,0.16306524351239204,0.05410672747530043,0.0,0.0,0.0
770,0.10921617457643151,0.3464784985408187,0.1633008187636733,0.05408464348874986,0.0,0.0,0.0
771,0.10942306136712432,0.3478038487955928,0.163475988432765,0.05405292636714876,0.0,0.0,0.0
772,0.10922791506163776,0.34669457003474236,0.1632392005994916,0.05401128577068448,0.0,0.0,0.0
773,0.10955860326066613,0.3478976832702756,0.16357805952429771,0.05401945696212351,0.0,0.0,0.0
774,0.10905263153836131,0.3479726407676935,0.16301306895911694,0.05396043881773949,0.0,0.0,0.0
775,0.10863340413197875,0.34881260618567467,0.16259919945150614,0.05396579718217254,0.0,0.0,0.0
776,0.10931480396538973,0.34899994917213917,0.16328003723174334,0.05396523582749069,0.0,0.0,0.0
777,0.10889518400654197,0.3492349609732628,0.16283716075122356,0.05394197884015739,0.0,0.0,0.0
778,0.10897542396560311,0.3434534249827266,0.162885086145252,0.05390966171398759,0.0,0.0,0.0
779,0.10896158497780561,0.3487923461943865,0.16284502111375332,0.053883436135947704,0.0,0.0,0.0
780,0.10933865047991276,0.34921739995479584,0.16323778871446848,0.05389913823455572,0.0,0.0,0.0
781,0.10899660177528858,0.34717734530568123,0.1628749119117856,0.05387831013649702,0.0,0.0,0.0
782,0.10927294054999948,0.34743179474025965,0.1631149621680379,0.05384201975539327,0.0,0.0,0.0
783,0.1083777230232954,0.3497577663511038,0.16220149397850037,0.05382377072237432,0.0,0.0,0.0
784,0.10903553804382682,0.34748595859855413,0.16283419728279114,0.05379865737631917,0.0,0.0,0.0
785,0.10962274949997663,0.3491549361497164,0.1634150706231594,0.05379231972619891,0.0,0.0,0.0
786,0.10939677339047194,0.34885804634541273,0.16317084338515997,0.0537740692961961,0.0,0.0,0.0
787,0.10922345938161016,0.34534538350999355,0.1629835474304855,0.05376008921302855,0.0,0.0,0.0
788,0.10943036619573832,0.34538504108786583,0.1631820034235716,0.053751639323309064,0.0,0.0,0.0
789,0.10959063237532973,0.3489697463810444,0.16329776588827372,0.05370713211596012,0.0,0.0,0.0
790,0.10935535607859492,0.34827067982405424,0.1630349149927497,0.05367955984547734,0.0,0.0,0.0
791,0.10903832409530878,0.34321966394782066,0.162717767059803,0.0536794422660023,0.0,0.0,0.0
792,0.10897826915606856,0.34955324325710535,0.1626561814919114,0.05367791163735092,0.0,0.0,0.0
793,0.10889440588653088,0.3506824020296335,0.16250049602240324,0.05360608990304172,0.0,0.0,0.0
794,0.10887359641492367,0.34949993155896664,0.16248693503439426,0.05361333885230124,0.0,0.0,0.0
795,0.10880114836618304,0.3490721918642521,0.16237077489495277,0.053569626761600375,0.0,0.0,0.0
796,0.10874333279207349,0.35057528503239155,0.16233025025576353,0.053586916998028755,0.0,0.0,0.0
797,0.10916240885853767,0.3508388679474592,0.1627382654696703,0.053575858008116484,0.0,0.0,0.0
798,0.10913836862891912,0.3497612364590168,0.16269409889355302,0.05355573049746454,0.0,0.0,0.0
799,0.10881139244884253,0.3491522716358304,0.16234462149441242,0.05353322974406183,0.0,0.0,0.0
800,0.10906831035390496,0.3466792572289705,0.16257339157164097,0.05350508145056665,0.0,0.0,0.0
801,0.1096034781076014,0.34385673701763153,0.16309763491153717,0.0534941575024277,0.0,0.0,0.0
