3.956204280257225037e-03,1.870130777359008789e+00,-8.210362866520881653e-04,1.903358101844787598e+00
3.966093063354492188e-03,1.851314783096313477e+00,-8.329112315550446510e-04,1.884209990501403809e+00
3.975981380790472031e-03,1.832498788833618164e+00,-8.447862928733229637e-04,1.865061640739440918e+00
3.985869698226451874e-03,1.813682913780212402e+00,-8.566610049456357956e-04,1.845913648605346680e+00
3.995758481323719025e-03,1.794867277145385742e+00,-8.685358334332704544e-04,1.826765656471252441e+00
4.005646798759698868e-03,1.776051044464111328e+00,-8.804108947515487671e-04,1.807617545127868652e+00
4.015535116195678711e-03,1.757235288619995117e+00,-8.922857232391834259e-04,1.788469552993774414e+00
4.025423899292945862e-03,1.738419294357299805e+00,-9.041605517268180847e-04,1.769321322441101074e+00
4.035312216728925705e-03,1.719603419303894043e+00,-9.160353802144527435e-04,1.750173330307006836e+00
4.045200999826192856e-03,1.700787305831909180e+00,-9.279104415327310562e-04,1.731025099754333496e+00
4.055089317262172699e-03,1.681971549987792969e+00,-9.397852700203657150e-04,1.711877107620239258e+00
4.064978100359439850e-03,1.663155555725097656e+00,-9.516600985080003738e-04,1.692728877067565918e+00
4.074866417795419693e-03,1.644339680671691895e+00,-9.635351598262786865e-04,1.673581004142761230e+00
4.084754735231399536e-03,1.625523567199707031e+00,-9.754099883139133453e-04,1.654432892799377441e+00
4.094643518328666687e-03,1.606707811355590820e+00,-9.872848168015480042e-04,1.635284900665283203e+00
4.104531835764646530e-03,1.587891817092895508e+00,-9.991598781198263168e-04,1.616136670112609863e+00
4.114420153200626373e-03,1.569075822830200195e+00,-1.011034706607460976e-03,1.596988558769226074e+00
4.124308936297893524e-03,1.550260186195373535e+00,-1.022909535095095634e-03,1.577840566635131836e+00
4.134197253733873367e-03,1.531444072723388672e+00,-1.034784596413373947e-03,1.558692455291748047e+00
4.144086036831140518e-03,1.512628078460693359e+00,-1.046659424901008606e-03,1.539544343948364258e+00
4.153974354267120361e-03,1.493812441825866699e+00,-1.058534253388643265e-03,1.520396351814270020e+00
4.163862671703100204e-03,1.474996447563171387e+00,-1.070409198291599751e-03,1.501248121261596680e+00
4.173751454800367355e-03,1.456180572509765625e+00,-1.082284026779234409e-03,1.482100129127502441e+00
4.183639772236347198e-03,1.437364578247070312e+00,-1.094158971682190895e-03,1.462952017784118652e+00
4.193528555333614349e-03,1.418548583984375000e+00,-1.106033800169825554e-03,1.443804144859313965e+00
4.203416872769594193e-03,1.399732708930969238e+00,-1.117908745072782040e-03,1.424656033515930176e+00
4.213305190205574036e-03,1.380916714668273926e+00,-1.129783689975738525e-03,1.405507802963256836e+00
4.223193973302841187e-03,1.362100958824157715e+00,-1.141658518463373184e-03,1.386359810829162598e+00
4.233082290738821030e-03,1.343284845352172852e+00,-1.153533463366329670e-03,1.367211818695068359e+00
4.242970608174800873e-03,1.324469089508056641e+00,-1.165408291853964329e-03,1.348063588142395020e+00
