0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.372998356819152832e-01,6.532338857650756836e-01,0.000000000000000000e+00,1.091426134109497070e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.673915743827819824e-01,1.163886904716491699e+00,0.000000000000000000e+00,2.639138102531433105e-01
2.989699840545654297e-01,0.000000000000000000e+00,7.542853951454162598e-01,0.000000000000000000e+00,7.423791289329528809e-01,6.309037208557128906e-01,0.000000000000000000e+00,1.464224457740783691e-01
0.000000000000000000e+00,2.956193387508392334e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.539610624313354492e-01,6.074424386024475098e-01,0.000000000000000000e+00,1.065641880035400391e+00
0.000000000000000000e+00,4.335688948631286621e-01,4.588480889797210693e-01,1.087129712104797363e+00,4.899721741676330566e-01,1.210346221923828125e+00,0.000000000000000000e+00,8.647782802581787109e-01
1.208290383219718933e-01,7.223696708679199219e-01,7.186742424964904785e-01,7.590239644050598145e-01,4.881667494773864746e-01,1.264750957489013672e+00,0.000000000000000000e+00,7.229319810867309570e-01
2.222322672605514526e-01,1.556643843650817871e-02,3.552173674106597900e-01,9.404982924461364746e-01,8.153426051139831543e-01,4.109783768653869629e-01,0.000000000000000000e+00,1.079969406127929688e-01
3.808147609233856201e-01,8.628476858139038086e-01,1.227965950965881348e-01,6.165027022361755371e-01,7.815110087394714355e-01,5.426621437072753906e-01,0.000000000000000000e+00,5.568328499794006348e-02
4.444981515407562256e-01,1.735633611679077148e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.474124670028686523e-01,3.763919174671173096e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.044567704200744629e-02,0.000000000000000000e+00,1.032409191131591797e+00,6.823821067810058594e-01,7.128011584281921387e-01,0.000000000000000000e+00,4.905804693698883057e-01
4.404367804527282715e-01,6.645792722702026367e-02,0.000000000000000000e+00,2.048377692699432373e-01,8.586125969886779785e-01,2.085017561912536621e-01,0.000000000000000000e+00,2.963181436061859131e-01
0.000000000000000000e+00,6.004514694213867188e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.737923026084899902e-01,8.926701545715332031e-01,0.000000000000000000e+00,4.666405916213989258e-02
0.000000000000000000e+00,5.576406121253967285e-01,7.601089775562286377e-03,6.462144851684570312e-01,5.955147743225097656e-01,8.328732848167419434e-01,0.000000000000000000e+00,9.710968136787414551e-01
7.726155519485473633e-01,7.989247143268585205e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.503509521484375000e-01,6.806374788284301758e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.544561028480529785e-01,8.168594837188720703e-01,5.785385966300964355e-01,1.128309488296508789e+00,0.000000000000000000e+00,2.520911097526550293e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.013998866081237793e-01,6.682788133621215820e-01,6.185425519943237305e-01,6.987757086753845215e-01,0.000000000000000000e+00,1.128919601440429688e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.597989082336425781e-01,2.579653859138488770e-01,0.000000000000000000e+00,1.398011445999145508e-01
1.940526366233825684e-01,0.000000000000000000e+00,1.656268835067749023e-01,1.598343402147293091e-01,6.310890913009643555e-01,9.909535646438598633e-01,0.000000000000000000e+00,1.675487756729125977e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.185157895088195801e-01,6.219958662986755371e-01,7.602106332778930664e-01,5.253204107284545898e-01,0.000000000000000000e+00,3.061544299125671387e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.396934688091278076e-01,5.368588566780090332e-01,6.928697824478149414e-01,8.047518730163574219e-01,0.000000000000000000e+00,1.278965175151824951e-01
1.586987674236297607e-01,4.186474084854125977e-01,0.000000000000000000e+00,2.783143222332000732e-01,7.496079206466674805e-01,6.726164221763610840e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.722602605819702148e-01,5.602931976318359375e-01,0.000000000000000000e+00,5.757503509521484375e-01,7.777733206748962402e-01,0.000000000000000000e+00,1.303422212600708008e+00
5.555781126022338867e-01,1.817384213209152222e-01,5.325082689523696899e-02,0.000000000000000000e+00,6.804999113082885742e-01,8.735151290893554688e-01,0.000000000000000000e+00,3.530251979827880859e-02
7.713742256164550781e-01,1.696498692035675049e-01,1.934681236743927002e-01,5.821841955184936523e-01,8.054209947586059570e-01,2.519476413726806641e-01,0.000000000000000000e+00,6.799328327178955078e-01
3.777539134025573730e-01,0.000000000000000000e+00,4.124677479267120361e-01,1.521498113870620728e-01,6.380414366722106934e-01,8.357954025268554688e-01,0.000000000000000000e+00,5.572795271873474121e-01
5.880085229873657227e-01,8.950154781341552734e-01,0.000000000000000000e+00,6.248790621757507324e-01,5.373857617378234863e-01,1.207783341407775879e+00,0.000000000000000000e+00,4.263116717338562012e-01
3.249928355216979980e-02,9.461407661437988281e-01,3.027246892452239990e-01,5.644694566726684570e-01,7.419952154159545898e-01,3.683337867259979248e-01,0.000000000000000000e+00,9.373003244400024414e-01
0.000000000000000000e+00,4.132323861122131348e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.772182822227478027e-01,4.240780770778656006e-01,0.000000000000000000e+00,4.405877590179443359e-01
1.199570447206497192e-01,7.247784137725830078e-01,2.501371204853057861e-01,0.000000000000000000e+00,7.045229673385620117e-01,8.272044062614440918e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.429977059364318848e-03,7.650226354598999023e-03,0.000000000000000000e+00,5.578449964523315430e-01,4.729632735252380371e-01,1.320548772811889648e+00,0.000000000000000000e+00,7.160298824310302734e-01
4.137196838855743408e-01,3.318591117858886719e-01,4.761013984680175781e-01,0.000000000000000000e+00,4.530619680881500244e-01,1.271998643875122070e+00,0.000000000000000000e+00,1.023661613464355469e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.507965803146362305e-01,5.842220783233642578e-01,9.942879676818847656e-01,0.000000000000000000e+00,6.023958921432495117e-01
0.000000000000000000e+00,8.823430538177490234e-01,7.425844073295593262e-01,0.000000000000000000e+00,4.823738336563110352e-01,1.325253605842590332e+00,0.000000000000000000e+00,5.842943787574768066e-01
8.064734935760498047e-01,3.618086576461791992e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.088376402854919434e-01,1.241781711578369141e+00,0.000000000000000000e+00,5.891453623771667480e-01
0.000000000000000000e+00,7.969607114791870117e-01,3.484759330749511719e-01,9.413725137710571289e-02,7.085034847259521484e-01,7.055679559707641602e-01,0.000000000000000000e+00,2.664709687232971191e-01
6.359197199344635010e-02,3.772791624069213867e-01,5.741248130798339844e-01,5.390977263450622559e-01,8.300957679748535156e-01,2.961197495460510254e-01,0.000000000000000000e+00,3.036047220230102539e-01
1.033472418785095215e+00,0.000000000000000000e+00,5.957459211349487305e-01,0.000000000000000000e+00,5.919136404991149902e-01,7.257301211357116699e-01,0.000000000000000000e+00,1.302513957023620605e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.629633784294128418e-02,7.289317846298217773e-01,6.347267031669616699e-01,6.440284252166748047e-01,0.000000000000000000e+00,1.146054625511169434e+00
0.000000000000000000e+00,3.380982279777526855e-01,8.320449292659759521e-02,8.673180937767028809e-01,7.168519496917724609e-01,5.818340778350830078e-01,0.000000000000000000e+00,5.511108636856079102e-01
5.971361398696899414e-01,8.280863761901855469e-01,0.000000000000000000e+00,5.458898544311523438e-01,7.777341604232788086e-01,2.668516039848327637e-01,0.000000000000000000e+00,8.953952193260192871e-01
3.528676629066467285e-01,4.368269443511962891e-01,5.750578641891479492e-01,6.838048100471496582e-01,6.952231526374816895e-01,8.012739419937133789e-01,0.000000000000000000e+00,1.099536418914794922e-01
4.380939900875091553e-01,0.000000000000000000e+00,4.234340190887451172e-01,0.000000000000000000e+00,6.711344122886657715e-01,6.679458618164062500e-01,0.000000000000000000e+00,7.317409515380859375e-01
0.000000000000000000e+00,4.372954964637756348e-01,2.954322099685668945e-02,0.000000000000000000e+00,7.556437849998474121e-01,3.549360036849975586e-01,0.000000000000000000e+00,8.327594995498657227e-01
7.435841113328933716e-02,4.001428484916687012e-01,1.315131783485412598e-02,0.000000000000000000e+00,7.443591952323913574e-01,6.221543550491333008e-01,0.000000000000000000e+00,1.621607542037963867e-01
0.000000000000000000e+00,9.163246154785156250e-01,6.779164075851440430e-01,0.000000000000000000e+00,6.720717549324035645e-01,6.911140084266662598e-01,0.000000000000000000e+00,6.322426199913024902e-01
0.000000000000000000e+00,3.610237240791320801e-01,1.024808734655380249e-01,8.193498849868774414e-02,5.038895606994628906e-01,1.175246834754943848e+00,0.000000000000000000e+00,8.332078456878662109e-01
6.103451251983642578e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.029923200607299805e-01,6.230655312538146973e-01,1.027527093887329102e+00,0.000000000000000000e+00,1.596764624118804932e-01
0.000000000000000000e+00,9.360951185226440430e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.515530586242675781e-01,3.009679317474365234e-01,0.000000000000000000e+00,1.036417245864868164e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.325485229492187500e-01,8.776953220367431641e-01,7.497496604919433594e-01,5.599375367164611816e-01,0.000000000000000000e+00,2.890987396240234375e-01
1.123180270195007324e+00,0.000000000000000000e+00,4.360122233629226685e-02,1.455820202827453613e-01,6.757036447525024414e-01,6.803017854690551758e-01,0.000000000000000000e+00,6.455907821655273438e-01
1.089273571968078613e+00,9.047744274139404297e-01,9.620481729507446289e-02,0.000000000000000000e+00,7.818667888641357422e-01,6.246537566184997559e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.958125978708267212e-01,4.586227536201477051e-01,0.000000000000000000e+00,4.890403151512145996e-01,7.861912250518798828e-01,4.009813070297241211e-01,0.000000000000000000e+00,4.273019433021545410e-01
6.596127152442932129e-01,4.737035036087036133e-01,0.000000000000000000e+00,1.194224283099174500e-01,6.517637372016906738e-01,8.017677664756774902e-01,0.000000000000000000e+00,5.269566178321838379e-01
4.742011725902557373e-01,9.666408598423004150e-02,4.913693070411682129e-01,0.000000000000000000e+00,8.356813192367553711e-01,1.113591790199279785e-01,0.000000000000000000e+00,8.006117343902587891e-01
1.653889119625091553e-01,4.754897952079772949e-02,0.000000000000000000e+00,2.630761265754699707e-01,6.631433367729187012e-01,9.299206733703613281e-01,0.000000000000000000e+00,4.149889945983886719e-02
8.856793642044067383e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.119260072708129883e+00,7.188414931297302246e-01,4.306550621986389160e-01,0.000000000000000000e+00,9.786347746849060059e-01
