AE1_latent_0,AE1_latent_1,AE1_latent_2,AE1_latent_3,Gap
0.24623498,-2.7658978,1.747951,2.1641915,0.5529223
-0.63966805,-0.83576614,0.996584,-0.0759444,1.2196853
-1.484832,0.67706585,0.6626809,-1.6823843,1.9095955
0.11976242,0.09719765,2.2150526,1.3482342,1.2728355
-0.6684961,1.7955022,1.5784547,-0.5458743,1.9636347
-1.7069607,3.0727766,1.9112751,-2.331626,2.7293663
-2.5709774,-3.1639817,1.5220504,1.8734173,0.9038253
-3.323877,-2.0780644,1.4956799,0.22530447,1.4080415
-3.94362,-0.8238948,0.85881025,-1.9159721,1.9953375
-0.37816232,-2.662074,0.6275233,1.09294,0.552741
-0.847282,-1.8500376,0.3909396,-0.19581115,0.8697275
-1.7085857,-2.2784631,0.22657418,-1.4953091,1.3170435
0.5238758,-3.1530154,0.8735046,0.6743972,0.50479436
-0.79611546,-0.56363374,0.48776567,-2.309433,1.7203903
-1.9952645,-0.032239914,0.62207,-4.247971,2.3455153
2.0597408,0.5209671,6.9620667,-1.8982017,2.296699
0.63733757,0.7978097,6.3319497,-4.5517178,2.7731388
-0.4395296,1.3274605,5.676172,-6.306636,3.2888029
0.928858,-0.023324668,7.2060027,-1.1467794,2.1927927
-0.65763384,0.18854022,6.7901087,-3.66467,2.6521125
-1.7903833,1.2334094,6.0660095,-5.376918,3.2212985
0.014587402,0.9771137,7.8284245,-0.7929558,2.439494
-1.3684695,2.7537396,7.185256,-3.3353457,3.195277
-2.9623935,3.386144,7.183764,-5.4360876,3.8806558
1.9887755,-3.7704444,3.3423624,-0.061388917,0.8486092
0.73250455,-2.431699,3.3371334,-2.6559193,1.5888057
-0.15845305,-1.5624905,3.5029528,-4.5346537,2.166581
0.06755042,-2.4920657,4.5435534,0.7849052,1.2278436
-1.0427771,-1.4382122,4.0503774,-1.7145573,1.7850797
-1.9788868,0.32831922,3.979189,-4.092686,2.6345592
-0.51209146,0.03225857,5.82554,0.39521027,1.8812404
-1.9702008,2.25874,5.3921385,-1.9149675,2.716789
-3.074297,3.7834175,4.929715,-4.213143,3.5542266
1.5463464,-7.0910063,4.727048,-0.6909055,0.94664943
0.102222025,-5.317769,4.4460425,-3.5785024,1.3568828
-0.74543184,-4.4711866,3.9917126,-5.70865,1.9558175
2.9420779,-6.1091976,2.2576785,-0.11450203,0.24913329
1.8018849,-5.476998,2.3781378,-2.981462,0.8304518
1.0872403,-5.330832,2.2963407,-4.8015995,1.0570786
-0.7172459,-7.828023,5.164472,0.3482961,1.1089184
-2.3966024,-5.9316206,5.5746346,-2.406825,1.6434569
-4.089927,-4.256779,5.787107,-5.622463,2.618227
0.17654055,-0.7315468,0.2138775,1.4170109,1.0002246
1.4589255,-1.0033479,2.1010225,0.4934307,0.97199917
-0.18650365,-1.0493529,1.5120268,1.6578681,0.90340286
-0.11836439,-0.810479,0.27244526,1.57687,0.9821202
1.5749068,-0.75060254,2.484335,0.3140997,1.1131256
-0.37317294,-0.7236809,0.20348418,1.6965663,1.0064185
1.6621933,-0.73080486,2.7529995,0.1420109,1.1842513
-0.7359143,-0.75559574,1.5367754,1.5932049,1.0192734
0.14095557,-0.57088166,0.17356968,1.4571917,1.0667458
0.23880562,-2.6320188,4.400028,0.59735906,1.1950811
-0.2401954,-0.8886661,0.35856634,1.6462142,0.9649885
0.865455,-2.9949176,3.9012918,0.3044732,1.0596209
-0.5773117,-0.93758565,0.5416437,1.8625885,0.95688605
1.5575001,-3.5027614,3.4768188,0.13701326,0.9115224
-0.7044359,-0.001923263,-0.20838943,1.4743464,1.5331419
1.9298146,-1.155159,2.1903982,-0.39390406,1.0554197
-0.8745931,-0.07303506,-0.03206238,1.2618268,1.4665575
1.8402989,-1.1430175,2.0700293,-0.6976407,1.118041
-0.9872101,0.012987852,0.043728203,1.0802608,1.4778335
1.7789776,-1.128295,1.9863265,-0.8636643,1.1580534
-1.0750799,0.10461718,0.08380121,0.9277369,1.4996893
1.6667627,-1.0180607,1.8909073,-1.127426,1.2553936
-1.80755,-2.0493991,-0.22752075,1.4795046,0.6309375
-2.6398606,-2.9892962,1.4174974,1.4925135,0.93257284
-2.018566,-1.9498618,-0.07075539,1.3272879,0.62360245
-2.7817752,-2.8648674,1.4933558,1.2474275,0.9824753
-2.2383516,-1.8276927,0.048457503,1.1574683,0.71173555
-3.0240405,-2.6403527,1.535356,0.8943164,1.0832472
-0.53168744,-2.5837398,-0.78739154,1.5232061,0.70382434
-0.9307963,-2.9650447,0.9072383,1.373885,0.5426851
0.6160791,-4.612094,-0.41293976,1.0691696,0.3316111
0.015980542,-3.6738768,0.9907877,0.8126499,0.46893817
-0.43482357,-2.964763,-0.52373916,-0.4029854,0.50856066
-0.5904909,-2.3560696,0.59283966,-0.27458957,0.64181393
-0.18838567,-3.3267474,-0.41109475,-0.48137167,0.47483182
-0.47607833,-2.8766575,0.73038644,-0.37577665,0.61394155
0.032878935,-3.1044037,-0.5646986,-0.60898083,0.48704427
-0.20722753,-2.5738578,0.62068945,-0.5236814,0.59363234
