AE2_latent_0,AE2_latent_1,AE2_latent_2,AE2_latent_3,AE2_latent_4,AE2_latent_5,AE2_latent_6,AE2_latent_7
0.100392856,-1.3637745,1.3105776,0.53709185,1.951053,1.2512088,-1.7867224,1.6316189
2.6276965,0.8830309,-0.21683122,-0.48502138,0.5353749,0.1489446,-2.6083577,1.7917781
1.2725856,0.535626,0.9396153,0.18570079,0.008651853,-0.5286593,-3.688069,1.636507
0.49713033,-0.88606304,1.4215571,1.3449477,1.0563554,0.6005089,-1.8851117,2.9370933
0.49713033,-0.88606304,1.4215571,1.3449477,1.0563554,0.6005089,-1.8851117,2.9370933
0.0725908,-0.9321157,1.4675462,0.49437553,1.3577987,0.640422,-2.6060326,1.4221405
1.2211015,0.83853877,1.3863428,-0.08881202,-0.37984583,-0.7831902,-2.9822087,1.3216661
0.93175197,1.0784911,0.0905679,1.0718759,0.103232384,-0.6733502,-3.3608866,0.934225
1.283967,-0.5081749,0.57873684,0.33133715,1.4366229,0.9658462,-1.6814803,2.1973586
1.5409116,-0.4038198,0.21952891,-0.2982614,1.7171146,1.1751306,-1.7454461,1.4824454
1.5295303,0.6399809,0.5804075,-0.443898,0.28914344,-0.31937492,-3.7520359,0.9215941
1.5295303,0.6399809,0.5804075,-0.443898,0.28914344,-0.31937492,-3.7520359,0.9215941
0.19295749,-3.019634,-3.7894952,-1.1606005,-1.188423,-3.275528,-1.5909967,2.909407
0.16361026,-2.9754739,-3.8308325,-1.1114702,-1.1759764,-3.327018,-1.5285573,2.8432758
0.14463401,-2.8743505,-3.7525942,-1.067649,-0.96592414,-3.6152554,-1.324617,2.69834
0.15148208,-2.803244,-3.6843739,-1.0316452,-0.8076918,-3.7716112,-1.2279856,2.621769
0.16860378,-2.625478,-3.5138218,-0.94163865,-0.41211253,-4.1625013,-0.9864095,2.4303443
-1.2099338,0.43024212,1.9897788,-0.23762754,-1.3267963,0.004359016,-0.40852332,-1.2993999
-1.1821315,-0.001416769,1.8328109,-0.19491139,-0.73354185,0.6151462,0.41078633,-1.0899214
0.100392856,-1.3637745,1.3105776,0.53709185,1.951053,1.2512088,-1.7867224,1.6316189
2.2898135,0.89526856,0.42812777,-0.17476293,-0.23448664,-0.21770754,-1.9997153,2.323515
-1.1821315,-0.001416769,1.8328109,-0.19491139,-0.73354185,0.6151462,0.41078633,-1.0899214
0.8744643,-0.78818774,0.64867544,-0.19449042,1.835377,1.1503648,-2.0014937,1.1080308
0.100392856,-1.3637745,1.3105776,0.53709185,1.951053,1.2512088,-1.7867224,1.6316189
0.3573377,-1.2594197,0.9513698,-0.092507064,2.2315447,1.4604937,-1.8506889,0.916706
0.3573377,-1.2594197,0.9513698,-0.092507064,2.2315447,1.4604937,-1.8506889,0.916706
1.5295303,0.6399809,0.5804075,-0.443898,0.28914344,-0.31937492,-3.7520359,0.9215941
-0.6173046,0.92778957,-0.13821463,2.4849124,0.10696873,2.593114,-0.5701528,-0.37809104
-1.5368508,-2.301309,0.56570417,-1.9412638,-0.45270532,-3.0610511,1.0204557,-0.21778575
0.18922742,-3.0372605,-3.8296382,-1.0262684,-0.68144506,-3.6598628,-1.5695318,2.8463476
-0.65399355,-0.04981268,1.7684351,-0.029494848,-0.78059494,0.78906125,1.17887,-0.042077277
1.2725856,0.535626,0.9396153,0.18570079,0.008651853,-0.5286593,-3.688069,1.636507
0.82058305,-0.70312726,0.4269992,-1.9859111,-0.9652989,-1.6832806,3.3660707,1.4990863
0.847606,-0.30766144,1.0878993,0.40147606,0.8203396,0.24537611,-2.7632098,1.7354177
0.388979,-0.71234983,0.79569465,-0.9657678,1.9730788,1.0786422,-2.9172435,-0.302706
2.6212077,0.12403473,-0.53049845,-0.50362337,1.624907,1.264633,-1.1802878,2.055867
-0.7158085,-0.052538242,1.6368817,0.1653779,-0.21476519,0.26256436,1.292305,-0.19044426
-0.8152302,-0.037980717,1.727266,-0.19773607,-1.2225839,0.64197385,1.5843462,-0.21102911
-1.1821315,-0.001416769,1.8328109,-0.19491139,-0.73354185,0.6151462,0.41078633,-1.0899214
-0.6632171,0.028231177,1.5996025,0.19752467,-0.61923665,0.8364056,1.0693626,-0.0972033
-0.6632171,0.028231177,1.5996025,0.19752467,-0.61923665,0.8364056,1.0693626,-0.0972033
0.847606,-0.30766144,1.0878993,0.40147606,0.8203396,0.24537611,-2.7632098,1.7354177
0.65399474,-0.046448816,1.8249402,-0.3794566,-0.17589617,-0.3361345,-1.3874952,1.2709949
0.5413215,0.09817174,2.2762303,-0.84104913,-0.6827629,-0.76027834,-0.5564551,0.98974705
0.47353953,0.23012131,2.5979187,-1.1439447,-1.0582826,-0.9989402,0.005527481,0.79049975
0.2039498,0.5315973,0.6801198,0.6956281,-0.112850465,-0.4954447,-1.036854,0.45163706
0.12820204,0.66548944,0.4051469,0.997197,0.01109203,-0.5122584,-1.041511,0.2891233
0.2039498,0.5315973,0.6801198,0.6956281,-0.112850465,-0.4954447,-1.036854,0.45163706
0.16607577,0.59854376,0.54263306,0.8464133,-0.05087834,-0.50385195,-1.0391825,0.3703797
0.12820204,0.66548944,0.4051469,0.997197,0.01109203,-0.5122584,-1.041511,0.2891233
0.847606,-0.30766144,1.0878993,0.40147606,0.8203396,0.24537611,-2.7632098,1.7354177
0.117893286,-3.0702758,-3.5416663,-1.1377465,0.18590295,-4.931031,-0.94393384,2.5689907
0.15459834,-3.0092206,-3.8567863,-0.89133424,-0.17770126,-4.147255,-1.4228855,2.7047403
0.21190107,-3.0468435,-3.7577498,-1.1939467,-1.1894103,-3.253109,-1.6244975,2.9490647
-0.46887714,0.5439094,0.9147662,1.4570048,0.19737028,1.7558674,-0.002984628,-0.13814893
-0.65399355,-0.04981268,1.7684351,-0.029494848,-0.78059494,0.78906125,1.17887,-0.042077277
-0.7793895,0.9705943,-0.31780434,2.4737291,-0.24506676,2.53159,-0.29168013,-0.5536095
-0.69729984,0.03148518,1.5898243,0.16162552,-0.7203801,0.8129652,1.1532509,-0.13200939
-1.1821315,-0.001416769,1.8328109,-0.19491139,-0.73354185,0.6151462,0.41078633,-1.0899214
0.388979,-0.71234983,0.79569465,-0.9657678,1.9730788,1.0786422,-2.9172435,-0.302706
0.388979,-0.71234983,0.79569465,-0.9657678,1.9730788,1.0786422,-2.9172435,-0.302706
1.588974,0.7553918,0.2677636,-1.2744424,0.62393177,-0.09043887,-3.9992802,-0.08833948
1.588974,0.7553918,0.2677636,-1.2744424,0.62393177,-0.09043887,-3.9992802,-0.08833948
1.588974,0.7553918,0.2677636,-1.2744424,0.62393177,-0.09043887,-3.9992802,-0.08833948
0.5028561,0.099962786,1.4640718,-0.6966932,1.8417459,1.8426564,1.0726404,-0.6293332
1.1045507,-0.20330639,0.7286916,-0.2281226,1.1008314,0.45466048,-2.8271759,1.020505
1.283967,-0.5081749,0.57873684,0.33133715,1.4366229,0.9658462,-1.6814803,2.1973586
-0.8825375,0.04590495,1.510311,-0.034904476,-1.3610209,0.78686196,1.568543,-0.29940757
1.2639555,5.348432,5.672459,1.002236,5.4726057,-8.617014,3.818588,-3.460079
0.49713033,-0.88606304,1.4215571,1.3449477,1.0563554,0.6005089,-1.8851117,2.9370933
2.6276965,0.8830309,-0.21683122,-0.48502138,0.5353749,0.1489446,-2.6083577,1.7917781
1.1045507,-0.20330639,0.7286916,-0.2281226,1.1008314,0.45466048,-2.8271759,1.020505
-0.10249199,0.2993183,1.5014852,-1.4704945,0.2747745,1.2766492,0.679421,-1.6609913
1.283967,-0.5081749,0.57873684,0.33133715,1.4366229,0.9658462,-1.6814803,2.1973586
-0.5090783,-0.24549666,2.3069694,-0.4783358,-0.6055133,0.49364007,1.2710552,0.16210872
2.68714,0.9984418,-0.5294753,-1.3155658,0.8701633,0.37788033,-2.855602,0.7818442
-0.6076912,-0.38863698,2.7146065,-1.168676,-1.400111,0.30643275,1.8770787,0.14879575
0.32953534,-0.8277607,1.1083386,-0.13522306,1.6382904,0.8497066,-2.6699986,0.7072277
-1.8015131,-5.0849385,-2.9487562,-1.4310317,0.7872508,-1.732275,-0.930795,1.3590802
0.100392856,-1.3637745,1.3105776,0.53709185,1.951053,1.2512088,-1.7867224,1.6316189
-0.8152302,-0.037980717,1.727266,-0.19773607,-1.2225839,0.64197385,1.5843462,-0.21102911
0.7877541,0.5027239,1.1826012,-0.17083612,-0.004509874,-0.72647864,-4.4305344,0.6785952
-0.66845375,0.027150929,1.5864553,0.19338886,-0.66575694,0.8700741,1.0653422,-0.094254196
0.3627744,-0.34056342,1.330885,0.044939134,0.8071778,0.047556944,-3.5056741,0.7775059
1.1045507,-0.20330639,0.7286916,-0.2281226,1.1008314,0.45466048,-2.8271759,1.020505
0.38823777,0.62120944,1.6298549,-3.1085272,-1.344977,0.22587377,0.9534125,-1.8357509
-0.85361415,0.037190437,1.5448235,0.000449128,-1.1406367,0.6674366,1.5397663,-0.29210922
2.3621209,5.591482,4.8752203,0.96111256,5.718836,-8.148695,4.962266,-2.589895
1.1045507,-0.20330639,0.7286916,-0.2281226,1.1008314,0.45466048,-2.8271759,1.020505
0.59114784,0.49411827,1.4426581,0.32895043,0.020811684,1.1246797,1.5500435,0.9765321
1.2725856,0.535626,0.9396153,0.18570079,0.008651853,-0.5286593,-3.688069,1.636507
0.24221867,0.36670813,0.9607374,0.22841597,-0.7212054,1.013738,1.9711539,0.7642693
1.2725856,0.535626,0.9396153,0.18570079,0.008651853,-0.5286593,-3.688069,1.636507
1.5295303,0.6399809,0.5804075,-0.443898,0.28914344,-0.31937492,-3.7520359,0.9215941
-1.7420692,-4.969528,-3.2614002,-2.261576,1.1220393,-1.5033396,-1.1780393,0.34914675
2.4427876,1.0081894,-0.869038,-2.9721963,1.5883974,0.6693058,-3.7010705,-1.5664278
-0.6883366,0.018294234,1.623976,0.13114865,-0.71491003,0.79775774,1.1588614,-0.118002824
-0.8445882,0.02313762,1.5759219,-0.028072448,-1.1351228,0.6554714,1.5415587,-0.2767894
-0.8445882,0.02313762,1.5759219,-0.028072448,-1.1351228,0.6554714,1.5415587,-0.2767894
2.6212077,0.12403473,-0.53049845,-0.50362337,1.624907,1.264633,-1.1802878,2.055867
1.2725856,0.535626,0.9396153,0.18570079,0.008651853,-0.5286593,-3.688069,1.636507
-0.6218679,-0.08830163,1.8840319,-0.11678228,-0.7176654,0.70977527,1.1997192,-0.003008813
-0.38443872,-1.3966764,1.5535642,0.1805548,1.9378911,1.0533898,-2.5291872,0.6737072
1.096322,-0.35392833,0.22582595,-1.4027591,2.0061872,1.17065,-2.7103887,-0.35292733
-0.65399355,-0.04981268,1.7684351,-0.029494848,-0.78059494,0.78906125,1.17887,-0.042077277
2.6212077,0.12403473,-0.53049845,-0.50362337,1.624907,1.264633,-1.1802878,2.055867
-0.7077717,0.029326335,1.563533,0.15335476,-0.8134142,0.8802992,1.1452104,-0.1261121
-0.18159324,6.92E-05,0.46242154,-0.7884476,0.16936015,1.9096819,1.8637449,-1.1014092
-0.76154745,0.10846309,1.3586397,0.3361971,-0.84623224,0.9715345,1.1115519,-0.21014404
-0.18159324,6.92E-05,0.46242154,-0.7884476,0.16936015,1.9096819,1.8637449,-1.1014092
1.283967,-0.5081749,0.57873684,0.33133715,1.4366229,0.9658462,-1.6814803,2.1973586
0.100392856,-1.3637745,1.3105776,0.53709185,1.951053,1.2512088,-1.7867224,1.6316189
-1.3000621,-0.07088274,1.9702526,-0.554273,-1.2357455,0.4441547,0.8418817,-1.168941
-1.3000621,-0.07088274,1.9702526,-0.554273,-1.2357455,0.4441547,0.8418817,-1.168941
0.100392856,-1.3637745,1.3105776,0.53709185,1.951053,1.2512088,-1.7867224,1.6316189
1.5295303,0.6399809,0.5804075,-0.443898,0.28914344,-0.31937492,-3.7520359,0.9215941
-1.1821315,-0.001416769,1.8328109,-0.19491139,-0.73354185,0.6151462,0.41078633,-1.0899214
0.9109395,0.05790621,1.4657328,-1.0090554,0.10459562,-0.12685001,-1.4514616,0.5560819
-2.2629035,-4.0086966,-4.9000587,0.86093897,1.705867,-1.5818243,-1.150813,0.22716895
-0.85361415,0.037190437,1.5448235,0.000449128,-1.1406367,0.6674366,1.5397663,-0.29210922
0.6175195,-0.8925427,1.0078831,0.43510833,1.5548853,0.9410802,-1.9375278,1.8229437
1.588974,0.7553918,0.2677636,-1.2744424,0.62393177,-0.09043887,-3.9992802,-0.08833948
-0.60394317,-0.11468066,1.952329,-0.1777299,-0.706727,0.6793635,1.2109393,0.025001302
0.100392856,-1.3637745,1.3105776,0.53709185,1.951053,1.2512088,-1.7867224,1.6316189
-0.60394317,-0.11468066,1.952329,-0.1777299,-0.706727,0.6793635,1.2109393,0.025001302
0.67163604,0.85674053,2.9875221,-0.9064007,-1.1808038,-0.44675484,0.021353379,0.59686834
0.7630158,0.7465992,-0.09120886,-2.565297,1.574238,2.3660316,0.55124867,-3.2075567
1.2725856,0.535626,0.9396153,0.18570079,0.008651853,-0.5286593,-3.688069,1.636507
-0.68922704,0.018109666,1.6217402,0.13044535,-0.72281784,0.80348057,1.1581779,-0.1175012
-0.27365968,-0.07120344,0.6486055,-1.1241958,-0.12504429,1.6055844,2.2919593,-1.1833746
1.1274604,0.6710148,0.20867464,-1.4208416,-0.26849222,1.4114338,2.0475256,-0.33959323
0.3399623,1.6893798,-0.80507576,1.8345182,0.01890847,-1.4617608,-2.3062096,-0.14638174
2.3707516,0.778676,0.14237642,0.14457734,0.25488308,-0.060339995,-2.5443916,2.506691
-0.7622566,0.15343599,1.3219208,0.44827536,-0.63016635,0.8489058,1.1148163,-0.26689228
0.847606,-0.30766144,1.0878993,0.40147606,0.8203396,0.24537611,-2.7632098,1.7354177
1.096322,-0.35392833,0.22582595,-1.4027591,2.0061872,1.17065,-2.7103887,-0.35292733
0.48368707,-0.2575445,2.4478006,-1.4430597,-1.3861003,0.55514055,2.5515711,1.3272078
0.4841068,-0.26645353,2.416229,-1.4265753,-1.401248,0.6005036,2.5109491,1.3428497
-0.57666075,-0.32615295,2.3351886,-0.6273461,-0.6987369,0.28062072,1.4717438,0.12513089
0.32953534,-0.8277607,1.1083386,-0.13522306,1.6382904,0.8497066,-2.6699986,0.7072277
1.5409116,-0.4038198,0.21952891,-0.2982614,1.7171146,1.1751306,-1.7454461,1.4824454
-0.86003274,0.22163825,-0.27714455,2.143193,1.3680556,-0.29267952,-1.2241725,-0.3607484
-0.8152302,-0.037980717,1.727266,-0.19773607,-1.2225839,0.64197385,1.5843462,-0.21102911
0.388979,-0.71234983,0.79569465,-0.9657678,1.9730788,1.0786422,-2.9172435,-0.302706
0.8282073,-0.022938885,0.07484255,0.3110851,1.3403652,0.085240304,-2.59523,0.593617
1.1045507,-0.20330639,0.7286916,-0.2281226,1.1008314,0.45466048,-2.8271759,1.020505
-0.38443872,-1.3966764,1.5535642,0.1805548,1.9378911,1.0533898,-2.5291872,0.6737072
2.3707516,0.778676,0.14237642,0.14457734,0.25488308,-0.060339995,-2.5443916,2.506691
-0.6704104,-0.008084383,1.6922753,0.07020126,-0.70396864,0.76734614,1.17008,-0.08999163
1.2725856,0.535626,0.9396153,0.18570079,0.008651853,-0.5286593,-3.688069,1.636507
-0.83455133,-0.000600275,1.634742,-0.097957164,-1.1822885,0.656169,1.5608832,-0.25124097
0.8612189,-0.5216838,0.80183846,-0.124256596,1.4307421,0.74615455,-2.4855208,1.0989215
-0.55828553,0.06637431,1.3680586,-0.8273349,-0.9420922,0.8512584,1.5203799,-0.9259421
-0.39704886,0.054542292,1.4092275,-0.65909374,-0.50010324,0.9983458,1.1149038,-0.7569904
1.6003553,-0.28840902,-0.09311481,-1.1288061,2.051903,1.4040663,-1.9926907,0.4725117
-0.47809172,-0.2507792,2.5208266,-0.6932354,-0.8455576,0.5585025,1.378388,0.20287928
-0.66728824,-0.042959277,1.730128,-0.042813305,-0.95900214,0.9317278,1.1594996,-0.030733515
-0.6053245,-0.123276114,1.9570516,-0.21835126,-0.8354371,0.7707672,1.2021817,0.04753732
-1.5462916,1.375561,-1.1186025,2.652624,-1.3631275,1.8088086,1.2142482,-1.6149126
-1.3784333,1.3107213,-1.1015793,2.802502,-0.9405569,2.003831,0.74125475,-1.3924092
-0.40718606,0.2740358,1.7174447,0.5926001,-0.005507872,1.1680664,0.56424993,-0.004622404
-0.50498205,0.053786624,1.6762228,0.34836072,-0.23430079,0.9924591,0.718093,0.04340677
-0.7859059,0.007229332,1.6071686,0.084197015,-0.65676886,0.4308896,1.4451754,-0.2597491
-0.33133066,0.24511914,1.6519957,0.75187194,0.3193046,1.2280828,0.28664762,0.0906057
-0.22755553,0.31791812,1.6421897,0.97383124,0.71444297,1.2985827,0.027070552,0.13590074
-0.7182443,0.02716642,1.5372415,0.14508264,-0.90644884,0.9476314,1.1371709,-0.1202151
-0.5265523,0.11034608,1.6695184,0.320144,-0.49597716,1.1553203,0.7662182,0.015188824
-0.45807943,0.21085335,1.7107737,0.46986973,-0.21445328,1.1495498,0.66769207,-0.003570616
-0.69729984,0.03148518,1.5898243,0.16162552,-0.7203801,0.8129652,1.1532509,-0.13200939
-1.398285,-3.1138468,-0.87436223,-2.7263925,0.83374894,-2.1097627,0.97379535,-0.8553393
0.4767583,-0.20544386,2.5529468,-1.498459,-1.3922148,0.43794844,2.7050724,1.2605566
0.20880872,-0.45666578,2.415942,-1.6696936,-1.0478058,-0.6898809,3.3373528,1.0108167
-0.26777372,-1.2067512,1.6832179,-1.7859554,-0.4215207,-2.26885,3.8247182,0.8723991
-0.53482413,-2.138097,0.51653713,-1.4977036,0.3548288,-2.8335848,3.145671,1.2338462
-0.6472036,-2.6046755,-0.048541784,-1.3520215,0.75597,-3.0741425,2.761912,1.4404825
-0.92016554,-3.773223,-1.7219439,-1.0448334,0.5538358,-2.3897493,1.3504441,2.2108157
-1.1189389,-4.8540707,-3.2186353,-0.73464173,0.50593364,-1.7407868,-0.048925698,2.9702718
-0.58225226,-2.4003217,0.41820678,-2.0509415,3.264862,-2.6828802,2.5857089,-0.5426321
-0.91744596,-2.9728153,-0.35383308,-2.1420422,2.8811812,-2.8608797,2.535553,-0.42857558
-1.0069565,-3.231507,-0.7767321,-1.9914016,3.093258,-2.9594114,2.2860992,-0.32926804
-1.7659528,-2.7007167,-1.4067206,-0.8416254,1.2888354,-2.942538,1.5289276,-0.59772825
-1.1579543,-2.253554,0.47377253,-3.0246375,0.97093433,-2.596137,2.0165567,-1.3872788
0.32493,1.3416376,-0.3706162,0.19762689,0.3954534,2.1385307,-0.64674485,-1.7328804
-0.95283633,0.06751766,1.4770685,-0.14026047,-1.8001229,0.9438624,1.7052745,-0.34302196
-1.3571467,0.71818215,-0.12180035,1.3056216,-2.1228435,1.7727835,1.3988913,-0.98822576
-1.6858732,1.4729011,-1.561246,2.8323019,-2.0705168,2.4166744,1.1131816,-1.6835395
-1.7544148,1.6176053,-2.0777245,3.27399,-2.262183,2.9471676,0.7892857,-1.7429582
-1.6083626,2.1454964,-4.594171,5.9632587,-1.7160202,5.925862,-2.1595802,-1.4331881
-1.7672577,2.9893599,-5.966177,7.681308,-1.3701067,6.8697104,-2.8311193,-1.9976137
-0.423466,-0.59361833,3.0656202,-1.4400182,-1.2147013,0.339566,1.6411613,0.45537648
-1.2667875,0.7354647,0.08310623,1.3891857,-1.3418418,1.2329423,1.4412867,-1.0302029
-1.6121497,1.5275675,-1.6280743,3.096642,-1.5503435,2.339574,0.8927627,-1.6774621
-1.5321933,1.9358649,-3.988779,5.4945455,-1.1393775,4.9924707,-1.7393777,-1.3968648
-1.7080319,2.7784863,-5.430151,7.2519913,-0.81792116,5.9734025,-2.4375288,-1.9669542
-0.34596568,-0.5904315,3.0585532,-1.2629428,-0.70801455,0.20460224,1.454786,0.49107218
-1.1397479,0.6906217,0.21205093,1.5466293,-0.42534834,0.7726819,1.2818311,-0.9810058
-1.4061061,1.2656177,-0.729083,2.5090003,-0.6522262,1.2542378,1.2515333,-1.526183
-1.5231404,1.4307915,-1.2586635,2.9248636,-0.92484283,1.7046496,1.0608091,-1.6556367
-1.4446045,1.7664613,-3.4101317,5.0749254,-0.60591555,4.1752033,-1.3747756,-1.358478
-1.7659364,2.5916488,-5.195369,7.009532,-0.26736644,5.0135627,-2.0023046,-2.0609798
-0.280325,-0.68054575,2.9538646,-1.0794152,-0.19582775,0.10152918,1.1668156,0.59195733
-0.6646958,-0.1843941,1.4062198,0.42349446,0.34278566,0.19741198,0.9026777,-0.06312617
-1.0470484,0.4742915,0.1335588,1.712698,0.42327887,0.42165715,0.934661,-0.8125502
-1.2850028,0.95435405,-0.63814527,2.4679472,0.12043807,0.8466112,0.95944065,-1.2762142
-1.4909823,1.1908171,-1.1428653,2.8129885,-0.33299455,1.133563,1.0742266,-1.5622433
-1.3766266,1.5199497,-3.0190513,4.749614,-0.036664017,3.4422362,-1.1767249,-1.2628051
-1.7737966,2.4447465,-5.008567,6.90734,0.44733554,4.157888,-1.7408812,-2.123178
