val_x1tox8_mae,val_x1tox8_rmse,total_val_loss,epoch,step,train_x1tox8_mae,train_x1tox8_rmse,total_train_loss,l1_weight_loss,l2_weight_loss,l1_bias_loss,l2_bias_loss
0.9805135726928711,1.1861259937286377,0.9805135726928711,0,15,,,,,,,
,,,0,15,1.026475429534912,1.261914610862732,1.2620314359664917,0.23555605113506317,0.0,0.0,0.0
0.9594715237617493,1.1565897464752197,0.9594715237617493,1,31,,,,,,,
,,,1,31,0.9991399645805359,1.2233951091766357,1.2295035123825073,0.23036356270313263,0.0,0.0,0.0
0.9406124353408813,1.1310762166976929,0.9406124353408813,2,47,,,,,,,
,,,2,47,0.9757220149040222,1.18828547000885,1.2011122703552246,0.2253904789686203,0.0,0.0,0.0
0.9243499040603638,1.1094967126846313,0.9243499040603638,3,63,,,,,,,
,,,3,63,0.9548488855361938,1.1604338884353638,1.1754049062728882,0.22055597603321075,0.0,0.0,0.0
0.9089430570602417,1.089453935623169,0.9089430570602417,4,79,,,,,,,
,,,4,79,0.936939537525177,1.135600209236145,1.1528152227401733,0.21587586402893066,0.0,0.0,0.0
0.8948795199394226,1.0719966888427734,0.8948795199394226,5,95,,,,,,,
,,,5,95,0.9199854731559753,1.1120936870574951,1.1315826177597046,0.21159720420837402,0.0,0.0,0.0
0.8831174969673157,1.0575313568115234,0.8831174969673157,6,111,,,,,,,
,,,6,111,0.9048999547958374,1.0912365913391113,1.1123428344726562,0.2074427306652069,0.0,0.0,0.0
0.8720296621322632,1.0437461137771606,0.8720296621322632,7,127,,,,,,,
,,,7,127,0.891947865486145,1.0727198123931885,1.095188856124878,0.20324108004570007,0.0,0.0,0.0
0.8626859784126282,1.0323069095611572,0.8626859784126282,8,143,,,,,,,
,,,8,143,0.8801511526107788,1.0578893423080444,1.079319715499878,0.19916856288909912,0.0,0.0,0.0
0.8533926010131836,1.021479606628418,0.8533926010131836,9,159,,,,,,,
,,,9,159,0.8702983856201172,1.0444440841674805,1.0656019449234009,0.19530341029167175,0.0,0.0,0.0
0.8460235595703125,1.0123670101165771,0.8460235595703125,10,175,,,,,,,
,,,10,175,0.8617358207702637,1.033482551574707,1.0532283782958984,0.19149249792099,0.0,0.0,0.0
0.8393447995185852,1.004392385482788,0.8393447995185852,11,191,,,,,,,
,,,11,191,0.8543868064880371,1.0222885608673096,1.0422101020812988,0.18782329559326172,0.0,0.0,0.0
0.8336329460144043,0.9974287152290344,0.8336329460144043,12,207,,,,,,,
,,,12,207,0.8475707769393921,1.0128910541534424,1.0317789316177368,0.18420818448066711,0.0,0.0,0.0
0.8283193707466125,0.991024374961853,0.8283193707466125,13,223,,,,,,,
,,,13,223,0.8414888381958008,1.004887580871582,1.0221866369247437,0.18069787323474884,0.0,0.0,0.0
0.8234136700630188,0.9854457974433899,0.8234136700630188,14,239,,,,,,,
,,,14,239,0.8360533714294434,0.9976431131362915,1.0133187770843506,0.17726550996303558,0.0,0.0,0.0
0.8191882967948914,0.9801453351974487,0.8191882967948914,15,255,,,,,,,
