1.000000000000000000e+00,1.893022265526501935e-02,2.104232120713743492e-02,7.313680619966764045e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.033434240285739419e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.704306202737862375e-01
1.893022265526501935e-02,1.000000000000000000e+00,2.315441975900984703e-02,0.000000000000000000e+00,4.321935600179775683e-02,4.005120817398913347e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.582701107024430925e-02
2.104232120713743492e-02,2.315441975900984703e-02,1.000000000000000000e+00,5.061170093335119746e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.949071541462708682e-02,2.421046903494605482e-02,1.259392699964779691e-02,1.998627193120122714e-02
7.313680619966764045e-03,0.000000000000000000e+00,5.061170093335119746e-02,1.000000000000000000e+00,8.369729895902970965e-03,9.773849643495327155e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.321935600179775683e-02,0.000000000000000000e+00,8.369729895902970965e-03,1.000000000000000000e+00,5.201582068094358878e-03,2.632256758681846692e-02,0.000000000000000000e+00,9.773849643495327155e-04,0.000000000000000000e+00
0.000000000000000000e+00,4.005120817398913347e-02,0.000000000000000000e+00,9.773849643495327155e-04,5.201582068094358878e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.005120817398913347e-02,0.000000000000000000e+00
2.033434240285739419e-03,0.000000000000000000e+00,2.949071541462708682e-02,0.000000000000000000e+00,2.632256758681846692e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.369729895902970965e-03,9.773849643495327155e-04
0.000000000000000000e+00,0.000000000000000000e+00,2.421046903494605482e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.259392699964779691e-02,0.000000000000000000e+00,9.773849643495327155e-04,4.005120817398913347e-02,8.369729895902970965e-03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.704306202737862375e-01,3.582701107024430925e-02,1.998627193120122714e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.773849643495327155e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
