1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.105795360767876157e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.470437724629670179e-02,0.000000000000000000e+00,1.052427563815123840e-01,0.000000000000000000e+00,8.256494680905787087e-01,9.721523455978006156e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.286589098686141963e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.415657838626417642e-01,7.739510197931315227e-02,6.528742615227005330e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.923358823874847606e-02,0.000000000000000000e+00,7.497356681390453248e-02,0.000000000000000000e+00,3.171270833547671919e-01,5.802282065604415923e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.105795360767876157e-01,6.286589098686141963e-02,0.000000000000000000e+00,1.000000000000000000e+00,5.075821515981827903e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.706242058475453127e-01,0.000000000000000000e+00,1.149288970431469048e-01,3.062301751104283820e-01,2.590102393849602058e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.923358823874847606e-02,5.075821515981827903e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.434584813717356022e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.275302822346480236e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.803103465091798197e-01,3.437639701742621345e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.470437724629670179e-02,0.000000000000000000e+00,7.497356681390453248e-02,0.000000000000000000e+00,9.434584813717356022e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.439051790793121566e-02,0.000000000000000000e+00,4.749047017054361559e-03
0.000000000000000000e+00,1.415657838626417642e-01,0.000000000000000000e+00,1.706242058475453127e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.265898751626133523e-01,4.712591241170533546e-02,0.000000000000000000e+00
1.052427563815123840e-01,7.739510197931315227e-02,3.171270833547671919e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.803103465091798197e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.649819373497435626e-02,0.000000000000000000e+00,8.102740472742610278e-02
0.000000000000000000e+00,6.528742615227005330e-02,5.802282065604415923e-02,1.149288970431469048e-01,0.000000000000000000e+00,3.437639701742621345e-01,5.439051790793121566e-02,5.265898751626133523e-01,6.649819373497435626e-02,1.000000000000000000e+00,1.512519245242762711e-01,0.000000000000000000e+00
8.256494680905787087e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.062301751104283820e-01,2.275302822346480236e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.712591241170533546e-02,0.000000000000000000e+00,1.512519245242762711e-01,1.000000000000000000e+00,8.353356087522132434e-01
9.721523455978006156e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.590102393849602058e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.749047017054361559e-03,0.000000000000000000e+00,8.102740472742610278e-02,0.000000000000000000e+00,8.353356087522132434e-01,1.000000000000000000e+00
