6.887458562850952148e-01,-1.012071967124938965e+00
6.723469495773315430e-01,-9.880888462066650391e-01
6.559479236602783203e-01,-9.641055464744567871e-01
6.395487785339355469e-01,-9.401223063468933105e-01
6.231498718261718750e-01,-9.161391258239746094e-01
6.067507266998291016e-01,-8.921558856964111328e-01
5.903518795967102051e-01,-8.681727647781372070e-01
5.739528536796569824e-01,-8.441894650459289551e-01
5.575536489486694336e-01,-8.202061653137207031e-01
5.411548018455505371e-01,-7.962230443954467773e-01
5.247557759284973145e-01,-7.722398042678833008e-01
5.083567500114440918e-01,-7.482565641403198242e-01
4.919577240943908691e-01,-7.242732644081115723e-01
4.755586385726928711e-01,-7.002900242805480957e-01
4.591597020626068115e-01,-6.763067841529846191e-01
4.427606463432312012e-01,-6.523234844207763672e-01
4.263616800308227539e-01,-6.283403635025024414e-01
4.099625945091247559e-01,-6.043570637702941895e-01
3.935636281967163086e-01,-5.803738832473754883e-01
3.771644830703735352e-01,-5.563905239105224609e-01
3.607655167579650879e-01,-5.324073433876037598e-01
3.443666100502014160e-01,-5.084242224693298340e-01
3.279675841331481934e-01,-4.844410121440887451e-01
3.115684688091278076e-01,-4.604575932025909424e-01
2.951695024967193604e-01,-4.364744126796722412e-01
2.787705361843109131e-01,-4.124912917613983154e-01
2.623713910579681396e-01,-3.885078430175781250e-01
2.459724247455596924e-01,-3.645246922969818115e-01
2.295734584331512451e-01,-3.405415713787078857e-01
2.131744921207427979e-01,-3.165583610534667969e-01
1.967753767967224121e-01,-2.925750017166137695e-01
1.803763806819915771e-01,-2.685918211936950684e-01
1.639774143695831299e-01,-2.446086406707763672e-01
1.475782990455627441e-01,-2.206252515316009521e-01
1.311793327331542969e-01,-1.966420710086822510e-01
1.147803366184234619e-01,-1.726588904857635498e-01
9.838120639324188232e-02,-1.486755013465881348e-01
8.198223263025283813e-02,-1.246923282742500305e-01
6.558326631784439087e-02,-1.007091552019119263e-01
4.918430373072624207e-02,-7.672599703073501587e-02
3.278516232967376709e-02,-5.274258553981781006e-02
1.638620160520076752e-02,-2.875942178070545197e-02
-1.276936382055282593e-05,-4.776256158947944641e-03
-1.641190052032470703e-02,1.920714974403381348e-02
-3.281087428331375122e-02,4.319031536579132080e-02
-4.920983314514160156e-02,6.717348098754882812e-02
-6.560897827148437500e-02,9.115689247846603394e-02
-8.200793713331222534e-02,1.151400506496429443e-01
-9.840690344572067261e-02,1.391232162714004517e-01
-1.148058772087097168e-01,1.631063818931579590e-01
-1.312050074338912964e-01,1.870897710323333740e-01
-1.476039886474609375e-01,2.110729515552520752e-01
-1.640029549598693848e-01,2.350561320781707764e-01
-1.804020702838897705e-01,2.590395212173461914e-01
-1.968010663986206055e-01,2.830227017402648926e-01
-2.132000327110290527e-01,3.070058822631835938e-01
-2.295991480350494385e-01,3.309892416000366211e-01
-2.459981143474578857e-01,3.549724519252777100e-01
-2.623970806598663330e-01,3.789555728435516357e-01
-2.787960469722747803e-01,4.029387235641479492e-01
-2.951951920986175537e-01,4.269221723079681396e-01
-3.115941584110260010e-01,4.509052932262420654e-01
-3.279931247234344482e-01,4.748884737491607666e-01
-3.443922400474548340e-01,4.988718926906585693e-01
-3.607912659645080566e-01,5.228551030158996582e-01
-3.771901726722717285e-01,5.468382239341735840e-01
-3.935891389846801758e-01,5.708214044570922852e-01
-4.099882841110229492e-01,5.948047637939453125e-01
-4.263872504234313965e-01,6.187879443168640137e-01
-4.427862465381622314e-01,6.427710652351379395e-01
-4.591853916645050049e-01,6.667545437812805176e-01
-4.755843579769134521e-01,6.907376646995544434e-01
-4.919832944869995117e-01,7.147209048271179199e-01
-5.083824396133422852e-01,7.387042045593261719e-01
-5.247814059257507324e-01,7.626874446868896484e-01
-5.411804318428039551e-01,7.866706848144531250e-01
-5.575793385505676270e-01,8.106536865234375000e-01
-5.739784836769104004e-01,8.346372246742248535e-01
-5.903775095939636230e-01,8.586203455924987793e-01
-6.067764163017272949e-01,8.826035261154174805e-01
-6.231755018234252930e-01,9.065868854522705078e-01
-6.395745277404785156e-01,9.305700063705444336e-01
-6.559734344482421875e-01,9.545531868934631348e-01
-6.723726987838745117e-01,9.785366654396057129e-01
-6.887716054916381836e-01,1.002519726753234863e+00
-7.051705121994018555e-01,1.026502966880798340e+00
-7.215695381164550781e-01,1.050486207008361816e+00
-7.379686236381530762e-01,1.074469566345214844e+00
-7.543676495552062988e-01,1.098452687263488770e+00
-7.707665562629699707e-01,1.122435927391052246e+00
-7.871656417846679688e-01,1.146419286727905273e+00
-8.035646677017211914e-01,1.170402526855468750e+00
-8.199636936187744141e-01,1.194385647773742676e+00
-8.363626599311828613e-01,1.218368768692016602e+00
-8.527616858482360840e-01,1.242352247238159180e+00
-8.691607713699340820e-01,1.266335368156433105e+00
-8.855596780776977539e-01,1.290318608283996582e+00
-9.019588828086853027e-01,1.314301848411560059e+00
-9.183577299118041992e-01,1.338285088539123535e+00
-9.347566962242126465e-01,1.362268328666687012e+00
-9.511559605598449707e-01,1.386251688003540039e+00
-9.675548076629638672e-01,1.410234570503234863e+00
-9.839538335800170898e-01,1.434218168258666992e+00
-1.000352978706359863e+00,1.458201408386230469e+00
-1.016751646995544434e+00,1.482184410095214844e+00
-1.033150911331176758e+00,1.506167769432067871e+00
-1.049550056457519531e+00,1.530151247978210449e+00
-1.065948963165283203e+00,1.554134130477905273e+00
-1.082347869873046875e+00,1.578117370605468750e+00
-1.098747014999389648e+00,1.602100849151611328e+00
-1.115145921707153320e+00,1.626083850860595703e+00
-1.131545186042785645e+00,1.650067090988159180e+00
-1.147944331169128418e+00,1.674050688743591309e+00
-1.164342999458312988e+00,1.698033690452575684e+00
-1.180742025375366211e+00,1.722016930580139160e+00
-1.197140812873840332e+00,1.745999813079833984e+00
-1.213540077209472656e+00,1.769983410835266113e+00
-1.229939222335815430e+00,1.793966770172119141e+00
-1.246338009834289551e+00,1.817949652671813965e+00
-1.262737154960632324e+00,1.841933131217956543e+00
-1.279136300086975098e+00,1.865916371345520020e+00
-1.295535087585449219e+00,1.889899492263793945e+00
-1.311934232711791992e+00,1.913882732391357422e+00
-1.328333258628845215e+00,1.937866210937500000e+00
-1.344732165336608887e+00,1.961849212646484375e+00
-1.361131310462951660e+00,1.985832571983337402e+00
-1.377530455589294434e+00,2.009815692901611328e+00
-1.393929362297058105e+00,2.033798694610595703e+00
-1.410328388214111328e+00,2.057782173156738281e+00
-1.426727414131164551e+00,2.081765651702880859e+00
-1.443126201629638672e+00,2.105748653411865234e+00
-1.459525346755981445e+00,2.129731893539428711e+00
-1.475924611091613770e+00,2.153715372085571289e+00
-1.492323398590087891e+00,2.177698135375976562e+00
-1.508722424507141113e+00,2.201681852340698242e+00
-1.525121331214904785e+00,2.225664615631103516e+00
-1.541520595550537109e+00,2.249648094177246094e+00
-1.557919502258300781e+00,2.273631334304809570e+00
-1.574318289756774902e+00,2.297614336013793945e+00
-1.590717434883117676e+00,2.321597814559936523e+00
-1.607116699218750000e+00,2.345581293106079102e+00
-1.623515486717224121e+00,2.369564294815063477e+00
-1.639914631843566895e+00,2.393547534942626953e+00
