1.623489975929260254e+00,-2.379116535186767578e+00
1.607090950012207031e+00,-2.355133295059204102e+00
1.590691924095153809e+00,-2.331149816513061523e+00
1.574292778968811035e+00,-2.307166814804077148e+00
1.557893753051757812e+00,-2.283183574676513672e+00
1.541494727134704590e+00,-2.259200334548950195e+00
1.525095939636230469e+00,-2.235217094421386719e+00
1.508696794509887695e+00,-2.211233854293823242e+00
1.492297768592834473e+00,-2.187250852584838867e+00
1.475898742675781250e+00,-2.163267135620117188e+00
1.459499835968017578e+00,-2.139284133911132812e+00
1.443100690841674805e+00,-2.115300893783569336e+00
1.426701545715332031e+00,-2.091317653656005859e+00
1.410302519798278809e+00,-2.067334175109863281e+00
1.393903732299804688e+00,-2.043351173400878906e+00
1.377504706382751465e+00,-2.019367694854736328e+00
1.361105680465698242e+00,-1.995384693145751953e+00
1.344706654548645020e+00,-1.971401572227478027e+00
1.328307509422302246e+00,-1.947418212890625000e+00
1.311908483505249023e+00,-1.923434972763061523e+00
1.295509576797485352e+00,-1.899451732635498047e+00
1.279110431671142578e+00,-1.875468611717224121e+00
1.262711644172668457e+00,-1.851485371589660645e+00
1.246312499046325684e+00,-1.827502131462097168e+00
1.229913473129272461e+00,-1.803518891334533691e+00
1.213514566421508789e+00,-1.779535651206970215e+00
1.197115421295166016e+00,-1.755552411079406738e+00
1.180716395378112793e+00,-1.731569290161132812e+00
1.164317369461059570e+00,-1.707585930824279785e+00
1.147918343544006348e+00,-1.683602690696716309e+00
1.131519317626953125e+00,-1.659619331359863281e+00
1.115120291709899902e+00,-1.635636091232299805e+00
1.098721385002136230e+00,-1.611652970314025879e+00
1.082322239875793457e+00,-1.587669610977172852e+00
1.065923213958740234e+00,-1.563686370849609375e+00
1.049524307250976562e+00,-1.539703130722045898e+00
1.033125400543212891e+00,-1.515720009803771973e+00
1.016726255416870117e+00,-1.491736769676208496e+00
1.000327229499816895e+00,-1.467753529548645020e+00
9.839282631874084473e-01,-1.443770408630371094e+00
9.675291776657104492e-01,-1.419787168502807617e+00
9.511302113533020020e-01,-1.395803928375244141e+00
9.347311854362487793e-01,-1.371820569038391113e+00
9.183322191238403320e-01,-1.347837448120117188e+00
9.019330739974975586e-01,-1.323854088783264160e+00
8.855341076850891113e-01,-1.299870848655700684e+00
8.691352009773254395e-01,-1.275887727737426758e+00
8.527361154556274414e-01,-1.251904368400573730e+00
8.363370299339294434e-01,-1.227921247482299805e+00
8.199381828308105469e-01,-1.203937888145446777e+00
8.035390377044677734e-01,-1.179954648017883301e+00
7.871400117874145508e-01,-1.155971527099609375e+00
7.707409262657165527e-01,-1.131988286972045898e+00
7.543420195579528809e-01,-1.108005046844482422e+00
7.379429936408996582e-01,-1.084021687507629395e+00
7.215439081192016602e-01,-1.060038447380065918e+00
7.051449418067932129e-01,-1.036055326461791992e+00
