UMAP1,UMAP2,Predicted Binding Energy,True Binding Energy
1.7491286993026733,9.287635803222656,32.4210319519043,41.31
2.125258684158325,7.847166061401367,33.16141891479492,41.2
2.9571964740753174,9.521163940429688,40.89790725708008,41.03
1.3432960510253906,7.8835649490356445,33.94230651855469,40.97
1.643000602722168,7.52717399597168,35.95854187011719,40.66
2.1335973739624023,9.455875396728516,40.745784759521484,40.59
1.470582365989685,8.648967742919922,31.91364288330078,40.36
1.313690185546875,8.172133445739746,33.1929817199707,40.27
1.6185599565505981,7.939433574676514,32.733055114746094,39.86
2.201464891433716,9.965536117553711,40.02409744262695,39.52
1.9599437713623047,7.680887222290039,37.66755676269531,39.25
1.5023281574249268,7.77924919128418,35.063533782958984,39.24
1.9388223886489868,9.127113342285156,34.40610885620117,38.38
1.7437678575515747,8.051203727722168,36.59345626831055,38.32
2.581031322479248,8.272331237792969,39.01523971557617,38.29
1.9276810884475708,7.914236068725586,35.25417709350586,38.2
1.2850573062896729,8.807304382324219,31.08963394165039,38.1
1.7381666898727417,7.485743045806885,33.65719223022461,37.88
3.2290072441101074,9.978087425231934,41.80375289916992,37.85
1.3704447746276855,9.273283004760742,33.47294235229492,37.83
3.2145590782165527,9.606261253356934,42.79705810546875,37.79
2.32606840133667,7.904501438140869,33.762516021728516,37.77
2.167651653289795,8.248557090759277,37.82735061645508,37.68
2.633213758468628,8.738728523254395,40.14334487915039,37.61
2.1895322799682617,7.3932881355285645,33.68990707397461,37.58
2.450662851333618,10.24740219116211,41.86375427246094,37.49
1.7682491540908813,9.641154289245605,37.8504753112793,37.49
2.36977219581604,9.884657859802246,36.20085144042969,37.34
2.635422706604004,10.430218696594238,43.56428527832031,37.2
3.0596392154693604,9.719695091247559,39.95091247558594,37.15
2.5105085372924805,9.612739562988281,42.77016830444336,37.14
2.1681172847747803,8.68137264251709,38.89487075805664,37.08
2.0487968921661377,7.491283416748047,36.324832916259766,37.0
1.5004117488861084,9.545585632324219,35.57036590576172,36.95
2.4617397785186768,7.486667633056641,33.81480026245117,36.87
2.2861807346343994,7.99635648727417,35.98988723754883,36.83
1.2990189790725708,10.018091201782227,33.15285110473633,36.74
1.2531448602676392,9.47678279876709,32.304168701171875,36.73
3.2852604389190674,10.280839920043945,43.473445892333984,36.45
2.1246418952941895,10.351377487182617,38.66512680053711,36.41
2.537665367126465,7.711006164550781,36.58389663696289,36.41
2.747262716293335,9.922065734863281,44.32500076293945,36.37
3.0058462619781494,10.058570861816406,38.26972961425781,36.32
2.0994443893432617,9.657015800476074,34.324737548828125,36.1
2.1169021129608154,10.554039001464844,38.130062103271484,36.03
3.3465847969055176,9.883247375488281,44.25590515136719,36.0
3.4940574169158936,10.09894847869873,45.662532806396484,35.99
2.903881549835205,10.35459041595459,37.494510650634766,35.97
2.374488353729248,10.551580429077148,40.681556701660156,35.64
1.8398371934890747,9.929516792297363,32.301841735839844,35.6
3.1463353633880615,10.252019882202148,40.39472579956055,35.3
2.8502132892608643,10.192091941833496,45.785465240478516,34.31
2.2982616424560547,9.317224502563477,36.76090621948242,34.29
1.79481840133667,10.295361518859863,31.406557083129883,33.83
1.283352255821228,9.880941390991211,33.94611740112305,33.76
1.5335346460342407,10.1864595413208,33.69118881225586,33.72
1.4820410013198853,10.082367897033691,35.704959869384766,32.75
2.7089295387268066,9.387660026550293,39.20661163330078,32.19
1.4618805646896362,10.322465896606445,32.83586883544922,31.76
1.9749242067337036,10.191020965576172,33.02224349975586,29.99
6.247119426727295,5.547725677490234,13.965337753295898,22.95
7.3272786140441895,6.148814678192139,13.803080558776855,22.26
5.19736385345459,5.090992450714111,15.281115531921387,22.17
6.373820781707764,7.248769283294678,16.48423957824707,22.12
6.689505577087402,7.121443748474121,14.305760383605957,21.92
6.77865743637085,9.152351379394531,21.576711654663086,21.92
6.348762512207031,8.530882835388184,21.996328353881836,21.91
5.197264671325684,5.311903953552246,16.3892879486084,21.57
3.898693323135376,5.51718282699585,15.592395782470703,21.5
4.7767767906188965,5.388044357299805,15.51711654663086,21.46
4.2768731117248535,5.342781066894531,14.631766319274902,21.43
7.4456377029418945,8.380393028259277,21.166227340698242,21.23
4.4707794189453125,5.198770523071289,14.227683067321777,21.2
6.559736728668213,9.309954643249512,23.392675399780273,20.98
3.5136263370513916,5.3816142082214355,14.522942543029785,20.85
7.017660617828369,9.587104797363281,22.961557388305664,20.85
3.4771244525909424,5.6569037437438965,16.797574996948242,20.81
5.929488658905029,5.313994407653809,13.85010814666748,20.71
6.8080220222473145,8.494245529174805,24.305818557739258,20.69
2.759256362915039,5.411595821380615,14.604754447937012,20.6
3.114396333694458,5.39275598526001,14.372267723083496,20.54
7.609228134155273,9.392461776733398,20.470483779907227,20.49
3.950468063354492,6.295159816741943,18.68071174621582,20.48
7.689537525177002,8.766565322875977,23.42587661743164,20.47
8.132204055786133,8.5162935256958,19.865488052368164,20.46
4.564956188201904,5.637946605682373,17.541799545288086,20.44
4.189566612243652,5.890710830688477,18.937074661254883,20.34
6.859015941619873,9.775493621826172,24.9647274017334,20.26
8.275408744812012,6.615274429321289,13.92766284942627,20.08
3.403970956802368,6.2594523429870605,19.33155632019043,20.03
7.6037821769714355,9.66411304473877,22.36600112915039,19.99
4.401528358459473,5.799185276031494,16.76439094543457,19.96
6.5503973960876465,7.954833507537842,22.408308029174805,19.96
2.921391010284424,5.58065938949585,14.488139152526855,19.93
7.8648295402526855,7.813678741455078,14.80893611907959,19.91
7.112360954284668,9.005776405334473,26.462682723999023,19.73
3.380692481994629,5.606478691101074,16.249149322509766,19.67
4.468502521514893,6.784398555755615,20.108625411987305,19.61
7.23390531539917,9.992949485778809,24.818098068237305,19.56
7.20450496673584,6.803388595581055,17.79105567932129,19.54
6.811404228210449,6.373301982879639,15.544180870056152,19.46
8.39382553100586,8.495772361755371,19.57206916809082,19.14
2.9019100666046143,5.786413192749023,16.736600875854492,19.07
7.246879577636719,7.334608554840088,20.02448844909668,19.06
7.95958137512207,9.483798027038574,20.04588508605957,18.8
6.958034992218018,7.794118404388428,16.5325870513916,18.74
7.169904708862305,10.050116539001465,26.303571701049805,18.57
8.04934024810791,8.779026985168457,22.447423934936523,18.42
8.593194961547852,6.842527866363525,13.810966491699219,18.39
