HD1_l1,HD1_l2,HD1_l3,HD1_l4,HD1_l5,HD1_l6,HD1_l7,HD1_l8,HD1_l9,HD1_l10,A_ion_K,A_ion_Rb,A_ion_Cs,A_ion_MA,A_ion_FA,B_ion_Ca,B_ion_Sr,B_ion_Ba,B_ion_Ge,B_ion_Sn,B_ion_Pb,X_ion_Cl,X_ion_Br,X_ion_I,Pred_Bandgap
0.07784669,-1.0,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.00018778065,0.00022717235,0.009044867,0.00018883841,0.99035126,0.0026618307,0.0015886986,0.002162055,0.0014398574,0.021973865,0.9701736,0.0025928165,0.99609405,0.0013131755,1.9694195
0.07784669,-0.99,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.0001877859,0.00022715727,0.009045409,0.0001888437,0.99035066,0.00267703,0.0015932001,0.0021740315,0.0014554849,0.022027176,0.9700731,0.0028663112,0.99580956,0.0013240462,1.9711797
0.07784669,-0.98,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.0001877912,0.0002271422,0.009045953,0.00018884901,0.9903502,0.0026923155,0.0015977132,0.0021860718,0.0014712812,0.022080606,0.969972,0.003168565,0.9954965,0.001334967,1.9729397
0.07784669,-0.97,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.00018779628,0.00022712714,0.009046487,0.00018885413,0.99034965,0.0027076842,0.0016022384,0.0021981774,0.0014872472,0.022134146,0.9698704,0.0035025752,0.9951514,0.0013459345,1.9747
0.07784669,-0.96,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.00018780156,0.00022711209,0.0090470305,0.00018885944,0.9903492,0.0027231413,0.001606776,0.0022103488,0.0015033862,0.022187809,0.9697686,0.0038716635,0.9947713,0.0013569455,1.9764597
0.07784669,-0.95,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.00018780686,0.00022709725,0.009047573,0.00018886475,0.9903487,0.0027386858,0.0016113252,0.0022225867,0.0015197006,0.02224159,0.969666,0.0042794715,0.99435246,0.0013679917,1.97822
0.07784669,-0.94,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.00018781229,0.00022708238,0.0090481285,0.00018887021,0.9903481,0.0027543171,0.0016158868,0.0022348927,0.0015361906,0.022295501,0.9695631,0.004730037,0.9938909,0.0013790684,1.9800053
0.07784669,-0.93,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.00018781738,0.0002270671,0.009048663,0.00018887533,0.9903475,0.0027700362,0.0016204605,0.0022472648,0.0015528584,0.022349522,0.96945983,0.005227786,0.9933821,0.0013901689,1.9840279
0.07784669,-0.92,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.00018782249,0.00022705185,0.009049199,0.00018888048,0.9903471,0.002785842,0.0016250463,0.0022597031,0.001569706,0.02240366,0.969356,0.0057776105,0.99282104,0.0014012847,1.9884198
0.07784669,-0.91,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,0.9834179,0.00018782793,0.00022703719,0.009049755,0.00018888596,0.9903465,0.0028017377,0.0016296434,0.00227221,0.0015867357,0.022457913,0.9692517,0.006384889,0.99220276,0.0014124083,1.9928899
