HD1_l1,HD1_l2,HD1_l3,HD1_l4,HD1_l5,HD1_l6,HD1_l7,HD1_l8,HD1_l9,HD1_l10,A_ion_K,A_ion_Rb,A_ion_Cs,A_ion_MA,A_ion_FA,B_ion_Ca,B_ion_Sr,B_ion_Ba,B_ion_Ge,B_ion_Sn,B_ion_Pb,X_ion_Cl,X_ion_Br,X_ion_I,Pred_Bandgap
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-1.0,0.0007871453,0.00023848872,0.47506356,0.0010355521,0.52287525,0.013410906,0.01247188,0.009221453,0.027399696,0.90495527,0.03254073,0.6091962,0.3886711,0.0021327485,0.6092482
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.99,0.0007875615,0.00024027414,0.46930274,0.0010320063,0.52863747,0.013551865,0.012543787,0.009318517,0.02758408,0.9033793,0.033622455,0.60919696,0.38867036,0.0021326658,0.6163471
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.98,0.00078787294,0.00024204102,0.46354958,0.0010283354,0.5343922,0.013693717,0.012615575,0.009416196,0.02776851,0.9017674,0.034738638,0.6091978,0.3886696,0.002132581,0.62344587
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.97,0.0007880793,0.0002437882,0.45780644,0.0010245413,0.5401372,0.013836446,0.012687207,0.009514481,0.027952934,0.90011865,0.035890292,0.60919863,0.38866892,0.0021324977,0.6305448
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.96,0.00078818115,0.00024551558,0.45207387,0.0010206254,0.5458718,0.013980033,0.012758673,0.009613359,0.028137326,0.89843214,0.03707849,0.60919946,0.38866815,0.0021324141,0.6376436
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.95,0.00078817864,0.00024722234,0.44635397,0.0010165893,0.551594,0.014124445,0.012829945,0.009712812,0.028321601,0.896707,0.03830419,0.6092003,0.3886674,0.0021323306,0.64474237
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.94,0.00078807183,0.0002489079,0.44064853,0.0010124361,0.5573021,0.014269658,0.012900983,0.009812814,0.028505698,0.8949423,0.039568502,0.6092011,0.38866666,0.0021322458,0.6518413
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.93,0.0007878606,0.00025057193,0.43495816,0.0010081658,0.56299525,0.014415663,0.012971783,0.009913364,0.028689591,0.8931371,0.04087256,0.6092019,0.38866588,0.0021321625,0.65894014
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.92,0.0007875456,0.00025221377,0.42928487,0.0010037817,0.5686716,0.01456242,0.013042315,0.010014433,0.028873216,0.89129025,0.042217445,0.60920274,0.38866517,0.0021320789,0.66603893
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.91,0.00078712835,0.00025383334,0.42363012,0.0009992856,0.5743296,0.014709903,0.013112538,0.010116006,0.029056486,0.8894007,0.043604292,0.6092036,0.38866445,0.0021319943,0.6731378
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.9,0.00078660756,0.00025542962,0.41799513,0.000994679,0.5799683,0.014858093,0.013182441,0.010218066,0.02923937,0.88746774,0.04503433,0.6092044,0.3886637,0.0021319108,0.6802367
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.89,0.0007859846,0.00025700257,0.41238108,0.0009899652,0.58558595,0.015006945,0.013251989,0.010320586,0.029421791,0.88549,0.046508692,0.60920525,0.38866296,0.0021318274,0.6873356
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.88,0.0007852604,0.0002585514,0.4067899,0.0009851453,0.5911811,0.015156414,0.013321132,0.010423535,0.02960363,0.88346666,0.048028555,0.609206,0.3886622,0.0021317436,0.6944344
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.87,0.00078443583,0.0002600763,0.40122244,0.0009802227,0.5967528,0.015306498,0.013389863,0.010526907,0.029784892,0.88139665,0.049595207,0.60920686,0.38866144,0.0021316602,0.7015333
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.86,0.0007835112,0.00026157644,0.39568052,0.00097519916,0.6022993,0.015457133,0.013458148,0.010630662,0.029965447,0.8792787,0.051209915,0.6092077,0.38866073,0.0021315769,0.7086321
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.85,0.000782487,0.0002630514,0.39016506,0.00097007706,0.6078194,0.015608287,0.013525939,0.010734777,0.030145248,0.8771118,0.052873913,0.6092085,0.38866,0.0021314933,0.71573085
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.84,0.00078136486,0.00026450102,0.38467723,0.00096485816,0.61331207,0.015759924,0.01359322,0.010839227,0.03032421,0.8748949,0.054588553,0.6092093,0.38865924,0.0021314085,0.7228297
0.07784669,0.08697422,-0.5848699,0.79633397,0.4325521,0.16384852,0.8853794,-0.93312305,0.5388192,-0.83,0.00078014476,0.00026592473,0.37921858,0.0009595456,0.6187758,0.015911995,0.013659937,0.01094398,0.03050224,0.8726267,0.056355108,0.60921013,0.3886585,0.0021313252,0.7299285
