val_f1tof4_w_ae1_latent_mae,val_f1tof4_w_ae1_latent_rmse,total_val_loss,epoch,step,train_f1tof4_w_ae1_latent_mae,train_f1tof4_w_ae1_latent_rmse,total_train_loss,l1_weight_loss,l2_weight_loss,l1_bias_loss,l2_bias_loss
,,,32,527,0.009568365290760994,0.012917689979076385,0.010708818212151527,0.0,0.0011404522228986025,0.0,0.0
0.0134041802957654,0.017294127494096756,0.0134041802957654,33,543,,,,,,,
,,,33,543,0.010674134828150272,0.015190966427326202,0.011811021715402603,0.0,0.0011368861887603998,0.0,0.0
0.013839471153914928,0.016826381906867027,0.013839471153914928,34,559,,,,,,,
,,,34,559,0.012371771037578583,0.016321657225489616,0.013509994372725487,0.0,0.0011382225202396512,0.0,0.0
0.011888952925801277,0.014757144264876842,0.011888952925801277,35,575,,,,,,,
,,,35,575,0.013777276501059532,0.01757274568080902,0.01491139642894268,0.0,0.0011341178324073553,0.0,0.0
0.014319369569420815,0.018534082919359207,0.014319369569420815,36,591,,,,,,,
,,,36,591,0.012032990343868732,0.01655643619596958,0.01316401083022356,0.0,0.0011310192057862878,0.0,0.0
0.011264448054134846,0.015478208661079407,0.011264448054134846,37,607,,,,,,,
,,,37,607,0.01395995169878006,0.019008349627256393,0.015088668093085289,0.0,0.001128717209212482,0.0,0.0
0.011647393926978111,0.015638673678040504,0.011647393926978111,38,623,,,,,,,
,,,38,623,0.010965302586555481,0.013992585241794586,0.012091079726815224,0.0,0.0011257774895057082,0.0,0.0
0.010213060304522514,0.013619884848594666,0.010213060304522514,39,639,,,,,,,
,,,39,639,0.010775577276945114,0.014513690955936909,0.011900964193046093,0.0,0.0011253862176090479,0.0,0.0
0.015894070267677307,0.018967876210808754,0.015894070267677307,40,655,,,,,,,
,,,40,655,0.014070737175643444,0.019105399027466774,0.015198037028312683,0.0,0.00112730055116117,0.0,0.0
0.01485324464738369,0.018160749226808548,0.01485324464738369,41,671,,,,,,,
,,,41,671,0.012015092186629772,0.015580910257995129,0.013137188740074635,0.0,0.0011220986489206553,0.0,0.0
0.011003563180565834,0.014074573293328285,0.011003563180565834,42,687,,,,,,,
,,,42,687,0.0133888004347682,0.01733090728521347,0.014509770087897778,0.0,0.0011209703516215086,0.0,0.0
0.010356876067817211,0.013998645357787609,0.010356876067817211,43,703,,,,,,,
,,,43,703,0.011104333214461803,0.014926773495972157,0.012223822996020317,0.0,0.0011194905964657664,0.0,0.0
0.010325854644179344,0.013887166976928711,0.010325854644179344,44,719,,,,,,,
,,,44,719,0.009629295207560062,0.01269608736038208,0.010748875327408314,0.0,0.0011195804690942168,0.0,0.0
0.010267187841236591,0.012429380789399147,0.010267187841236591,45,735,,,,,,,
,,,45,735,0.011419967748224735,0.014646005816757679,0.012537365779280663,0.0,0.0011173996608704329,0.0,0.0
0.008875351399183273,0.011086851358413696,0.008875351399183273,46,751,,,,,,,
,,,46,751,0.011021035723388195,0.01481983345001936,0.01213653851300478,0.0,0.0011155020911246538,0.0,0.0
0.014157237485051155,0.01849818415939808,0.014157237485051155,47,767,,,,,,,
,,,47,767,0.013128233142197132,0.017243273556232452,0.014244718477129936,0.0,0.0011164866155013442,0.0,0.0
0.012774186208844185,0.017131926491856575,0.012774186208844185,48,783,,,,,,,
,,,48,783,0.012299897149205208,0.016273926943540573,0.013415356166660786,0.0,0.0011154605308547616,0.0,0.0
0.009038161486387253,0.01173165999352932,0.009038161486387253,49,799,,,,,,,
,,,49,799,0.013096514157950878,0.01785890758037567,0.014209294691681862,0.0,0.0011127798352390528,0.0,0.0
0.013868644833564758,0.01744743250310421,0.013868644833564758,50,815,,,,,,,
,,,50,815,0.012347439303994179,0.01600527949631214,0.01345927082002163,0.0,0.0011118309339508414,0.0,0.0
0.011677755042910576,0.01569223217666149,0.011677755042910576,51,831,,,,,,,
,,,51,831,0.014334721490740776,0.018314380198717117,0.01544277649372816,0.0,0.001108055468648672,0.0,0.0
0.01127573661506176,0.013930723071098328,0.01127573661506176,52,847,,,,,,,
,,,52,847,0.014450229704380035,0.01856536790728569,0.015558515675365925,0.0,0.0011082871351391077,0.0,0.0
0.015184879302978516,0.02208581008017063,0.015184879302978516,53,863,,,,,,,
,,,53,863,0.013795864768326283,0.018105927854776382,0.014904479496181011,0.0,0.0011086142621934414,0.0,0.0
0.016262218356132507,0.022283297032117844,0.016262218356132507,54,879,,,,,,,
,,,54,879,0.014784397557377815,0.01920829527080059,0.0158890001475811,0.0,0.001104604103602469,0.0,0.0
0.009091855026781559,0.012217317707836628,0.009091855026781559,55,895,,,,,,,
,,,55,895,0.012799601070582867,0.016488974913954735,0.013907568529248238,0.0,0.00110796676017344,0.0,0.0
0.01022097934037447,0.013637584634125233,0.01022097934037447,56,911,,,,,,,
,,,56,911,0.010286148637533188,0.013396278023719788,0.011390124447643757,0.0,0.0011039765086025,0.0,0.0
0.011163584887981415,0.014969210140407085,0.011163584887981415,57,927,,,,,,,
,,,57,927,0.00995367206633091,0.013950696215033531,0.011055183596909046,0.0,0.0011015088530257344,0.0,0.0
0.011964335106313229,0.01581517979502678,0.011964335106313229,58,943,,,,,,,
,,,58,943,0.012199336662888527,0.016221120953559875,0.013296919874846935,0.0,0.0010975835612043738,0.0,0.0
0.01402752660214901,0.0169377438724041,0.01402752660214901,59,959,,,,,,,
,,,59,959,0.011547700501978397,0.014838634058833122,0.012646162882447243,0.0,0.001098461914807558,0.0,0.0
0.013394231908023357,0.01653849333524704,0.013394231908023357,60,975,,,,,,,
,,,60,975,0.012966143898665905,0.01684088632464409,0.014060537330806255,0.0,0.0010943918023258448,0.0,0.0
0.014808188192546368,0.018436014652252197,0.014808188192546368,61,991,,,,,,,
,,,61,991,0.013323592953383923,0.017735663801431656,0.014418643899261951,0.0,0.001095050130970776,0.0,0.0
0.010932311415672302,0.014265316538512707,0.010932311415672302,62,1007,,,,,,,
,,,62,1007,0.013545532710850239,0.017415877431631088,0.014639163389801979,0.0,0.0010936284670606256,0.0,0.0
0.012099395506083965,0.01509518176317215,0.012099395506083965,63,1023,,,,,,,
,,,63,1023,0.012824222445487976,0.016618404537439346,0.01391714345663786,0.0,0.0010929217096418142,0.0,0.0
0.008055606856942177,0.010550955310463905,0.008055606856942177,64,1039,,,,,,,
,,,64,1039,0.00993095338344574,0.013247217051684856,0.011024604551494122,0.0,0.0010936511680483818,0.0,0.0
0.013201847672462463,0.017108028754591942,0.013201847672462463,65,1055,,,,,,,
,,,65,1055,0.011180413886904716,0.015415159985423088,0.01227477379143238,0.0,0.001094361417926848,0.0,0.0
0.013492564670741558,0.019742924720048904,0.013492564670741558,66,1071,,,,,,,
,,,66,1071,0.012206324376165867,0.01703404262661934,0.013299730606377125,0.0,0.0010934059973806143,0.0,0.0
0.013896037824451923,0.018707549199461937,0.013896037824451923,67,1087,,,,,,,
,,,67,1087,0.01161829475313425,0.015664126724004745,0.01271017175167799,0.0,0.0010918775806203485,0.0,0.0
0.009799251332879066,0.012786602601408958,0.009799251332879066,68,1103,,,,,,,
,,,68,1103,0.010197753086686134,0.013702472671866417,0.011287572793662548,0.0,0.0010898204054683447,0.0,0.0
0.011270657181739807,0.015306062996387482,0.011270657181739807,69,1119,,,,,,,
,,,69,1119,0.010802083648741245,0.014585748314857483,0.011889425106346607,0.0,0.0010873412247747183,0.0,0.0
0.00997866503894329,0.01294312160462141,0.00997866503894329,70,1135,,,,,,,
,,,70,1135,0.01016156654804945,0.013556788675487041,0.01124921441078186,0.0,0.0010876473970711231,0.0,0.0
0.012448130175471306,0.015992488712072372,0.012448130175471306,71,1151,,,,,,,
,,,71,1151,0.011945152655243874,0.015282189473509789,0.013031375594437122,0.0,0.0010862230556085706,0.0,0.0
0.011154329404234886,0.01376551203429699,0.011154329404234886,72,1167,,,,,,,
,,,72,1167,0.012038656510412693,0.015474537387490273,0.013124224729835987,0.0,0.001085568917915225,0.0,0.0
0.01174832507967949,0.01625736989080906,0.01174832507967949,73,1183,,,,,,,
,,,73,1183,0.010473201051354408,0.013973267748951912,0.011556006968021393,0.0,0.0010828037047758698,0.0,0.0
0.008937409147620201,0.01351937372237444,0.008937409147620201,74,1199,,,,,,,
,,,74,1199,0.009355026297271252,0.012774420902132988,0.010438499972224236,0.0,0.001083473558537662,0.0,0.0
0.009593482129275799,0.011692270636558533,0.009593482129275799,75,1215,,,,,,,
,,,75,1215,0.009695284999907017,0.012967251241207123,0.010779252275824547,0.0,0.00108396727591753,0.0,0.0
0.011956846341490746,0.015943307429552078,0.011956846341490746,76,1231,,,,,,,
,,,76,1231,0.011014046147465706,0.014857267029583454,0.012093538418412209,0.0,0.001079492038115859,0.0,0.0
0.012911858037114143,0.016836415976285934,0.012911858037114143,77,1247,,,,,,,
,,,77,1247,0.01179399061948061,0.016272833570837975,0.012873925268650055,0.0,0.0010799351148307323,0.0,0.0
0.011131800711154938,0.016124775633215904,0.011131800711154938,78,1263,,,,,,,
,,,78,1263,0.012170100584626198,0.01711874082684517,0.013249998912215233,0.0,0.001079897047020495,0.0,0.0
0.008736413903534412,0.010942318476736546,0.008736413903534412,79,1279,,,,,,,
,,,79,1279,0.010076266713440418,0.01380772702395916,0.011155707761645317,0.0,0.0010794404661282897,0.0,0.0
0.013474647887051105,0.017065834254026413,0.013474647887051105,80,1295,,,,,,,
,,,80,1295,0.011301006190478802,0.01470415573567152,0.012379397638142109,0.0,0.0010783921461552382,0.0,0.0
0.010078759863972664,0.013380877673625946,0.010078759863972664,81,1311,,,,,,,
,,,81,1311,0.011937559582293034,0.015363616868853569,0.013014557771384716,0.0,0.0010769995860755444,0.0,0.0
0.01063714548945427,0.01328233815729618,0.01063714548945427,82,1327,,,,,,,
,,,82,1327,0.011293807066977024,0.0157115887850523,0.012370740994811058,0.0,0.0010769327636808157,0.0,0.0
0.00896731298416853,0.011233878321945667,0.00896731298416853,83,1343,,,,,,,
,,,83,1343,0.012059206143021584,0.015324123203754425,0.013132968917489052,0.0,0.0010737627744674683,0.0,0.0
0.01374899409711361,0.01712672971189022,0.01374899409711361,84,1359,,,,,,,
,,,84,1359,0.009700315073132515,0.012943687848746777,0.010774776339530945,0.0,0.0010744627797976136,0.0,0.0
0.013130636885762215,0.01675000786781311,0.013130636885762215,85,1375,,,,,,,
,,,85,1375,0.011949948966503143,0.01606309413909912,0.013023796491324902,0.0,0.0010738474084064364,0.0,0.0
0.011504704132676125,0.015166600234806538,0.011504704132676125,86,1391,,,,,,,
,,,86,1391,0.01195554155856371,0.015787169337272644,0.01302878838032484,0.0,0.0010732469381764531,0.0,0.0
0.013622269034385681,0.017067691311240196,0.013622269034385681,87,1407,,,,,,,
,,,87,1407,0.012001852504909039,0.015914220362901688,0.013074712827801704,0.0,0.001072859624400735,0.0,0.0
0.008732760325074196,0.011770399287343025,0.008732760325074196,88,1423,,,,,,,
,,,88,1423,0.012358834967017174,0.015914853662252426,0.013428020291030407,0.0,0.001069186837412417,0.0,0.0
0.012019219808280468,0.015314090065658092,0.012019219808280468,89,1439,,,,,,,
,,,89,1439,0.01044534146785736,0.013617968186736107,0.011513511650264263,0.0,0.0010681707644835114,0.0,0.0
0.010856985114514828,0.014033868908882141,0.010856985114514828,90,1455,,,,,,,
,,,90,1455,0.013066694140434265,0.016835929825901985,0.014135673642158508,0.0,0.0010689811315387487,0.0,0.0
0.00841369666159153,0.010586502030491829,0.00841369666159153,91,1471,,,,,,,
,,,91,1471,0.00848108809441328,0.01196347363293171,0.009550201706588268,0.0,0.001069114194251597,0.0,0.0
0.009833310730755329,0.012866346165537834,0.009833310730755329,92,1487,,,,,,,
,,,92,1487,0.00946890003979206,0.012113620527088642,0.01053689606487751,0.0,0.0010679953265935183,0.0,0.0
0.010445112362504005,0.013921402394771576,0.010445112362504005,93,1503,,,,,,,
,,,93,1503,0.011672986671328545,0.016220469027757645,0.012740852311253548,0.0,0.0010678647086024284,0.0,0.0
0.01601804420351982,0.0217178575694561,0.01601804420351982,94,1519,,,,,,,
,,,94,1519,0.012926528230309486,0.01651458814740181,0.013993008062243462,0.0,0.001066480646841228,0.0,0.0
0.012473927810788155,0.015774540603160858,0.012473927810788155,95,1535,,,,,,,
,,,95,1535,0.013088660314679146,0.018486524000763893,0.014149511232972145,0.0,0.0010608525481075048,0.0,0.0
0.014677977189421654,0.018949780613183975,0.014677977189421654,96,1551,,,,,,,
,,,96,1551,0.0118816327303648,0.016604240983724594,0.012941827066242695,0.0,0.0010601937538012862,0.0,0.0
0.012462448328733444,0.0174193624407053,0.012462448328733444,97,1567,,,,,,,
,,,97,1567,0.012012509629130363,0.015685634687542915,0.013074035756289959,0.0,0.001061527756974101,0.0,0.0
0.00988351833075285,0.012212028726935387,0.00988351833075285,98,1583,,,,,,,
,,,98,1583,0.01058948878198862,0.01370282657444477,0.011652780696749687,0.0,0.00106329214759171,0.0,0.0
0.014336353167891502,0.019777748733758926,0.014336353167891502,99,1599,,,,,,,
,,,99,1599,0.01191454567015171,0.015692364424467087,0.012977135367691517,0.0,0.0010625902796164155,0.0,0.0
0.008393926545977592,0.010673223063349724,0.008393926545977592,100,1615,,,,,,,
,,,100,1615,0.011441584676504135,0.015666009858250618,0.0125014903023839,0.0,0.0010599035304039717,0.0,0.0
0.011008252389729023,0.01412426121532917,0.011008252389729023,101,1631,,,,,,,
,,,101,1631,0.010595517233014107,0.014900127425789833,0.011657021939754486,0.0,0.0010615045903250575,0.0,0.0
0.011615710332989693,0.015997296199202538,0.011615710332989693,102,1647,,,,,,,
,,,102,1647,0.008996648713946342,0.012347407639026642,0.010056286118924618,0.0,0.0010596361244097352,0.0,0.0
0.00989424716681242,0.013441207818686962,0.00989424716681242,103,1663,,,,,,,
,,,103,1663,0.010034194216132164,0.013143636286258698,0.011093766428530216,0.0,0.0010595726780593395,0.0,0.0
0.012696132063865662,0.01763061061501503,0.012696132063865662,104,1679,,,,,,,
,,,104,1679,0.011083167046308517,0.014689264819025993,0.012139244005084038,0.0,0.001056075794622302,0.0,0.0
0.01151584554463625,0.015910297632217407,0.01151584554463625,105,1695,,,,,,,
,,,105,1695,0.011808846145868301,0.016808990389108658,0.012863412499427795,0.0,0.001054568449035287,0.0,0.0
0.007909564301371574,0.010662669315934181,0.007909564301371574,106,1711,,,,,,,
,,,106,1711,0.010941688902676105,0.014830617234110832,0.011998677626252174,0.0,0.0010569908190518618,0.0,0.0
0.00969717651605606,0.01161869801580906,0.00969717651605606,107,1727,,,,,,,
,,,107,1727,0.009797276929020882,0.013522274792194366,0.010849936865270138,0.0,0.001052660634741187,0.0,0.0
0.011491360142827034,0.015523707494139671,0.011491360142827034,108,1743,,,,,,,
,,,108,1743,0.010548319667577744,0.014171846210956573,0.011601901613175869,0.0,0.001053580897860229,0.0,0.0
0.01621958240866661,0.021562675014138222,0.01621958240866661,109,1759,,,,,,,
,,,109,1759,0.013015545904636383,0.01727844402194023,0.014068378135561943,0.0,0.0010528324637562037,0.0,0.0
0.012453599832952023,0.015416568145155907,0.012453599832952023,110,1775,,,,,,,
,,,110,1775,0.012428486719727516,0.016349706798791885,0.013480313122272491,0.0,0.001051827217452228,0.0,0.0
0.010325881652534008,0.014075221493840218,0.010325881652534008,111,1791,,,,,,,
,,,111,1791,0.010593275539577007,0.013747433200478554,0.011645516380667686,0.0,0.0010522411903366446,0.0,0.0
0.008641958236694336,0.01207415759563446,0.008641958236694336,112,1807,,,,,,,
,,,112,1807,0.010002111084759235,0.013823236338794231,0.011051193810999393,0.0,0.001049082726240158,0.0,0.0
0.010806949809193611,0.014827629551291466,0.010806949809193611,113,1823,,,,,,,
,,,113,1823,0.009896209463477135,0.013718485832214355,0.01094723679125309,0.0,0.001051026745699346,0.0,0.0
0.011085120029747486,0.014962853863835335,0.011085120029747486,114,1839,,,,,,,
,,,114,1839,0.00908149965107441,0.012610705569386482,0.010131731629371643,0.0,0.0010502315126359463,0.0,0.0
0.018954578787088394,0.025272786617279053,0.018954578787088394,115,1855,,,,,,,
,,,115,1855,0.011789445765316486,0.01642969809472561,0.012840555980801582,0.0,0.0010511096334084868,0.0,0.0
0.009043681435286999,0.012064283713698387,0.009043681435286999,116,1871,,,,,,,
,,,116,1871,0.013321715407073498,0.016922403126955032,0.014370515942573547,0.0,0.001048798905685544,0.0,0.0
0.010214538313448429,0.012475362047553062,0.010214538313448429,117,1887,,,,,,,
,,,117,1887,0.009942671284079552,0.01330873928964138,0.010990024544298649,0.0,0.0010473551228642464,0.0,0.0
0.008860459551215172,0.011176432482898235,0.008860459551215172,118,1903,,,,,,,
,,,118,1903,0.01003524474799633,0.013242555782198906,0.011081293225288391,0.0,0.0010460501071065664,0.0,0.0
0.010068153962492943,0.013161269016563892,0.010068153962492943,119,1919,,,,,,,
,,,119,1919,0.011551214382052422,0.01577237993478775,0.012597180902957916,0.0,0.0010459646582603455,0.0,0.0
0.01562022976577282,0.019855137914419174,0.01562022976577282,120,1935,,,,,,,
,,,120,1935,0.01264258660376072,0.016339994966983795,0.01368789840489626,0.0,0.0010453121503815055,0.0,0.0
0.008843646384775639,0.010919018648564816,0.008843646384775639,121,1951,,,,,,,
,,,121,1951,0.012088336981832981,0.015447607263922691,0.013132534921169281,0.0,0.0010441991034895182,0.0,0.0
0.008699355646967888,0.011007285676896572,0.008699355646967888,122,1967,,,,,,,
,,,122,1967,0.010067635215818882,0.013321270234882832,0.011109395883977413,0.0,0.0010417606681585312,0.0,0.0
0.008629617281258106,0.012170474976301193,0.008629617281258106,123,1983,,,,,,,
,,,123,1983,0.009485604241490364,0.012768113985657692,0.01052716001868248,0.0,0.0010415554279461503,0.0,0.0
0.01465653907507658,0.017459306865930557,0.01465653907507658,124,1999,,,,,,,
,,,124,1999,0.010002674534916878,0.013443646021187305,0.011043219827115536,0.0,0.001040544593706727,0.0,0.0
0.013531791977584362,0.016747761517763138,0.013531791977584362,125,2015,,,,,,,
,,,125,2015,0.013016974553465843,0.016944844275712967,0.014057368040084839,0.0,0.0010403930209577084,0.0,0.0
0.011129540391266346,0.015007334761321545,0.011129540391266346,126,2031,,,,,,,
,,,126,2031,0.012224001809954643,0.015872785821557045,0.013265225104987621,0.0,0.0010412223637104034,0.0,0.0
0.011797880753874779,0.01598307676613331,0.011797880753874779,127,2047,,,,,,,
,,,127,2047,0.01268773339688778,0.016945434734225273,0.01373002678155899,0.0,0.001042293617501855,0.0,0.0
0.010868260636925697,0.014997757971286774,0.010868260636925697,128,2063,,,,,,,
,,,128,2063,0.010975572280585766,0.014472690410912037,0.012019864283502102,0.0,0.001044291304424405,0.0,0.0
0.009575922973453999,0.012692627497017384,0.009575922973453999,129,2079,,,,,,,
,,,129,2079,0.011675795540213585,0.015924867242574692,0.01271736342459917,0.0,0.0010415671858936548,0.0,0.0
0.007436217274516821,0.009682363830506802,0.007436217274516821,130,2095,,,,,,,
,,,130,2095,0.008839576505124569,0.012318240478634834,0.00988105870783329,0.0,0.001041482319124043,0.0,0.0
0.009990574792027473,0.012375961989164352,0.009990574792027473,131,2111,,,,,,,
,,,131,2111,0.011553811840713024,0.014863784424960613,0.012593379244208336,0.0,0.0010395693825557828,0.0,0.0
0.012152092531323433,0.015016068704426289,0.012152092531323433,132,2127,,,,,,,
,,,132,2127,0.01087984535843134,0.014214197173714638,0.011917956173419952,0.0,0.001038111513480544,0.0,0.0
0.011930963024497032,0.01574525609612465,0.011930963024497032,133,2143,,,,,,,
,,,133,2143,0.011393392458558083,0.015168937854468822,0.012429534457623959,0.0,0.0010361442109569907,0.0,0.0
0.012409009039402008,0.016720000654459,0.012409009039402008,134,2159,,,,,,,
,,,134,2159,0.01253439299762249,0.016400987282395363,0.013568204827606678,0.0,0.0010338115971535444,0.0,0.0
0.01000953558832407,0.013581772334873676,0.01000953558832407,135,2175,,,,,,,
,,,135,2175,0.01035101618617773,0.013879646547138691,0.011388497427105904,0.0,0.001037481240928173,0.0,0.0
0.009343156591057777,0.01179109513759613,0.009343156591057777,136,2191,,,,,,,
,,,136,2191,0.010565775446593761,0.013965380378067493,0.011603672057390213,0.0,0.001037897658534348,0.0,0.0
0.012205072678625584,0.015435770153999329,0.012205072678625584,137,2207,,,,,,,
,,,137,2207,0.0094328997656703,0.01242857240140438,0.010470042005181313,0.0,0.001037140842527151,0.0,0.0
0.009992217645049095,0.013681787066161633,0.009992217645049095,138,2223,,,,,,,
,,,138,2223,0.009505453519523144,0.01245318166911602,0.010539820417761803,0.0,0.0010343660833314061,0.0,0.0
0.008411827497184277,0.011676983907818794,0.008411827497184277,139,2239,,,,,,,
,,,139,2239,0.00975353829562664,0.01317982841283083,0.010786297731101513,0.0,0.0010327587369829416,0.0,0.0
0.010474356822669506,0.012831086292862892,0.010474356822669506,140,2255,,,,,,,
,,,140,2255,0.009671313688158989,0.012600625865161419,0.010704380460083485,0.0,0.0010330653749406338,0.0,0.0
0.00930614210665226,0.01252928376197815,0.00930614210665226,141,2271,,,,,,,
,,,141,2271,0.009136690758168697,0.011871079914271832,0.01017157081514597,0.0,0.0010348797077313066,0.0,0.0
0.010450576432049274,0.013559308834373951,0.010450576432049274,142,2287,,,,,,,
,,,142,2287,0.009669316001236439,0.013404649682343006,0.010700870305299759,0.0,0.0010315531399101019,0.0,0.0
