val_f1tof4_w_ae1_latent_mae,val_f1tof4_w_ae1_latent_rmse,total_val_loss,epoch,step,train_f1tof4_w_ae1_latent_mae,train_f1tof4_w_ae1_latent_rmse,total_train_loss,l1_weight_loss,l2_weight_loss,l1_bias_loss,l2_bias_loss
0.010517070069909096,0.013026684522628784,0.010517070069909096,143,2303,,,,,,,
,,,143,2303,0.009271213784813881,0.01264470349997282,0.010303758084774017,0.0,0.0010325458133593202,0.0,0.0
0.01242033764719963,0.014863446354866028,0.01242033764719963,144,2319,,,,,,,
,,,144,2319,0.011005854234099388,0.01415862888097763,0.012034960091114044,0.0,0.0010291049256920815,0.0,0.0
0.014761957339942455,0.020394157618284225,0.014761957339942455,145,2335,,,,,,,
,,,145,2335,0.011432945728302002,0.01505088247358799,0.012464642524719238,0.0,0.0010316958650946617,0.0,0.0
0.014299759641289711,0.018194522708654404,0.014299759641289711,146,2351,,,,,,,
,,,146,2351,0.012850791215896606,0.01750878617167473,0.013879626989364624,0.0,0.0010288349585607648,0.0,0.0
0.010321712121367455,0.013850447721779346,0.010321712121367455,147,2367,,,,,,,
,,,147,2367,0.012041214853525162,0.015525540336966515,0.01307431049644947,0.0,0.0010330944787710905,0.0,0.0
0.012285934761166573,0.01545250415802002,0.012285934761166573,148,2383,,,,,,,
,,,148,2383,0.011147141456604004,0.014286008663475513,0.012176676653325558,0.0,0.0010295358952134848,0.0,0.0
0.008848225697875023,0.011024823412299156,0.008848225697875023,149,2399,,,,,,,
,,,149,2399,0.011257973499596119,0.014911478385329247,0.012286541983485222,0.0,0.001028569065965712,0.0,0.0
0.010841306298971176,0.014161750674247742,0.010841306298971176,150,2415,,,,,,,
,,,150,2415,0.010959048755466938,0.014434510841965675,0.011990201659500599,0.0,0.0010311538353562355,0.0,0.0
0.0121231684461236,0.015267367474734783,0.0121231684461236,151,2431,,,,,,,
,,,151,2431,0.010075868107378483,0.013526814989745617,0.01110493578016758,0.0,0.0010290660429745913,0.0,0.0
0.010012517683207989,0.013507291674613953,0.010012517683207989,152,2447,,,,,,,
,,,152,2447,0.010284511372447014,0.013472470454871655,0.011311626061797142,0.0,0.0010271146893501282,0.0,0.0
0.010884100571274757,0.013314837589859962,0.010884100571274757,153,2463,,,,,,,
,,,153,2463,0.010585242882370949,0.014153184369206429,0.011612754315137863,0.0,0.0010275106178596616,0.0,0.0
0.00876004807651043,0.01206393726170063,0.00876004807651043,154,2479,,,,,,,
,,,154,2479,0.011003077030181885,0.014879362657666206,0.012031642720103264,0.0,0.00102856638841331,0.0,0.0
0.008014773018658161,0.011352965608239174,0.008014773018658161,155,2495,,,,,,,
,,,155,2495,0.00829306524246931,0.010970001108944416,0.009321706369519234,0.0,0.0010286412434652448,0.0,0.0
0.010764241218566895,0.01487317867577076,0.010764241218566895,156,2511,,,,,,,
,,,156,2511,0.008796964772045612,0.012292594648897648,0.009826810099184513,0.0,0.0010298454435542226,0.0,0.0
0.009632754139602184,0.01226835697889328,0.009632754139602184,157,2527,,,,,,,
,,,157,2527,0.009307210333645344,0.012973224744200706,0.010335828177630901,0.0,0.0010286185424774885,0.0,0.0
0.0073267011903226376,0.009596047922968864,0.0073267011903226376,158,2543,,,,,,,
,,,158,2543,0.008502286858856678,0.011478129774332047,0.009529892355203629,0.0,0.0010276052635163069,0.0,0.0
0.010896417312324047,0.01455751620233059,0.010896417312324047,159,2559,,,,,,,
,,,159,2559,0.00922679714858532,0.011791299097239971,0.010254820808768272,0.0,0.001028023543767631,0.0,0.0
0.01293087750673294,0.017181694507598877,0.01293087750673294,160,2575,,,,,,,
,,,160,2575,0.011774292215704918,0.015641797333955765,0.01279931515455246,0.0,0.0010250217746943235,0.0,0.0
0.009260917082428932,0.011519999243319035,0.009260917082428932,161,2591,,,,,,,
,,,161,2591,0.010934017598628998,0.014020433649420738,0.011958658695220947,0.0,0.001024641445837915,0.0,0.0
0.012658420018851757,0.01749422401189804,0.012658420018851757,162,2607,,,,,,,
,,,162,2607,0.010757483541965485,0.0144236134365201,0.011781352572143078,0.0,0.0010238690301775932,0.0,0.0
0.009536141529679298,0.011980904266238213,0.009536141529679298,163,2623,,,,,,,
,,,163,2623,0.011116485111415386,0.015116436406970024,0.012138623744249344,0.0,0.0010221393313258886,0.0,0.0
0.008715599775314331,0.01115582138299942,0.008715599775314331,164,2639,,,,,,,
,,,164,2639,0.010037795640528202,0.013561365194618702,0.011061819270253181,0.0,0.0010240243282169104,0.0,0.0
0.00986669585108757,0.013205734081566334,0.00986669585108757,165,2655,,,,,,,
,,,165,2655,0.009767581708729267,0.012937309220433235,0.010789178311824799,0.0,0.0010215954389423132,0.0,0.0
0.011873036623001099,0.016369817778468132,0.011873036623001099,166,2671,,,,,,,
,,,166,2671,0.01221899688243866,0.01594848372042179,0.013238610699772835,0.0,0.0010196153307333589,0.0,0.0
0.009552822448313236,0.012271808460354805,0.009552822448313236,167,2687,,,,,,,
,,,167,2687,0.013475124724209309,0.017836464568972588,0.014492136426270008,0.0,0.0010170136811211705,0.0,0.0
0.008817264810204506,0.011291112750768661,0.008817264810204506,168,2703,,,,,,,
,,,168,2703,0.009656383655965328,0.013054084964096546,0.010671421885490417,0.0,0.0010150378802791238,0.0,0.0
0.008523324504494667,0.010956327430903912,0.008523324504494667,169,2719,,,,,,,
,,,169,2719,0.00955337006598711,0.012381870299577713,0.01057012565433979,0.0,0.0010167558211833239,0.0,0.0
0.009993133135139942,0.01371390838176012,0.009993133135139942,170,2735,,,,,,,
,,,170,2735,0.008615932427346706,0.011917784810066223,0.009634498506784439,0.0,0.0010185649152845144,0.0,0.0
0.007429060526192188,0.009765099734067917,0.007429060526192188,171,2751,,,,,,,
,,,171,2751,0.009047120809555054,0.012491874396800995,0.010064849629998207,0.0,0.001017729053273797,0.0,0.0
0.014619986526668072,0.018173258751630783,0.014619986526668072,172,2767,,,,,,,
,,,172,2767,0.010305190458893776,0.013991251587867737,0.011322750709950924,0.0,0.0010175610659644008,0.0,0.0
0.008104117587208748,0.01157168298959732,0.008104117587208748,173,2783,,,,,,,
,,,173,2783,0.011495677754282951,0.015126639977097511,0.012511895969510078,0.0,0.0010162198450416327,0.0,0.0
0.01020664069801569,0.013783263973891735,0.01020664069801569,174,2799,,,,,,,
,,,174,2799,0.010203124023973942,0.013610521331429482,0.011220622807741165,0.0,0.0010174993658438325,0.0,0.0
0.008628657087683678,0.010431699454784393,0.008628657087683678,175,2815,,,,,,,
,,,175,2815,0.010728249326348305,0.014040346257388592,0.01174558699131012,0.0,0.0010173370828852057,0.0,0.0
0.01208047941327095,0.015538463369011879,0.01208047941327095,176,2831,,,,,,,
,,,176,2831,0.011205107904970646,0.01567993126809597,0.012221423909068108,0.0,0.0010163170518353581,0.0,0.0
0.00897220242768526,0.011278040707111359,0.00897220242768526,177,2847,,,,,,,
,,,177,2847,0.010798148810863495,0.013992145657539368,0.011814049445092678,0.0,0.0010159001685678959,0.0,0.0
0.013665256090462208,0.01869693584740162,0.013665256090462208,178,2863,,,,,,,
,,,178,2863,0.008782944642007351,0.01184953935444355,0.009797883220016956,0.0,0.0010149389272555709,0.0,0.0
0.01113666407763958,0.013903398998081684,0.01113666407763958,179,2879,,,,,,,
,,,179,2879,0.012695522978901863,0.01683102920651436,0.013710210099816322,0.0,0.0010146867716684937,0.0,0.0
0.009608003310859203,0.012026146054267883,0.009608003310859203,180,2895,,,,,,,
,,,180,2895,0.011410312727093697,0.014807591214776039,0.012424720451235771,0.0,0.0010144077241420746,0.0,0.0
0.01673607900738716,0.023241965100169182,0.01673607900738716,181,2911,,,,,,,
,,,181,2911,0.0131129901856184,0.01811954192817211,0.014128513634204865,0.0,0.0010155235650017858,0.0,0.0
0.01447360496968031,0.020083237439393997,0.01447360496968031,182,2927,,,,,,,
,,,182,2927,0.012714846059679985,0.01764233410358429,0.013726606965065002,0.0,0.0010117583442479372,0.0,0.0
0.008081860840320587,0.010686816647648811,0.008081860840320587,183,2943,,,,,,,
,,,183,2943,0.011779117397964,0.016181103885173798,0.012794365175068378,0.0,0.0010152488248422742,0.0,0.0
0.012257734313607216,0.015374111011624336,0.012257734313607216,184,2959,,,,,,,
,,,184,2959,0.009660648182034492,0.012574168853461742,0.010671473108232021,0.0,0.0010108246933668852,0.0,0.0
0.010243808850646019,0.012906752526760101,0.010243808850646019,185,2975,,,,,,,
,,,185,2975,0.011433601379394531,0.014932790771126747,0.012445464730262756,0.0,0.0010118630016222596,0.0,0.0
0.010977251455187798,0.013296173885464668,0.010977251455187798,186,2991,,,,,,,
,,,186,2991,0.009663412347435951,0.013130677863955498,0.010676385834813118,0.0,0.0010129745351150632,0.0,0.0
0.00867538433521986,0.012579813599586487,0.00867538433521986,187,3007,,,,,,,
,,,187,3007,0.009463837370276451,0.01270788162946701,0.010474840179085732,0.0,0.001011001761071384,0.0,0.0
0.010342094115912914,0.01292269118130207,0.010342094115912914,188,3023,,,,,,,
,,,188,3023,0.009013334289193153,0.012556719593703747,0.010025618597865105,0.0,0.0010122837265953422,0.0,0.0
0.009498336352407932,0.012257893569767475,0.009498336352407932,189,3039,,,,,,,
,,,189,3039,0.010289265774190426,0.01367979310452938,0.011300825513899326,0.0,0.0010115583427250385,0.0,0.0
0.01115973200649023,0.014372366480529308,0.01115973200649023,190,3055,,,,,,,
,,,190,3055,0.009296460077166557,0.012569338083267212,0.010305712930858135,0.0,0.001009251456707716,0.0,0.0
0.011883879080414772,0.015614161267876625,0.011883879080414772,191,3071,,,,,,,
,,,191,3071,0.008597904816269875,0.011602090671658516,0.00960560329258442,0.0,0.001007698243483901,0.0,0.0
0.00843830592930317,0.01086713932454586,0.00843830592930317,192,3087,,,,,,,
,,,192,3087,0.008867014199495316,0.011475151404738426,0.009877636097371578,0.0,0.0010106225963681936,0.0,0.0
0.010183490812778473,0.013692271895706654,0.010183490812778473,193,3103,,,,,,,
,,,193,3103,0.009659213945269585,0.012636251747608185,0.01066733617335558,0.0,0.001008122693747282,0.0,0.0
0.00925523228943348,0.012371893040835857,0.00925523228943348,194,3119,,,,,,,
,,,194,3119,0.012041696347296238,0.016369709745049477,0.013047280721366405,0.0,0.0010055862367153168,0.0,0.0
0.009444092400372028,0.012086446397006512,0.009444092400372028,195,3135,,,,,,,
,,,195,3135,0.009557132609188557,0.01317867822945118,0.010562573559582233,0.0,0.001005440833978355,0.0,0.0
0.010107815265655518,0.01244099996984005,0.010107815265655518,196,3151,,,,,,,
,,,196,3151,0.01055816002190113,0.013747362419962883,0.01156570389866829,0.0,0.0010075445752590895,0.0,0.0
0.010677075944840908,0.014089894481003284,0.010677075944840908,197,3167,,,,,,,
,,,197,3167,0.01035638153553009,0.014064542949199677,0.011363625526428223,0.0,0.0010072450386360288,0.0,0.0
0.00799866858869791,0.010259409435093403,0.00799866858869791,198,3183,,,,,,,
,,,198,3183,0.010870556347072124,0.014871194958686829,0.011877905577421188,0.0,0.0010073496960103512,0.0,0.0
0.009032323956489563,0.01233207993209362,0.009032323956489563,199,3199,,,,,,,
,,,199,3199,0.01001333724707365,0.013049441389739513,0.011018922552466393,0.0,0.0010055860038846731,0.0,0.0
0.011344837956130505,0.01645595207810402,0.011344837956130505,200,3215,,,,,,,
,,,200,3215,0.009852953255176544,0.013289818540215492,0.01085672341287136,0.0,0.0010037687607109547,0.0,0.0
0.009518410079181194,0.013173634186387062,0.009518410079181194,201,3231,,,,,,,
,,,201,3231,0.010977983474731445,0.015012930147349834,0.0119832344353199,0.0,0.0010052509605884552,0.0,0.0
0.011719070374965668,0.014660599641501904,0.011719070374965668,202,3247,,,,,,,
,,,202,3247,0.009590305387973785,0.012210795655846596,0.010595597326755524,0.0,0.0010052913567051291,0.0,0.0
0.009583991952240467,0.01249899435788393,0.009583991952240467,203,3263,,,,,,,
,,,203,3263,0.010238638147711754,0.01355830766260624,0.011243484914302826,0.0,0.0010048469994217157,0.0,0.0
0.012063482776284218,0.01484077237546444,0.012063482776284218,204,3279,,,,,,,
,,,204,3279,0.009970962069928646,0.013094475492835045,0.01097695529460907,0.0,0.0010059938067570329,0.0,0.0
0.010760677978396416,0.014650842174887657,0.010760677978396416,205,3295,,,,,,,
,,,205,3295,0.010493454523384571,0.0136001231148839,0.011498773470520973,0.0,0.0010053178993985057,0.0,0.0
0.010293611325323582,0.013298580422997475,0.010293611325323582,206,3311,,,,,,,
,,,206,3311,0.011730966158211231,0.01521957479417324,0.012736281380057335,0.0,0.0010053166188299656,0.0,0.0
0.007951661944389343,0.011363418772816658,0.007951661944389343,207,3327,,,,,,,
,,,207,3327,0.009357371367514133,0.012724037282168865,0.010363118723034859,0.0,0.0010057472391054034,0.0,0.0
0.010372879914939404,0.013246143236756325,0.010372879914939404,208,3343,,,,,,,
,,,208,3343,0.009133752435445786,0.012257738038897514,0.010138324461877346,0.0,0.0010045728413388133,0.0,0.0
0.011214430443942547,0.01480624545365572,0.011214430443942547,209,3359,,,,,,,
,,,209,3359,0.009970998391509056,0.013066381216049194,0.010971959680318832,0.0,0.001000962103717029,0.0,0.0
0.010727080516517162,0.013634157367050648,0.010727080516517162,210,3375,,,,,,,
,,,210,3375,0.012468378059566021,0.016128532588481903,0.013468736782670021,0.0,0.0010003582574427128,0.0,0.0
0.01233564130961895,0.016143344342708588,0.01233564130961895,211,3391,,,,,,,
,,,211,3391,0.00962913129478693,0.013467969372868538,0.010631142184138298,0.0,0.0010020096087828279,0.0,0.0
0.01104818843305111,0.014091995544731617,0.01104818843305111,212,3407,,,,,,,
,,,212,3407,0.010896721854805946,0.014289146289229393,0.011896869167685509,0.0,0.001000146963633597,0.0,0.0
0.011138873174786568,0.01422107219696045,0.011138873174786568,213,3423,,,,,,,
,,,213,3423,0.010983754880726337,0.01531604677438736,0.011983480304479599,0.0,0.0009997263550758362,0.0,0.0
0.011786303482949734,0.013961384072899818,0.011786303482949734,214,3439,,,,,,,
,,,214,3439,0.010131185874342918,0.013656613416969776,0.01113110315054655,0.0,0.0009999190224334598,0.0,0.0
0.008888917043805122,0.012858405709266663,0.008888917043805122,215,3455,,,,,,,
,,,215,3455,0.010385008528828621,0.014060956425964832,0.011383446864783764,0.0,0.0009984404314309359,0.0,0.0
0.011520450003445148,0.014218496158719063,0.011520450003445148,216,3471,,,,,,,
,,,216,3471,0.009420357644557953,0.012616614811122417,0.010420365259051323,0.0,0.0010000067995861173,0.0,0.0
0.010405700653791428,0.013003082945942879,0.010405700653791428,217,3487,,,,,,,
,,,217,3487,0.012077311985194683,0.01588004268705845,0.013074956834316254,0.0,0.0009976460132747889,0.0,0.0
0.014215129427611828,0.01738157495856285,0.014215129427611828,218,3503,,,,,,,
,,,218,3503,0.010505659505724907,0.013412447646260262,0.011505939066410065,0.0,0.0010002796771004796,0.0,0.0
0.00973211508244276,0.012735730037093163,0.00973211508244276,219,3519,,,,,,,
,,,219,3519,0.012462703511118889,0.01629343442618847,0.013462396338582039,0.0,0.0009996932931244373,0.0,0.0
0.008315546438097954,0.011968391947448254,0.008315546438097954,220,3535,,,,,,,
,,,220,3535,0.009455280378460884,0.012682558968663216,0.010452722199261189,0.0,0.0009974432177841663,0.0,0.0
0.01146734319627285,0.013751623220741749,0.01146734319627285,221,3551,,,,,,,
,,,221,3551,0.009661675430834293,0.012825976125895977,0.010658202692866325,0.0,0.0009965256322175264,0.0,0.0
0.011960970237851143,0.015278610400855541,0.011960970237851143,222,3567,,,,,,,
,,,222,3567,0.011791334487497807,0.015177899971604347,0.012790217995643616,0.0,0.0009988828096538782,0.0,0.0
0.011552869342267513,0.014949822798371315,0.011552869342267513,223,3583,,,,,,,
,,,223,3583,0.0118629839271307,0.015974320471286774,0.012860985472798347,0.0,0.0009979993337765336,0.0,0.0
0.012415172532200813,0.016469398513436317,0.012415172532200813,224,3599,,,,,,,
,,,224,3599,0.01600194349884987,0.021191127598285675,0.016996074467897415,0.0,0.0009941301541402936,0.0,0.0
0.011925475671887398,0.014629076234996319,0.011925475671887398,225,3615,,,,,,,
,,,225,3615,0.011507192626595497,0.015376592054963112,0.012502593919634819,0.0,0.0009954007109627128,0.0,0.0
0.010142958723008633,0.01351193804293871,0.010142958723008633,226,3631,,,,,,,
,,,226,3631,0.01030703354626894,0.013307536020874977,0.01130119152367115,0.0,0.000994157511740923,0.0,0.0
0.007827097550034523,0.010524465702474117,0.007827097550034523,227,3647,,,,,,,
,,,227,3647,0.009513108991086483,0.013277252204716206,0.010504993610084057,0.0,0.0009918850846588612,0.0,0.0
0.0093241510912776,0.012295754626393318,0.0093241510912776,228,3663,,,,,,,
,,,228,3663,0.008024513721466064,0.011082349345088005,0.009018990211188793,0.0,0.000994476256892085,0.0,0.0
0.011086856946349144,0.01602165773510933,0.011086856946349144,229,3679,,,,,,,
,,,229,3679,0.009657000191509724,0.013196545653045177,0.010650740936398506,0.0,0.000993741094134748,0.0,0.0
0.009889056906104088,0.012390471063554287,0.009889056906104088,230,3695,,,,,,,
,,,230,3695,0.010532598942518234,0.013664613477885723,0.011525878682732582,0.0,0.0009932804387062788,0.0,0.0
0.009789535775780678,0.012066705152392387,0.009789535775780678,231,3711,,,,,,,
,,,231,3711,0.009819637052714825,0.013095816597342491,0.010812481865286827,0.0,0.0009928434155881405,0.0,0.0
0.007847076281905174,0.010246587917208672,0.007847076281905174,232,3727,,,,,,,
,,,232,3727,0.01007036305963993,0.013460147194564342,0.011064956896007061,0.0,0.0009945959318429232,0.0,0.0
0.009108200669288635,0.011442887596786022,0.009108200669288635,233,3743,,,,,,,
,,,233,3743,0.010439851321280003,0.013391326181590557,0.011428513564169407,0.0,0.000988661777228117,0.0,0.0
0.013698196038603783,0.018345963209867477,0.013698196038603783,234,3759,,,,,,,
,,,234,3759,0.011187153868377209,0.01498856209218502,0.012175677344202995,0.0,0.0009885226609185338,0.0,0.0
0.01672794483602047,0.02089773491024971,0.01672794483602047,235,3775,,,,,,,
,,,235,3775,0.011583897285163403,0.01556279044598341,0.012573689222335815,0.0,0.00098978984169662,0.0,0.0
0.009302477352321148,0.011585747823119164,0.009302477352321148,236,3791,,,,,,,
,,,236,3791,0.01042185164988041,0.013551771640777588,0.011410911567509174,0.0,0.0009890592191368341,0.0,0.0
0.007793821394443512,0.011208521202206612,0.007793821394443512,237,3807,,,,,,,
,,,237,3807,0.01021257322281599,0.0140537079423666,0.011201302520930767,0.0,0.000988729065284133,0.0,0.0
0.008959261700510979,0.012181758880615234,0.008959261700510979,238,3823,,,,,,,
,,,238,3823,0.011317071504890919,0.01462914515286684,0.012307141907513142,0.0,0.000990070286206901,0.0,0.0
0.009337471798062325,0.01195030752569437,0.009337471798062325,239,3839,,,,,,,
,,,239,3839,0.00994768925011158,0.0128445103764534,0.01093464344739914,0.0,0.0009869555942714214,0.0,0.0
0.011016691103577614,0.013344359584152699,0.011016691103577614,240,3855,,,,,,,
,,,240,3855,0.0092384098097682,0.012280790135264397,0.01022600382566452,0.0,0.000987594248726964,0.0,0.0
0.01093203853815794,0.013265393674373627,0.01093203853815794,241,3871,,,,,,,
,,,241,3871,0.009346415288746357,0.012736852280795574,0.010335705243051052,0.0,0.0009892896050587296,0.0,0.0
0.009173679165542126,0.011743937619030476,0.009173679165542126,242,3887,,,,,,,
,,,242,3887,0.009155784733593464,0.012264097109436989,0.01014620903879404,0.0,0.0009904258185997605,0.0,0.0
0.012390950694680214,0.017508717253804207,0.012390950694680214,243,3903,,,,,,,
,,,243,3903,0.009107599034905434,0.012956093065440655,0.010096411220729351,0.0,0.00098881043959409,0.0,0.0
0.013480727560818195,0.018616802990436554,0.013480727560818195,244,3919,,,,,,,
,,,244,3919,0.013330668210983276,0.018915150314569473,0.014323346316814423,0.0,0.0009926774073392153,0.0,0.0
0.009339381009340286,0.012369443662464619,0.009339381009340286,245,3935,,,,,,,
,,,245,3935,0.013207072392106056,0.017739256843924522,0.014196681790053844,0.0,0.0009896099800243974,0.0,0.0
0.009611162357032299,0.012188265100121498,0.009611162357032299,246,3951,,,,,,,
,,,246,3951,0.01020136009901762,0.013691792264580727,0.011189174838364124,0.0,0.000987813575193286,0.0,0.0
0.013449850492179394,0.017856236547231674,0.013449850492179394,247,3967,,,,,,,
,,,247,3967,0.010149987414479256,0.013536548241972923,0.011139052920043468,0.0,0.00098906341008842,0.0,0.0
0.006961720529943705,0.00955849327147007,0.006961720529943705,248,3983,,,,,,,
,,,248,3983,0.009332753717899323,0.012426171451807022,0.01032077707350254,0.0,0.0009880248690024018,0.0,0.0
0.01001523993909359,0.011891466565430164,0.01001523993909359,249,3999,,,,,,,
,,,249,3999,0.008400080725550652,0.011087548919022083,0.009388948790729046,0.0,0.000988868298009038,0.0,0.0
0.012135391123592854,0.015113329514861107,0.012135391123592854,250,4015,,,,,,,
,,,250,4015,0.010284201242029667,0.013515773229300976,0.011271021328866482,0.0,0.0009868209017440677,0.0,0.0
0.010618427768349648,0.01649901643395424,0.010618427768349648,251,4031,,,,,,,
,,,251,4031,0.01120227761566639,0.015496847219765186,0.012190538458526134,0.0,0.0009882607264444232,0.0,0.0
0.008202913217246532,0.012670342810451984,0.008202913217246532,252,4047,,,,,,,
,,,252,4047,0.011496077291667461,0.015469564124941826,0.012483460828661919,0.0,0.0009873835369944572,0.0,0.0
0.011049631051719189,0.015308335423469543,0.011049631051719189,253,4063,,,,,,,
,,,253,4063,0.010900646448135376,0.01506316103041172,0.011887339875102043,0.0,0.00098669552244246,0.0,0.0
0.014042857103049755,0.017757931724190712,0.014042857103049755,254,4079,,,,,,,
,,,254,4079,0.013458877801895142,0.017597949132323265,0.01444417703896761,0.0,0.0009852992370724678,0.0,0.0
0.008257190696895123,0.010241128504276276,0.008257190696895123,255,4095,,,,,,,
,,,255,4095,0.010330959223210812,0.014045687392354012,0.01131444051861763,0.0,0.0009834828088060021,0.0,0.0
0.008080339059233665,0.01044432632625103,0.008080339059233665,256,4111,,,,,,,
,,,256,4111,0.009631560184061527,0.012516213580965996,0.010616771876811981,0.0,0.0009852119255810976,0.0,0.0
0.009718884713947773,0.012462090700864792,0.009718884713947773,257,4127,,,,,,,
,,,257,4127,0.009640086442232132,0.012859722599387169,0.010625951923429966,0.0,0.000985865481197834,0.0,0.0
0.009024998173117638,0.011799664236605167,0.009024998173117638,258,4143,,,,,,,
,,,258,4143,0.011372012086212635,0.01457320898771286,0.012355302460491657,0.0,0.0009832895593717694,0.0,0.0
0.011112447828054428,0.014532742090523243,0.011112447828054428,259,4159,,,,,,,
,,,259,4159,0.010889637283980846,0.014271775260567665,0.011875580064952374,0.0,0.0009859439451247454,0.0,0.0
0.011042533442378044,0.013952231034636497,0.011042533442378044,260,4175,,,,,,,
,,,260,4175,0.01080269180238247,0.0141109898686409,0.01178861316293478,0.0,0.0009859234560281038,0.0,0.0
0.012473126873373985,0.01615191623568535,0.012473126873373985,261,4191,,,,,,,
,,,261,4191,0.009832431562244892,0.013007136061787605,0.010817336849868298,0.0,0.0009849061025306582,0.0,0.0
0.018818426877260208,0.024981142953038216,0.018818426877260208,262,4207,,,,,,,
,,,262,4207,0.013118955306708813,0.01692943461239338,0.014104087837040424,0.0,0.000985130202025175,0.0,0.0
0.012480435892939568,0.017161056399345398,0.012480435892939568,263,4223,,,,,,,
,,,263,4223,0.012985962443053722,0.01882392168045044,0.01396925188601017,0.0,0.000983288511633873,0.0,0.0
0.011176862753927708,0.014660187065601349,0.011176862753927708,264,4239,,,,,,,
,,,264,4239,0.012100627645850182,0.016082514077425003,0.013082797639071941,0.0,0.0009821690618991852,0.0,0.0
0.012881970033049583,0.017918679863214493,0.012881970033049583,265,4255,,,,,,,
,,,265,4255,0.0101099144667387,0.01345796324312687,0.01109197735786438,0.0,0.0009820631239563227,0.0,0.0
0.00826417375355959,0.010882836766541004,0.00826417375355959,266,4271,,,,,,,
,,,266,4271,0.01158497016876936,0.015241746790707111,0.012563243508338928,0.0,0.0009782732231542468,0.0,0.0
0.011244164779782295,0.014370396733283997,0.011244164779782295,267,4287,,,,,,,
,,,267,4287,0.010761886835098267,0.014320735819637775,0.011740871705114841,0.0,0.0009789838222786784,0.0,0.0
0.0107575049623847,0.014709146693348885,0.0107575049623847,268,4303,,,,,,,
,,,268,4303,0.010944277979433537,0.014199109748005867,0.0119254682213068,0.0,0.0009811898926272988,0.0,0.0
0.012238872237503529,0.015215794555842876,0.012238872237503529,269,4319,,,,,,,
,,,269,4319,0.011160215362906456,0.014831408858299255,0.012141077779233456,0.0,0.0009808624163269997,0.0,0.0
0.008550556376576424,0.01169082336127758,0.008550556376576424,270,4335,,,,,,,
,,,270,4335,0.010444323532283306,0.013904054649174213,0.011425325646996498,0.0,0.0009810023475438356,0.0,0.0
0.011709153652191162,0.015048405155539513,0.011709153652191162,271,4351,,,,,,,
,,,271,4351,0.011729324236512184,0.015556353144347668,0.012712134048342705,0.0,0.0009828113252297044,0.0,0.0
0.010029970668256283,0.013481068424880505,0.010029970668256283,272,4367,,,,,,,
,,,272,4367,0.008711210452020168,0.011756975203752518,0.009691907092928886,0.0,0.00098069675732404,0.0,0.0
0.011332252994179726,0.013815936632454395,0.011332252994179726,273,4383,,,,,,,
,,,273,4383,0.011445681564509869,0.014553869143128395,0.012424830347299576,0.0,0.0009791477350518107,0.0,0.0
0.016116324812173843,0.01917213760316372,0.016116324812173843,274,4399,,,,,,,
,,,274,4399,0.012052462436258793,0.015300661325454712,0.013030786998569965,0.0,0.000978322816081345,0.0,0.0
0.008698228746652603,0.010881351307034492,0.008698228746652603,275,4415,,,,,,,
,,,275,4415,0.011305573396384716,0.014419627375900745,0.01228210050612688,0.0,0.0009765264694578946,0.0,0.0
0.015067189931869507,0.022425947710871696,0.015067189931869507,276,4431,,,,,,,
,,,276,4431,0.010566310957074165,0.014247007668018341,0.011545032262802124,0.0,0.0009787208400666714,0.0,0.0
0.011712685227394104,0.0156960878521204,0.011712685227394104,277,4447,,,,,,,
,,,277,4447,0.01256948709487915,0.01664484106004238,0.013547869399189949,0.0,0.0009783841669559479,0.0,0.0
0.010346568189561367,0.012394145131111145,0.010346568189561367,278,4463,,,,,,,
,,,278,4463,0.010095172561705112,0.014590315520763397,0.011072392575442791,0.0,0.0009772202465683222,0.0,0.0
0.009065112099051476,0.012015171349048615,0.009065112099051476,279,4479,,,,,,,
,,,279,4479,0.009616545401513577,0.012859517708420753,0.010594138875603676,0.0,0.0009775932412594557,0.0,0.0
0.011132949963212013,0.014012116007506847,0.011132949963212013,280,4495,,,,,,,
,,,280,4495,0.0089197289198637,0.012186111882328987,0.00989825464785099,0.0,0.0009785268921405077,0.0,0.0
0.007378404028713703,0.010192717425525188,0.007378404028713703,281,4511,,,,,,,
,,,281,4511,0.009040561504662037,0.011981908231973648,0.010020612739026546,0.0,0.0009800519328564405,0.0,0.0
0.009548990055918694,0.012493528425693512,0.009548990055918694,282,4527,,,,,,,
,,,282,4527,0.00789618119597435,0.01107775792479515,0.008876534178853035,0.0,0.0009803533321246505,0.0,0.0
0.010038296692073345,0.013276731595396996,0.010038296692073345,283,4543,,,,,,,
,,,283,4543,0.009927475824952126,0.013063311576843262,0.010904988273978233,0.0,0.0009775131475180387,0.0,0.0
0.006646712310612202,0.008710235357284546,0.006646712310612202,284,4559,,,,,,,
,,,284,4559,0.00932530127465725,0.012314653024077415,0.01030449103564024,0.0,0.000979189993813634,0.0,0.0
0.011269417591392994,0.015461603179574013,0.011269417591392994,285,4575,,,,,,,
,,,285,4575,0.010075980797410011,0.013888970017433167,0.011052106507122517,0.0,0.0009761250694282353,0.0,0.0
0.007324357517063618,0.00972804520279169,0.007324357517063618,286,4591,,,,,,,
,,,286,4591,0.010055085644125938,0.013929136097431183,0.011033480986952782,0.0,0.0009783959249034524,0.0,0.0
0.011334806680679321,0.014821472577750683,0.011334806680679321,287,4607,,,,,,,
