UMAP1,UMAP2,Predicted Binding Energy
1.4447355,4.294313,36.56
1.5762331,4.2548265,29.23
2.011069,4.1973557,22.03
3.3473008,4.0809956,15.19
4.299844,4.018275,9.18
4.470565,4.0118876,5.67
1.597253,4.1558356,33.65
1.7584192,4.084346,25.93
2.2550395,4.0446377,18.9
3.3990524,3.9220777,12.14
4.4380493,3.8892906,7.1
4.5640836,3.903732,4.9
1.9717034,3.915293,30.74
2.064255,3.9276054,22.64
2.5343022,3.7879155,15.78
3.555322,3.6343176,9.76
4.8004384,3.6307952,5.87
4.8502154,3.5770998,4.77
2.36527,3.550079,27.82
2.5559177,3.5099068,19.58
3.0343826,3.4290118,12.73
3.655327,3.3315885,7.83
5.109862,3.268187,5.44
5.2562118,3.1625519,4.89
2.82935,3.2637515,24.91
2.9065332,3.2774496,16.68
3.3127391,3.1430156,10.5
3.7398207,3.0092769,6.69
5.484171,3.0223608,5.16
5.5156393,3.0047107,5.14
2.8886156,3.1866353,22.04
3.0661323,3.1725214,14.05
3.4091358,3.0086794,9.18
3.7925608,2.9282672,6.23
5.5354104,2.922943,5.18
5.6047473,2.916224,5.53
0.5921733,5.283709,55.06
0.70142955,5.2973175,45.81
1.0617864,5.3476696,36.55
2.666214,5.2481427,27.69
3.0957708,5.2019353,20.64
3.2121086,5.1748576,14.8
0.6697754,5.2250166,52.17
0.82289505,5.2633057,42.91
1.1736448,5.291894,33.65
2.789404,5.148698,24.64
3.2423234,5.121158,17.83
3.4456544,5.061556,12.59
1.004889,5.0870857,49.27
1.1559769,5.085303,40.0
1.5134444,5.058268,30.75
2.9276085,4.954209,21.95
3.5330482,4.8073983,15.2
3.742311,4.732928,10.8
1.5723623,4.866651,46.38
1.7367684,4.843775,37.1
2.2393413,4.6670065,27.84
2.97706,4.634598,19.61
3.9615464,4.4172983,13.07
4.1639113,4.3496947,9.83
1.8436666,4.6675553,43.48
2.03974,4.7004175,34.19
2.4485302,4.5509367,24.94
3.1353922,4.2486696,17.43
4.189449,4.1690726,11.7
4.411235,4.1511536,8.93
2.0532074,4.604253,40.58
2.211216,4.5499043,31.29
2.5803816,4.424546,22.66
3.1283202,4.206807,16.22
4.4228926,3.9907045,10.88
4.538001,4.0569544,8.33
0.635657,5.2486033,51.79
0.80155706,5.182289,42.54
1.1430727,5.1939154,33.39
2.7316296,5.1632934,25.04
3.2554832,5.063449,18.17
3.3935559,5.018773,12.8
0.7772544,5.1073656,48.89
0.86303145,5.0898676,39.63
1.3946252,5.1673684,30.38
2.810471,5.025918,21.75
3.3461652,4.9905095,15.31
3.5418248,4.900164,10.59
1.1108183,5.059718,45.98
1.2490085,4.9771795,36.73
1.5961808,4.9824133,27.47
3.058128,4.675363,18.72
3.667862,4.6560545,12.9
3.8607712,4.6084275,9.1
1.6330074,4.702374,43.08
1.7569437,4.733022,33.82
2.293684,4.5120583,24.57
3.1115482,4.317055,16.11
4.0179825,4.3084397,11.0
4.289288,4.291631,8.36
1.9411318,4.4985313,40.18
2.1422899,4.462295,30.92
2.5914392,4.3442187,21.67
3.1811972,4.211282,14.17
4.3621798,4.1506553,9.84
4.529536,4.0030828,7.66
2.1140428,4.4193516,37.27
2.3153105,4.4094234,28.02
2.6620855,4.189016,19.25
3.188946,4.1217666,13.19
4.535032,3.9034243,8.79
4.585195,3.9186082,7.5
0.8631702,4.95449,48.52
0.99792296,4.988874,39.26
1.2869483,4.9778986,30.4
2.9559534,4.8474054,22.65
3.5529191,4.7030773,15.91
3.714788,4.678411,10.8
0.93206835,4.8565493,45.61
1.100044,4.9563856,36.36
1.4770197,4.857333,27.27
2.9608722,4.75044,19.36
3.6222663,4.6737795,13.14
3.7986321,4.588958,8.83
1.346844,4.606036,42.71
1.4435472,4.5944467,33.45
1.9259249,4.535806,24.2
3.1775124,4.409703,16.11
3.8973107,4.3859625,10.94
4.0081944,4.4310994,7.81
1.8656048,4.3188076,39.8
2.0779674,4.2770963,30.55
2.503654,4.170217,21.29
3.3469796,3.9908757,13.31
4.3059907,4.0401964,9.39
4.5920033,3.860658,7.09
2.1694252,4.1840568,36.9
2.4225104,4.1466117,27.65
2.7966034,3.9955215,18.39
3.3492696,3.8075254,11.45
4.649695,3.6846755,8.46
4.88863,3.6558921,6.73
2.243557,4.1103315,34.0
2.541318,4.097504,24.74
2.8283386,3.8935988,15.92
3.2634108,3.7147093,10.51
4.901814,3.5552459,7.53
4.9274025,3.5626175,6.79
1.055024,4.6355486,45.24
1.2587268,4.5709357,36.1
1.659061,4.4604797,27.88
3.1632428,4.3632975,20.6
3.7598736,4.492552,13.66
4.08494,4.3539085,9.16
1.2293557,4.4805794,42.34
1.3383671,4.4395876,33.08
1.7965657,4.4016476,24.59
3.272373,4.2016807,17.31
3.9494731,4.236841,11.28
4.2436867,4.1582994,7.43
1.5376537,4.2726073,39.43
1.7725852,4.2054653,30.18
2.2315066,4.116614,21.29
3.4653993,3.8990428,14.01
4.3180294,3.9929276,9.31
4.511429,3.8984625,6.57
2.027288,3.8901663,36.53
2.326778,3.7539632,27.28
2.819174,3.6970093,18.1
3.5193875,3.5746074,11.34
4.630914,3.6785111,8.14
4.949329,3.4789588,6.04
2.5421925,3.6381495,33.63
2.6783962,3.5373838,24.37
3.1251316,3.3766701,15.17
3.6081343,3.2757912,9.93
5.08815,3.1657763,7.21
5.3557596,3.2114449,5.93
2.6387656,3.4410317,30.72
2.70949,3.5124872,21.47
3.1467752,3.3782957,13.0
3.6946027,3.151528,9.01
5.261974,3.0700045,6.63
5.334555,3.0579531,6.26
1.335489,4.2612815,41.97
1.4694036,4.2185707,33.15
1.9042139,4.0952835,25.83
3.3900673,4.0250244,18.55
4.2528315,3.8833625,12.01
4.458632,3.9068556,7.76
1.436837,4.137857,39.06
1.6713783,4.0548553,29.99
2.0495744,4.0074177,22.54
3.444867,3.8885112,15.26
4.353082,3.8030224,9.71
4.4884973,3.7824137,6.06
1.994102,3.7435243,36.16
2.0763023,3.747046,26.91
2.4653804,3.7472448,19.24
3.549209,3.5919986,12.34
4.681664,3.5724466,7.92
4.8353233,3.5465038,5.51
2.388495,3.46814,33.26
2.5684035,3.4272814,24.0
3.0116909,3.3660111,15.95
3.6314707,3.2988071,9.81
5.0230494,3.305164,6.88
5.327606,3.2318475,5.57
2.7176569,3.2536232,30.35
2.9286976,3.1290038,21.1
3.2776103,3.0309567,12.81
3.7554529,2.9529884,8.68
5.4686437,2.9277565,6.13
5.580968,2.9083462,5.8
2.8684661,3.1073983,27.45
3.0202188,3.0069695,18.19
3.4356997,2.8795853,11.09
3.89813,2.7800295,7.75
5.528315,2.8318145,6.04
5.6422286,2.806143,6.19
1.4608742,4.146263,38.81
1.607273,4.0238924,31.06
1.9940983,4.0673714,23.78
3.5050404,3.873335,16.69
4.424795,3.8325071,10.5
4.5702114,3.8036683,6.64
1.6091684,3.968505,35.79
1.8148518,3.8902273,27.77
2.2058163,3.843233,20.49
3.5521748,3.7526252,13.66
4.5172596,3.7558758,8.35
4.673597,3.685809,5.35
1.9890162,3.7436724,32.89
2.1002843,3.7570794,24.47
2.535425,3.5743694,17.28
3.6588705,3.4623423,10.98
4.7925596,3.4134474,6.65
4.8879085,3.3897138,5.28
2.401956,3.3918262,29.98
2.6228693,3.3586855,21.23
3.0866935,3.2873468,14.15
3.6270607,3.1407797,8.6
5.1227527,3.1827078,6.08
5.4237113,3.0850246,5.41
2.8457491,3.0323741,27.08
2.9798148,3.0210676,18.29
3.380831,2.9624953,11.54
3.790754,2.929797,7.42
5.5717597,2.824844,5.86
5.5836983,2.85743,5.73
2.9646697,3.007778,24.17
3.114801,2.9026892,15.53
3.4883158,2.8186665,9.88
4.00256,2.7996573,6.87
5.565529,2.7648385,5.95
5.6662164,2.767081,6.12
0.5408737,4.829486,57.57
0.6680268,4.8236394,48.32
0.93003505,4.7716074,39.06
3.0734699,4.808879,30.31
3.4277053,4.769449,23.29
3.7329953,4.608857,16.7
0.6489819,4.7768536,54.67
0.7698898,4.7611556,45.41
1.03247,4.6558194,36.16
3.107673,4.7352753,27.56
3.60292,4.6053553,20.39
3.78207,4.48065,14.46
0.9350651,4.5491223,51.76
1.0840307,4.544412,42.51
1.4334806,4.513259,33.25
3.2239268,4.4354234,24.83
3.8501682,4.2582994,17.55
4.0628824,4.2406874,12.26
1.6035854,4.2240553,48.86
1.8070967,4.0836062,39.61
2.1761425,4.0472417,30.35
3.2493818,3.9483948,22.24
4.2305927,3.9196315,15.36
4.43622,3.8348281,11.06
1.9326593,4.080493,45.96
2.11797,3.948797,36.7
2.6686988,3.824273,27.72
3.3240829,3.7352543,19.87
4.4861875,3.728787,14.05
4.694761,3.660936,10.14
2.0691948,3.9815612,43.05
2.292962,3.942708,33.8
2.7251368,3.8012764,25.2
3.3589675,3.651665,18.5
4.560153,3.6677363,12.89
4.746078,3.6583965,9.53
0.5978325,4.682761,54.3
0.79414505,4.6695814,45.04
0.97073185,4.645439,36.01
3.0608065,4.7761264,27.39
3.6091015,4.6013536,20.51
3.7698555,4.5045567,14.65
0.7333419,4.579395,51.39
0.8446256,4.6323347,42.14
1.0877029,4.5537376,32.89
3.0678592,4.5595555,24.37
3.795294,4.3774033,17.61
3.8560455,4.420617,12.38
1.0736753,4.306612,48.49
1.2006763,4.3543596,39.24
1.5566064,4.301335,29.98
3.2237625,4.2476115,21.64
3.9689415,4.1558585,14.98
4.1606636,4.0701447,10.32
1.7120796,3.9715495,45.59
1.8617909,3.880694,36.33
2.3172355,3.8611076,27.08
3.2612631,3.7575703,18.9
4.4062634,3.695079,12.83
4.550619,3.6671414,9.31
2.0597527,3.8430114,42.68
2.1720178,3.7530808,33.43
2.7097108,3.5984864,24.24
3.3669758,3.492949,16.49
4.6091413,3.5074973,11.44
4.8114285,3.4840665,8.52
2.2107062,3.7693155,39.78
2.351847,3.7084398,30.52
2.8953066,3.5078964,21.72
3.4916718,3.4228072,15.44
4.6775002,3.4362338,10.31
4.8673296,3.441705,8.3
0.79867053,4.4599895,51.02
0.941445,4.38474,41.77
1.1610012,4.3380895,33.02
3.221077,4.4298134,24.81
3.8556921,4.223883,18.05
3.9426377,4.2679124,12.72
0.9333195,4.3167725,48.12
1.1175507,4.2055974,38.86
1.3997726,4.243178,29.9
3.3721647,4.1946764,21.52
3.9076908,4.1068115,15.28
4.054678,4.2054343,10.42
1.3201283,4.116323,45.22
1.439024,4.0178285,35.96
1.7514629,3.9482322,26.78
3.3613653,3.9902353,18.59
4.151858,3.9405627,12.81
4.353639,3.865811,8.61
1.9329246,3.7677352,42.31
2.037702,3.6108344,33.06
2.6022792,3.4638617,23.8
3.6642501,3.3292165,15.73
4.625401,3.3751278,10.77
4.8425455,3.3698106,7.89
2.2988615,3.5503576,39.41
2.4760008,3.4088848,30.15
3.0244644,3.172877,20.9
3.6916134,3.0403655,13.59
4.971104,3.0253863,9.55
5.1642594,3.053114,7.47
2.491664,3.3448884,36.5
2.6316025,3.285297,27.25
3.1118808,3.1240723,18.25
3.7890863,2.9746299,12.38
5.1206665,2.9777167,8.56
5.240689,2.9809325,7.6
1.130552,4.097393,47.75
1.2610438,4.050568,38.72
1.6053462,4.072245,30.16
3.4835846,3.8859975,22.44
4.186371,3.9334314,15.82
4.3954086,3.8009632,10.82
1.1763697,3.8890016,44.85
1.3224154,3.9315507,35.6
1.7055775,3.8535988,26.91
3.615385,3.8015783,19.14
4.2356925,3.7612402,13.35
4.392026,3.7215736,8.66
1.6582593,3.6148999,41.94
1.8308351,3.564827,32.69
2.1837819,3.536329,23.79
3.6791456,3.4607952,16.0
4.697502,3.2947733,10.88
4.846951,3.2741451,7.37
2.2045362,3.2693253,39.04
2.4423237,3.1285415,29.78
2.9369779,3.055335,20.67
3.9819787,2.9487302,13.43
5.049413,2.8829844,9.13
5.2480364,2.9162006,6.78
2.6318932,3.0886242,36.13
2.808824,2.9354155,26.88
3.2634466,2.747885,17.62
3.8996713,2.6086888,11.22
5.3928504,2.731046,8.2
5.5371337,2.6673136,6.74
2.8076262,2.9119685,33.23
2.9401677,2.806525,23.98
3.354748,2.7629442,15.13
4.096912,2.5503614,10.01
5.5394506,2.591649,7.61
5.6088786,2.5934286,6.9
1.3911233,3.7685018,44.48
1.4243054,3.7720165,35.74
1.8318949,3.6897922,27.67
3.66513,3.6203573,20.39
4.554659,3.4679012,13.89
4.7391143,3.4672432,9.25
1.5439683,3.6434329,41.57
1.6851795,3.6027517,32.61
2.0339773,3.480684,24.37
3.8464682,3.45059,17.09
4.7072186,3.3171015,11.53
4.8314686,3.2752426,7.27
1.8854584,3.3962028,38.67
2.1006296,3.3245318,29.49
2.409211,3.2217882,21.08
3.8828645,3.048721,14.03
5.010661,3.0079365,9.25
5.1235237,2.9891946,6.14
2.450183,2.9916434,35.76
2.716418,2.9439902,26.51
3.211392,2.8070498,17.78
4.0420413,2.7100174,11.51
5.3509693,2.6631045,7.87
5.6051936,2.6970882,6.09
2.9127717,2.792421,32.86
3.1073434,2.687895,23.6
3.4952104,2.5697217,14.74
4.1661425,2.415121,9.68
5.662209,2.5022056,7.05
5.834718,2.459594,6.38
3.060377,2.7356565,29.96
3.1873996,2.6304119,20.7
3.6813812,2.390586,12.32
4.1688185,2.2989955,8.74
5.737493,2.3962839,6.88
5.8922596,2.441736,6.78
1.5079068,3.7452934,41.44
1.5704412,3.671028,32.93
1.9638706,3.4706726,25.62
3.7752123,3.4951563,18.34
4.6782866,3.4042423,12.26
4.7905364,3.3751204,7.88
1.6743945,3.533378,38.31
1.7681227,3.5020049,29.64
2.0768402,3.474126,22.32
3.962186,3.2520065,15.18
4.8474092,3.1556027,9.96
4.8748283,3.1039226,6.17
2.0644298,3.2750347,35.39
2.175884,3.1895366,26.5
2.50976,3.084037,19.03
4.0234513,2.8686273,12.49
5.072683,2.9343271,7.9
5.1810174,2.9570897,5.8
2.6509,2.8898706,32.49
2.7949762,2.786719,23.38
3.313394,2.5868301,15.73
4.136532,2.4814377,9.97
5.556378,2.6156464,6.72
5.6678886,2.5588458,5.92
3.030641,2.6568625,29.59
3.2066565,2.5821962,20.33
3.6301837,2.3995485,12.96
4.2101135,2.2873242,8.46
5.7682934,2.4258235,6.57
5.905116,2.3491943,6.32
3.1194403,2.6624842,26.68
3.3112462,2.4987462,17.43
3.7272491,2.2828038,10.8
4.319474,2.1816654,7.59
5.8160567,2.2636156,6.73
5.9425187,2.2830014,6.71
0.5366811,4.125082,60.08
0.6151565,4.0655355,50.82
0.84227085,4.0261064,41.63
3.5134764,4.150095,33.23
3.7646282,4.345067,25.95
3.9291863,4.225497,19.35
0.64011824,4.023291,57.18
0.7487317,3.9866195,47.92
0.95896775,3.994835,38.67
3.626047,3.9489975,30.49
3.8939347,4.116127,23.07
4.0921564,3.9940941,16.89
1.04443,3.806189,54.27
1.1467462,3.7571135,45.02
1.3174971,3.6732976,35.76
3.7396247,3.558329,27.75
4.1351867,3.5987682,20.33
4.3867326,3.598782,14.63
1.7460276,3.3230991,51.37
1.8742404,3.3199902,42.11
2.2546182,3.2235663,33.04
3.7090013,3.2056246,25.05
4.6003604,3.150977,18.01
4.78029,3.168092,13.0
2.1865904,3.055722,48.46
2.3494353,3.0168157,39.21
2.9800563,2.8596966,30.52
3.7910893,2.6850982,22.53
4.869255,2.826118,16.45
5.08629,2.7368467,11.83
2.376405,2.9174683,45.56
2.5549574,2.94639,36.31
3.07352,2.731795,28.01
3.767396,2.6032856,20.77
5.0262165,2.599258,15.22
5.268414,2.4813607,11.33
0.62526673,3.9702349,56.8
0.7309694,3.9225247,47.55
0.939621,3.9182527,38.64
3.5973072,4.035072,30.03
3.880731,4.0752115,23.17
4.085902,4.0128646,16.89
0.7405549,3.8335621,53.9
0.9059486,3.8501654,44.65
1.0577725,3.8913348,35.52
3.6730468,3.7955508,27.3
4.0286827,3.8581464,20.26
4.1971617,3.8115025,14.43
1.0739237,3.6744337,51.0
1.2571943,3.6302676,41.74
1.4442794,3.5824416,32.49
3.859413,3.3842523,24.56
4.3393006,3.4350245,17.64
4.510616,3.3759592,12.14
1.8145995,3.1751735,48.09
2.0159938,3.094882,38.84
2.491631,3.0386448,29.58
3.7935967,3.0115366,21.83
4.7440434,3.0024493,15.18
4.937431,2.9541879,10.66
2.2946343,2.9103146,45.19
2.4479873,2.8580372,35.93
3.0696967,2.7430983,27.05
3.9133852,2.6212733,19.25
4.949154,2.624988,13.67
5.27109,2.5395055,9.84
2.474328,2.7552419,42.29
2.5977044,2.6919599,33.03
3.243907,2.5749927,24.53
3.9265265,2.4167004,17.72
5.1895394,2.4015365,12.45
5.346001,2.4859629,9.46
0.798232,3.6219301,53.53
0.91609776,3.5712848,44.34
1.1369041,3.6001842,35.65
3.868228,3.4548638,27.17
4.2320337,3.5337324,20.38
4.4579296,3.4553566,14.88
0.93946576,3.6188161,50.63
1.0937304,3.4654162,41.37
1.2944548,3.412318,32.53
3.9885595,3.310765,24.15
4.254448,3.425808,17.64
4.458025,3.3669236,12.41
1.4435034,3.2378025,47.72
1.4796711,3.2649722,38.47
1.7100856,3.1943169,29.41
4.095453,3.0761404,21.37
4.5761576,3.100458,15.18
4.656739,3.1171756,10.09
2.0908175,2.8602085,44.82
2.1595335,2.827466,35.56
2.6264157,2.7660813,26.31
4.117689,2.6650865,18.68
5.0616527,2.5675287,12.72
5.2868657,2.5531032,8.89
2.455656,2.630439,41.92
2.705885,2.5587678,32.66
3.2899053,2.4220936,23.57
4.157256,2.2992303,16.38
5.2571135,2.282187,11.2
5.4899745,2.3218248,8.34
2.7485654,2.4841917,39.01
2.8821597,2.4095416,29.76
3.4155674,2.3380797,21.05
4.1813264,2.1787767,14.76
5.4421883,2.1695538,10.14
5.5325074,2.2071385,8.41
1.176887,3.1580472,50.26
1.3108568,3.1013072,41.35
1.5558769,3.071855,32.66
4.3288608,2.9460733,24.59
4.6208878,3.0074902,17.97
4.807592,2.9759614,12.95
1.2650262,3.0462155,47.35
1.4178416,3.0113661,38.23
1.7059542,2.8965492,29.54
4.362025,2.768857,21.36
4.7908483,2.8163824,15.5
4.989854,2.7568471,10.48
1.688117,2.828599,44.45
1.8544844,2.755012,35.19
1.9768617,2.7143939,26.42
4.5192475,2.3971217,18.46
5.154135,2.4182088,13.04
5.3616576,2.474811,8.33
2.4376497,2.3942935,41.55
2.5612457,2.3706934,32.29
3.1000159,2.179276,23.3
4.569356,2.1626325,15.93
5.4776278,2.1469605,10.63
5.6605916,2.2222066,7.65
2.9058008,2.1545184,38.64
3.0450857,2.1497746,29.39
3.4624271,2.0778677,20.17
4.5699444,1.9029886,13.52
5.6550956,2.0210638,9.27
5.8510623,1.996903,7.55
3.0714166,2.0505815,35.74
3.2459574,2.0269258,26.48
3.683186,1.9722517,17.83
4.4382744,1.9212912,11.99
5.818079,1.8861591,8.64
5.9027185,1.931882,7.71
1.4528451,2.666259,47.05
1.5848006,2.5734708,38.36
1.8154566,2.523756,29.93
4.5730352,2.4642427,22.22
5.007594,2.7478902,16.04
5.1668344,2.6572094,11.07
1.599922,2.5543354,44.08
1.7816746,2.4798741,35.24
1.968768,2.4069448,26.65
4.5492783,2.3792474,18.93
5.1612945,2.461794,13.57
5.3071747,2.4594839,8.77
2.0487313,2.418199,41.17
2.1768243,2.2583792,32.12
2.3600283,2.1950428,23.43
4.7151737,2.1107707,16.13
5.399076,2.1330945,11.11
5.611203,2.2348142,7.14
2.6852965,2.0021455,38.27
2.7864552,2.013918,29.02
3.2626016,1.9510117,20.31
4.746017,1.8010149,13.66
5.7273035,1.8837218,9.0
5.9348817,1.900118,6.71
3.0963356,1.8672918,35.37
3.3133714,1.7888019,26.11
3.685495,1.7976899,17.32
4.7782664,1.6254462,11.3
5.943504,1.689914,8.06
6.0433874,1.7256266,6.97
3.298023,1.8079221,32.46
3.4823687,1.7441764,23.21
3.8547795,1.693783,14.8
4.8195286,1.5382692,9.78
5.935055,1.6569561,7.88
6.10904,1.6610572,7.36
1.561731,2.510862,44.06
1.6051257,2.4958837,35.38
1.8904269,2.4629135,27.45
4.646366,2.3595474,20.17
5.065598,2.5050588,14.11
5.257429,2.4520857,9.5
1.7297688,2.5335655,40.94
1.8463341,2.3649752,32.25
2.0180442,2.3116355,24.16
4.734503,2.2778773,17.01
5.254301,2.3066514,11.78
5.4233093,2.291369,7.44
2.1405041,2.1951814,37.9
2.2787397,2.105728,29.13
2.4395509,1.9894779,20.86
4.808133,1.970232,14.2
5.468642,2.078007,9.48
5.6146946,2.0980215,6.43
2.806642,1.9128,35.0
2.9948285,1.855295,26.01
3.4061902,1.8166505,17.59
4.760752,1.7565346,11.76
5.7172885,1.8577331,7.78
5.9384127,1.8169993,6.51
3.2203827,1.7526976,32.09
3.4078767,1.7175276,22.89
3.7798455,1.7515603,14.73
4.866689,1.5456299,9.75
6.0567207,1.5884101,7.33
6.1346736,1.6671019,6.9
3.4008436,1.7092292,29.19
3.5794487,1.6765841,19.93
3.9207826,1.6661241,12.19
4.875077,1.485877,8.65
6.0510793,1.555273,7.51
6.194397,1.5490419,7.29
0.58310103,3.6515644,62.59
0.6516465,3.5676968,53.33
0.8076451,3.4653563,44.26
3.9004967,3.6133587,36.15
4.204281,3.529678,28.73
4.392702,3.5816972,22.03
0.73847646,3.5315826,59.68
0.7725383,3.5129802,50.43
0.95558655,3.3856997,41.17
3.981497,3.4436934,33.42
4.3531775,3.3447893,25.99
4.4447937,3.3649533,19.57
1.1027596,3.3083549,56.78
1.1734117,3.2727246,47.52
1.3536527,3.2035947,38.37
4.0422,3.0951884,30.68
4.527078,3.0766816,23.26
4.68647,3.0357568,17.11
1.8609455,2.905022,53.87
2.0345852,2.8704128,44.62
2.3799367,2.8026764,35.85
4.1126523,2.6098044,27.95
4.8451843,2.6567702,20.94
4.97997,2.6558754,15.12
2.3096962,2.682058,50.97
2.4665549,2.5847147,41.72
3.052705,2.4839318,33.33
4.039568,2.3615434,25.34
5.0909,2.3409603,18.86
5.291042,2.4026575,13.85
2.45433,2.5568945,48.07
2.6045394,2.4689212,38.81
3.1781266,2.351016,30.81
4.1094995,2.2837663,23.25
5.1296954,2.2608526,17.62
5.371543,2.2753108,13.32
0.6410353,3.4713178,59.31
0.7120391,3.3903294,50.06
0.87929076,3.2871094,41.27
4.01793,3.3589444,32.96
4.303686,3.4428434,25.82
4.4749274,3.3629446,19.57
0.7787472,3.3369963,56.41
0.8626027,3.276322,47.15
1.0431334,3.182701,38.15
4.045206,3.2252178,30.23
4.414492,3.2008138,22.92
4.5292983,3.188217,17.11
1.1376427,3.100251,53.5
1.2330511,3.05137,44.25
1.388081,3.037084,35.02
4.147833,2.8623247,27.49
4.6479683,2.9582024,20.36
4.786463,2.931319,14.65
1.9516276,2.7694998,50.6
2.1753538,2.638305,41.35
2.5646768,2.6245623,32.37
4.1648726,2.4735723,24.76
4.8550196,2.614151,18.07
5.0976167,2.5550394,12.76
2.4174807,2.526894,47.7
2.4550285,2.4874623,38.44
3.117048,2.4184132,29.85
4.1461635,2.2246218,22.2
5.1545124,2.2060554,16.12
5.4001207,2.1719024,11.66
2.6133995,2.3513274,44.79
2.7746203,2.317083,35.54
3.279207,2.2629707,27.34
4.172611,2.109322,20.23
5.2237115,2.0697193,14.85
5.4769278,2.1197743,11.25
0.84217215,2.9962008,56.04
0.9370738,2.9613633,46.97
1.0674294,2.9675233,38.28
4.252561,3.005749,29.77
4.675385,2.9243484,23.04
4.735787,2.9738383,17.11
0.99310106,2.9098105,53.13
1.0221728,2.8813784,43.88
1.3008592,2.810763,35.16
4.28389,2.8942282,27.04
4.6664643,2.8772364,20.32
4.751946,2.7986324,14.65
1.4407189,2.662047,50.23
1.5542537,2.7177854,40.98
1.6518382,2.7110517,32.03
4.3825326,2.5831528,24.3
4.908383,2.6470919,17.86
5.01449,2.6118853,12.19
2.2164521,2.3439877,47.33
2.410459,2.2506213,38.07
2.8480701,2.2047114,28.99
4.447972,2.1072378,21.63
5.250728,2.1848376,15.4
5.318034,2.1130407,10.49
2.6916223,2.0905688,44.42
2.943899,1.9902796,35.17
3.430505,1.9950145,26.38
4.5012846,1.8389868,19.33
5.4666386,1.882746,13.42
5.6081834,1.959314,9.71
2.8493185,1.9614342,41.52
3.0933123,1.9539485,32.26
3.6067457,1.9814053,23.86
4.4994383,1.7786888,17.43
5.5556884,1.7715201,12.33
5.7189302,1.8633282,9.48
1.1014823,2.6529388,52.76
1.2512732,2.5128653,43.98
1.4547278,2.4530206,35.29
4.582224,2.4745333,26.94
4.924087,2.5459735,20.32
5.0716686,2.5301301,15.11
1.3032657,2.4503229,49.86
1.4211679,2.3262365,40.86
1.6482491,2.3055925,32.17
4.6284885,2.3684964,24.02
5.033548,2.3631804,17.86
5.1649847,2.3256931,12.64
1.8336537,2.1976514,46.96
1.9830961,2.1016412,37.73
2.137261,2.1037092,29.05
4.741918,2.0464156,21.12
5.245177,2.0633178,15.4
5.443524,2.0658188,10.17
2.6198425,1.8937042,44.05
2.768687,1.8213179,34.8
3.1116471,1.7221925,25.92
4.8099456,1.7465004,18.76
5.607036,1.7689785,12.94
5.7916236,1.7396623,8.78
2.952142,1.7356073,41.15
3.1881511,1.6420698,31.89
3.7481565,1.5912746,23.06
4.8676124,1.4897255,16.47
5.8384676,1.5284425,11.12
5.9932528,1.5842746,8.35
3.1035264,1.6189802,38.24
3.3584268,1.5711949,28.99
3.9190238,1.4928782,20.66
4.836582,1.4387149,14.7
5.9303727,1.4821966,10.24
6.067511,1.5114651,8.51
1.4600452,2.2045298,49.68
1.5532666,2.1316607,40.99
1.7055814,2.0641947,32.3
4.798314,2.2454891,24.36
5.2662377,2.233281,18.2
5.371463,2.2602892,13.18
1.6615363,2.0868073,46.59
1.7877284,1.9516087,37.87
1.9032273,1.9089116,29.18
4.825857,2.0266268,21.23
5.3212457,2.0636957,15.73
5.463743,2.0848308,10.71
2.1874502,1.7687283,43.68
2.2591949,1.7015607,34.75
2.441118,1.6904303,26.06
5.022654,1.7371311,18.61
5.509751,1.800613,13.26
5.691733,1.8458472,8.46
2.7883546,1.5535576,40.78
2.9680243,1.5101372,31.62
3.3642755,1.4498653,22.94
5.058236,1.4882913,16.15
5.8403826,1.5008569,10.8
6.0366783,1.5496927,7.6
3.211828,1.3874227,37.87
3.3007052,1.3442166,28.62
3.888235,1.3475566,20.03
5.039101,1.3562452,13.68
6.006586,1.4001272,9.36
6.148402,1.4263791,7.65
3.3722124,1.3768874,34.97
3.5662,1.3225591,25.72
4.040983,1.2903352,17.73
5.080251,1.2494322,11.98
6.0730186,1.3340108,8.88
6.202306,1.3461525,7.95
1.5771055,2.0798545,46.69
1.6989051,1.9884858,38.0
1.7914226,1.9672265,29.71
4.931715,2.108011,22.01
5.2853103,2.1740804,16.27
5.4992313,2.1364086,11.32
1.7708652,1.8928782,43.57
1.8620244,1.9083791,34.88
1.9827305,1.8194507,26.42
4.9693108,1.9423822,18.87
5.4756317,1.9926748,13.8
5.59197,1.9534074,9.03
2.2626605,1.6515508,40.45
2.351038,1.6236244,31.76
2.472393,1.5947672,23.13
5.1114006,1.5972837,16.36
5.6294627,1.7235279,11.33
5.8017592,1.7692097,7.46
2.8180418,1.4638668,37.5
3.0808475,1.3823905,28.64
3.495794,1.3450183,19.99
5.1810646,1.3810284,13.89
5.8844237,1.496116,9.14
6.021625,1.4933883,7.2
3.3233278,1.3098217,34.6
3.4966202,1.269884,25.51
3.8883076,1.264916,17.31
5.1532364,1.2688447,11.42
6.0731306,1.3381716,8.41
6.20102,1.342158,7.49
3.475778,1.2760245,31.7
3.6627593,1.2234533,22.44
4.0607615,1.2152878,14.87
5.1614423,1.223973,10.08
6.1358204,1.2733885,8.28
6.264509,1.2612965,7.88
0.5980848,3.4425693,65.09
0.65266424,3.4224894,55.84
0.82058954,3.3426826,46.88
