UMAP1,UMAP2,Predicted Binding Energy
-4.0926642,9.496646,12.0
-1.2746397,13.60124,6.97
-1.220305,13.544805,6.51
-6.839622,13.003953,60.91
-6.8764577,13.069002,45.49
-4.2861795,16.799515,31.73
-4.2750835,16.819561,20.25
-6.9843516,13.15038,56.08
-6.9507957,13.103108,40.65
-4.4291506,16.957008,27.17
-4.3897038,16.992147,16.15
-7.165693,14.050999,51.24
-7.1121097,14.113949,35.81
-4.7320046,17.284313,22.61
-4.621986,17.37789,13.25
-7.3331413,14.148328,46.4
-7.31944,14.176395,31.61
-4.820178,17.523941,19.65
-4.8091035,17.581781,11.94
-6.736104,13.039714,55.46
-6.665233,13.170145,40.42
-4.2378535,16.774158,26.64
-4.182368,16.756004,16.24
-6.838757,13.188221,50.62
-6.823637,13.30929,35.22
-4.365447,16.95348,21.85
-4.3484263,16.914179,12.13
-7.1782875,14.002348,45.78
-7.089967,13.980459,30.35
-4.6178217,17.301832,17.71
-4.5785418,17.343575,9.57
-7.2568817,14.060652,40.94
-7.2213836,14.129061,25.81
-4.7206106,17.445387,14.79
-4.6915426,17.478846,8.96
-4.2305646,11.634418,50.0
-4.22898,11.7200985,35.44
-1.5619966,14.807234,22.0
-1.5744938,14.822208,13.03
-3.9719367,11.7197485,45.16
-3.922071,11.74524,30.24
-1.3890787,14.657111,17.39
-1.3771092,14.651326,8.91
-3.5606263,11.855995,40.32
-3.5390463,11.87303,25.03
-1.0541033,14.108172,13.29
-1.0766213,14.153603,7.47
-3.3560567,11.908415,35.48
-3.2486699,12.02729,20.09
-1.0439786,13.994948,10.32
-1.0115719,13.892687,7.74
-4.1613426,11.638229,44.94
-4.106452,11.658262,30.78
-1.5268862,14.7192,18.39
-1.5092589,14.734127,10.11
-3.9220908,11.700457,39.74
-3.8918064,11.762556,25.3
-1.2812916,14.530417,14.07
-1.2848365,14.59153,6.92
-3.5107298,11.844067,34.86
-3.4807012,11.8181505,20.05
-1.0733539,14.14435,10.07
-1.0048788,14.244087,6.84
-3.2670443,11.870516,30.02
-3.2100556,11.942097,15.42
-1.0001721,13.912453,8.44
-0.92359585,13.968853,7.49
-6.6291256,13.217596,65.09
-6.5900445,13.250614,49.78
-4.1307163,16.981972,36.61
-4.0908194,16.975986,24.71
-6.7050304,13.415584,60.25
-6.659178,13.358982,44.83
-4.264218,17.163185,32.05
-4.246227,17.203299,20.61
-6.9406257,14.036971,55.41
-6.883079,14.152764,40.48
-4.529304,17.532768,27.49
-4.538876,17.545937,17.02
-7.093456,14.179037,50.57
-6.9886217,14.261363,36.29
-4.694993,17.600653,23.8
-4.640672,17.665705,15.66
-6.5130568,13.196641,59.64
-6.44337,13.328815,44.8
-4.06767,16.958199,31.29
-4.054118,16.984642,20.61
-6.5890365,13.412632,54.8
-6.556001,13.526083,39.59
-4.185876,17.13118,26.73
-4.2080383,17.147274,16.51
-6.8911552,14.009057,49.96
-6.8124676,14.054509,34.68
-4.5265646,17.4972,22.63
-4.440029,17.563128,13.16
-6.9436874,14.172541,45.12
-6.8872595,14.211707,30.49
-4.616094,17.612906,19.2
-4.5825253,17.630299,11.8
-4.205644,11.776019,54.3
-4.153987,11.9049425,39.82
-1.3808258,14.871385,26.43
-1.3221743,14.825543,16.62
-3.986448,11.952597,49.34
-4.02123,11.940559,34.62
-1.2168067,14.634595,21.86
-1.1857209,14.667261,12.51
-3.5281284,12.007678,44.5
-3.4420698,12.013166,29.41
-0.93836224,14.248652,17.85
-0.93693966,14.298088,9.77
-3.3184936,12.077653,39.66
-3.174925,12.116697,24.77
-0.95005304,14.204403,14.85
-0.88298655,14.162223,9.1
-4.0777526,11.729524,49.32
-4.068885,11.823509,34.84
-1.3338777,14.750753,21.86
-1.3326722,14.786412,13.4
-3.9560406,11.830775,44.12
-3.9090931,11.89593,29.64
-1.1771662,14.580846,17.76
-1.1204172,14.609838,9.56
-3.5579429,11.956008,39.04
-3.3683267,11.967337,24.43
-0.91488856,14.283574,13.65
-0.88935196,14.296089,8.26
-3.248198,12.063008,34.2
-3.1318426,12.022224,19.96
-0.83620423,14.139483,11.02
-0.807477,14.135885,8.47
-7.704443,11.185352,55.25
-7.652592,11.133442,39.44
-4.2820625,15.311134,27.05
-4.2610073,15.305064,16.34
-7.8039756,11.246406,50.42
-7.8220716,11.22743,34.87
-4.514365,15.311748,22.7
-4.465044,15.350762,13.42
-8.868443,13.202979,45.59
-8.803331,13.180897,30.38
-5.636746,15.559218,19.15
-5.5661144,15.595624,12.09
-8.957553,13.432968,40.77
-8.910453,13.454734,25.97
-5.8477917,15.638046,17.26
-5.733152,15.630052,12.7
-7.7365394,11.10074,49.62
-7.646702,11.081078,33.98
-4.2264657,15.243299,21.62
-4.203361,15.237406,11.41
-7.830395,11.177515,44.79
-7.8242927,11.206524,29.44
-4.536799,15.211911,17.16
-4.4641194,15.252645,9.15
-8.948242,13.116491,39.97
-8.825693,13.110112,24.96
-5.647696,15.543424,13.91
-5.5965734,15.527722,9.37
-8.987685,13.303733,35.14
-8.979456,13.338473,20.76
-5.8891087,15.639065,13.01
-5.806791,15.567046,10.18
-6.052063,10.053921,43.99
-6.0441203,10.040133,28.52
-3.003363,15.033695,16.87
-3.0015175,15.021908,8.01
-5.94508,9.981465,39.17
-5.962295,9.856145,24.02
-2.9452145,14.943774,13.06
-2.9581068,14.996337,6.66
-4.6437006,8.739524,34.34
-4.654932,8.783574,19.72
-1.9446458,12.755052,10.1
-1.8630775,12.771268,7.46
-4.5585465,8.700684,29.51
-4.490376,8.669985,16.43
-1.8991294,12.679095,9.95
-1.8458005,12.706189,8.41
-5.9426703,9.985273,38.49
-5.871386,9.998742,23.58
-2.8958013,14.979952,13.53
-2.830808,14.97369,5.82
-5.825157,9.736852,33.65
-5.8618684,9.772419,19.77
-2.787101,14.805456,9.71
-2.7758682,14.891155,5.52
-4.802745,8.758947,28.84
-4.698285,8.720954,15.96
-1.9398688,12.6902275,7.57
-1.8450913,12.666907,6.06
-4.642769,8.635016,24.67
-4.503468,8.613314,13.2
-1.9230001,12.673662,7.79
-1.8217106,12.679698,7.14
-7.528414,11.314655,59.08
-7.508343,11.316541,43.62
-4.202731,15.431375,30.91
-4.1369543,15.522439,20.7
-7.62475,11.361994,54.25
-7.7160215,11.467271,38.78
-4.3406496,15.462864,27.06
-4.332939,15.511932,16.86
-8.695382,13.21477,49.42
-8.616966,13.157416,34.25
-5.550557,15.769615,23.22
-5.466645,15.760168,15.19
-8.727846,13.455042,44.6
-8.73322,13.456202,29.76
-5.8653927,15.813339,20.82
-5.701812,15.724981,15.25
-7.5797024,11.233877,53.59
-7.511091,11.236323,38.16
-4.10433,15.330962,25.48
-4.032045,15.425231,14.93
-7.6257586,11.303919,48.75
-7.6851482,11.345061,33.32
-4.225952,15.373468,21.3
-4.342553,15.368848,11.92
-8.566025,13.124466,43.91
-8.59166,13.144605,28.82
-5.559155,15.528977,17.49
-5.417158,15.6166725,11.93
-8.657547,13.2504015,39.07
-8.635716,13.370788,24.34
-5.886787,15.795391,15.66
-5.78169,15.739251,12.74
-6.025672,10.102807,48.13
-6.0517445,10.034689,32.7
-3.136448,14.880764,20.06
-3.1404867,14.912832,10.73
-5.946122,10.057827,43.29
-5.9547124,9.913295,27.88
-3.143284,14.853645,15.99
-3.116371,14.795666,8.86
-4.6990447,8.797184,38.45
-4.643004,8.822396,23.4
-1.9292276,12.851138,13.19
-1.9763006,12.970895,9.41
-4.546167,8.6849375,33.61
-4.4869027,8.776261,19.19
-1.9554033,12.761501,12.57
-1.9444293,12.862869,10.22
-5.9112134,9.986286,42.67
-5.879234,10.02767,27.25
-2.9151418,14.755077,16.03
-2.8910468,14.759791,7.8
-5.834962,9.759604,37.83
-5.8984923,9.854043,22.78
-2.8572302,14.61674,12.22
-2.7847226,14.719753,7.06
-4.74445,8.755787,32.99
-4.754311,8.712315,18.89
-1.9375101,12.832095,9.95
-1.9109952,12.82834,7.51
-4.537957,8.651911,28.18
-4.506983,8.615854,15.69
-1.8740405,12.729499,10.12
-1.8563598,12.795713,8.37
-6.920818,12.269146,63.22
-6.943301,12.306493,47.8
-3.9087176,15.877443,35.26
-3.9160438,15.919133,25.06
-7.1407037,12.417726,58.38
-7.153413,12.528027,42.96
-4.018313,15.9331,31.42
-4.000474,15.917161,21.22
-7.790585,13.439581,53.54
-7.737379,13.439059,38.12
-5.3377247,17.042202,27.58
-5.296453,17.09743,19.05
-7.8149085,13.629006,48.7
-7.789173,13.720472,33.94
-5.4320903,17.16022,24.88
-5.4433856,17.150276,18.47
-6.86966,12.253407,57.76
-6.8695602,12.300374,42.34
-3.8661988,15.802182,29.5
-3.8277674,15.805299,19.3
-7.0095053,12.427944,52.92
-7.117827,12.532992,37.5
-3.865423,15.8933325,25.66
-3.873973,15.850158,15.75
-7.7506685,13.397443,48.08
-7.6970525,13.46853,32.68
-5.298071,17.03754,21.94
-5.2848396,17.045727,14.8
-7.699588,13.560565,43.25
-7.697129,13.672197,28.29
-5.431734,17.13322,19.74
-5.3669333,17.13781,15.29
-5.0143104,12.085845,52.31
-4.8931317,12.251854,36.88
-3.3101964,14.548926,23.92
-3.2560208,14.623094,14.2
-4.7962003,12.307155,47.47
-4.707258,12.481268,32.04
-3.3028576,14.4650345,19.89
-3.225887,14.566356,11.94
-3.9166086,12.57544,42.63
-3.7977347,12.708346,27.26
-2.4239194,13.490827,16.74
-2.1289966,13.433007,12.28
-3.686988,12.624197,37.79
-3.5394366,12.764265,23.03
-2.3481898,13.359827,15.63
-2.1211472,13.346939,12.78
-4.924982,11.994883,46.85
-4.861097,12.176013,31.43
-3.1015832,14.287637,19.15
-2.9934711,14.288857,10.44
-4.5736647,12.324905,42.01
-4.484335,12.520811,26.59
-2.931734,14.177792,15.27
-2.8427665,14.285437,9.47
-3.935591,12.591425,37.17
-3.921072,12.784748,22.18
-2.492023,13.54028,12.98
-2.2239058,13.532551,9.82
-3.608463,12.682971,32.33
-3.4744582,12.750038,18.5
-2.35779,13.388263,13.18
-2.133765,13.35244,10.26
-6.880314,12.378374,67.4
-6.783137,12.412103,51.97
-3.838902,15.989963,39.62
-3.8144426,16.064402,29.42
-7.05628,12.649171,62.56
-6.8980026,12.535235,47.14
-3.8440402,16.100384,35.78
-3.9047658,16.21047,25.69
-7.507699,13.538344,57.72
-7.5280085,13.657522,42.47
-5.2965508,17.118189,32.02
-5.241218,17.187181,23.23
-7.595815,13.758016,52.88
-7.560411,13.789991,38.35
-5.4025497,17.231993,29.03
-5.3584657,17.26261,22.29
-6.771478,12.434631,61.94
-6.710525,12.442126,46.52
-3.7778807,15.857648,33.86
-3.742721,15.927609,23.66
-6.816419,12.539992,57.1
-6.77143,12.61358,41.68
-3.8079388,15.948356,30.02
-3.7937899,16.043365,20.34
-7.3822575,13.4315815,52.26
-7.4118524,13.544442,36.84
-5.206342,17.098701,26.42
-5.1560044,17.050055,18.59
-7.5077043,13.582967,47.42
-7.436943,13.67908,32.75
-5.415381,17.199938,23.91
-5.3688135,17.259937,18.5
-4.938801,12.231416,56.49
-4.813694,12.3218775,41.06
-3.3722696,14.279353,28.09
-3.3453686,14.437786,18.24
-4.745024,12.385014,51.65
-4.716434,12.533819,36.22
-3.2816987,14.132151,24.26
-3.2250254,14.383781,15.96
-3.9689195,12.621619,46.81
-3.9528651,12.804309,31.38
-2.5161774,13.690339,20.96
-2.3005762,13.773282,15.37
-3.634875,12.704661,41.97
-3.5280304,12.782395,27.15
-2.4051535,13.568721,19.25
-2.225135,13.693562,15.7
-4.800564,12.183415,51.03
-4.751382,12.24591,35.6
-3.215641,14.080866,22.64
-3.0883975,14.216223,14.34
-4.52749,12.367961,46.19
-4.4026093,12.608088,30.76
-3.130471,13.942562,19.28
-2.9765832,14.158508,12.73
-3.935755,12.627236,41.35
-3.8721802,12.750211,26.01
-2.5754504,13.63101,16.67
-2.3486528,13.774208,12.89
-3.6406777,12.671334,36.57
-3.4765382,12.753888,22.14
-2.4567294,13.548015,16.24
-2.301756,13.626766,13.24
-7.7493715,11.357161,54.45
-7.688746,11.341365,38.48
-4.4586506,15.398482,23.89
-4.2987404,15.438612,13.57
-7.8199306,11.354476,49.63
-7.900423,11.403145,33.66
-4.6365867,15.420642,19.79
-4.6424704,15.468556,10.61
-8.783326,13.389154,44.8
-8.816807,13.336819,28.83
-5.545976,15.7484865,16.51
-5.5608077,15.813016,9.03
-8.857632,13.485882,39.97
-8.834866,13.516743,24.13
-5.8219504,15.79534,14.46
-5.782499,15.792189,9.08
-7.8300686,11.312326,48.82
-7.7989974,11.310216,33.02
-4.293386,15.366627,18.47
-4.213306,15.401033,9.0
-7.9293113,11.368475,44.0
-7.963923,11.409773,28.18
-4.5460978,15.338154,14.02
-4.493921,15.378688,6.42
-8.763533,13.213549,39.17
-8.7940445,13.2562,23.34
-5.6011405,15.644159,10.96
-5.6271386,15.749572,6.01
-8.854328,13.421541,34.35
-8.858225,13.377142,18.85
-5.890112,15.803665,9.19
-5.8670907,15.779081,7.2
-5.811949,10.002967,43.2
-5.760126,9.971795,27.56
-2.9172027,15.01207,13.45
-2.9054248,15.059508,6.29
-5.676637,9.844744,38.37
-5.576436,9.844813,22.72
-2.8622952,14.929844,9.3
-2.803586,14.955279,4.84
-4.6363764,8.955628,33.54
-4.690423,8.975498,17.88
-1.8800511,13.028816,6.7
-1.8074414,13.043191,5.28
-4.4581075,8.839476,28.72
-4.474001,8.837765,13.8
-1.744065,12.842269,6.26
-1.7369729,12.9178,6.29
-5.7548637,9.865406,37.57
-5.6590543,9.88795,22.24
-2.7467039,14.9582,10.83
-2.6679285,14.946074,4.83
-5.6597114,9.674027,32.74
-5.514063,9.744599,17.65
-2.6521256,14.800496,6.74
-2.6254656,14.857496,4.19
-4.6876388,8.944542,27.92
-4.714754,8.9164915,13.47
-1.7297367,12.876891,4.29
-1.7235126,12.946153,4.69
-4.5544944,8.726031,23.13
-4.403332,8.774131,10.08
-1.7437565,12.793636,4.99
-1.6592112,12.818076,5.7
-7.59245,11.444676,58.28
-7.508008,11.448825,42.65
-4.255059,15.585782,27.99
-4.211371,15.65035,17.79
-7.7986584,11.421932,53.45
-7.778085,11.530846,37.81
-4.5061626,15.570568,24.15
-4.5281997,15.578949,14.05
-8.629976,13.347089,48.63
-8.675859,13.318888,32.97
-5.471889,15.755708,20.31
-5.47239,15.821921,12.31
-8.683182,13.419948,43.8
-8.711943,13.508631,28.2
-5.8032446,15.841327,17.9
-5.7313523,15.804054,11.96
-7.606094,11.388738,52.65
-7.570563,11.502457,37.2
-4.1870365,15.467394,22.33
-4.133922,15.562069,12.08
-7.7346263,11.425389,47.83
-7.7360644,11.552487,32.36
-4.4697943,15.452197,18.38
-4.492077,15.568316,8.57
-8.503143,13.327162,43.0
-8.607272,13.208746,27.52
-5.493731,15.753903,14.63
-5.4835725,15.8806,7.98
-8.625106,13.430792,38.17
-8.691729,13.455492,22.68
-5.9328823,15.964502,12.3
-5.7973094,15.976667,8.81
-5.7439995,10.076303,47.16
-5.7436323,10.036976,31.74
-3.0803359,14.849115,16.9
-2.98399,14.93336,8.58
-5.6354537,9.928841,42.33
-5.622079,9.870247,26.9
-3.03951,14.733066,12.62
-2.9986417,14.753317,5.97
-4.570391,9.022457,37.49
-4.5691333,8.915263,22.06
-1.8557512,13.048569,9.25
-1.8663197,13.189085,6.16
-4.495942,8.844442,32.65
-4.3651147,8.8298645,17.38
-1.7186903,12.913089,8.51
-1.7927246,13.061746,7.16
-5.691514,9.953847,41.71
-5.6536713,9.9182625,26.28
-2.6662009,14.748018,12.44
-2.6529613,14.818135,6.99
-5.581601,9.700834,36.87
-5.4842515,9.803633,21.44
-2.648567,14.702087,8.48
-2.6851602,14.725102,5.39
-4.545252,8.9591465,32.03
-4.5630302,8.894027,16.66
-1.7872384,12.971662,6.11
-1.8001468,13.121189,5.62
-4.4779487,8.754893,27.19
-4.406704,8.766673,12.81
-1.7853885,12.902278,6.31
-1.7102283,12.993979,6.48
-6.9176106,12.419597,62.26
-6.9143476,12.501236,46.83
-3.9201276,16.078424,32.35
-3.9470246,16.184896,22.15
-6.99864,12.59313,57.42
-7.0467668,12.766012,41.99
-4.0963573,16.223251,28.51
-4.052067,16.269548,18.31
-7.772038,13.594832,52.58
-7.6264005,13.701532,37.15
-5.206292,17.279547,24.67
-5.1685677,17.332167,15.89
-7.7217836,13.82457,47.74
-7.673505,13.890523,32.88
-5.314963,17.337076,21.62
-5.264575,17.42541,15.47
-6.9153905,12.458569,56.8
-6.973594,12.554913,41.38
-3.8281176,16.163029,26.59
-3.8453305,16.09609,16.51
-6.9455767,12.606915,51.96
-7.0434012,12.736915,36.54
-3.8386223,16.182709,22.75
-3.9761734,16.100664,12.71
-7.5989223,13.595447,47.12
-7.5888267,13.645727,31.7
-5.2032404,17.283978,18.91
-5.152976,17.251238,11.28
-7.6266747,13.762916,42.28
-7.58271,13.844059,27.08
-5.2841673,17.333218,16.2
-5.2436957,17.329508,11.39
-4.875083,12.001579,51.34
-4.7658935,12.087181,35.92
-3.1640975,14.524336,20.82
-3.226015,14.508219,11.52
-4.8073006,12.140878,46.5
-4.639003,12.349568,31.08
-3.168164,14.445156,16.98
-3.160801,14.502591,8.33
-3.839447,12.416938,41.66
-3.832335,12.54823,26.24
-2.3375523,13.662289,13.14
-2.0372279,13.600472,8.12
-3.6380358,12.423987,36.82
-3.5453467,12.616086,21.4
-2.1219301,13.563249,11.67
-2.0327973,13.513027,8.82
-4.7251434,11.922465,45.89
-4.671747,12.060973,30.46
-2.935201,14.3103485,15.48
-2.8466809,14.393337,9.34
-4.4338975,12.201074,41.05
-4.3438454,12.41737,25.62
-2.7631807,14.239115,11.59
-2.7848725,14.336192,7.25
-3.7969084,12.374258,36.21
-3.7689104,12.48939,20.78
-2.3189664,13.5283985,8.74
-2.076065,13.648842,6.96
-3.626603,12.461273,31.37
-3.480406,12.629345,16.02
-2.148791,13.472455,9.02
-1.9273078,13.524666,7.26
-6.796193,12.6328335,66.44
-6.6592402,12.639437,51.01
-3.8528237,16.191143,36.82
-3.8973405,16.368752,26.51
-6.9412513,12.800363,61.6
-6.872421,12.7873,46.17
-3.8951128,16.379038,32.87
-3.94062,16.374243,22.67
-7.430605,13.687485,56.76
-7.415505,13.787175,41.75
-5.223238,17.319128,29.03
-5.078346,17.393631,20.07
-7.55919,13.88967,51.92
-7.555839,13.9124775,37.56
-5.2958264,17.376106,25.65
-5.1695566,17.465607,19.21
-6.698205,12.586719,60.98
-6.6811943,12.61118,45.55
-3.8104506,16.132706,31.02
-3.8131053,16.117374,21.08
-6.780808,12.772289,56.14
-6.776668,12.876406,40.71
-3.816863,16.178167,27.11
-3.9220667,16.271345,17.11
-7.3356023,13.601958,51.3
-7.298946,13.715535,35.95
-5.12968,17.264553,23.27
-5.1272945,17.327919,15.49
-7.4032764,13.782011,46.46
-7.3652177,13.837749,31.76
-5.2273536,17.356356,20.37
-5.231818,17.483627,14.85
-4.9019327,12.200156,55.52
-4.8285985,12.212599,40.1
-3.302553,14.26807,25.23
-3.3391645,14.40908,15.8
-4.7881613,12.220506,50.68
-4.7076764,12.350674,35.26
-3.217968,14.204974,21.34
-3.183764,14.323593,12.61
-3.8045006,12.473563,45.84
-3.8311617,12.553328,30.42
-2.249296,13.789453,17.51
-2.1708138,13.826253,11.55
-3.5253332,12.517824,41.0
-3.5113966,12.611656,25.96
-2.1166134,13.708054,15.79
-2.0847795,13.708971,11.54
-4.679716,12.029655,50.07
-4.665881,12.091749,34.64
-3.1142094,14.15464,19.77
-3.0733757,14.291106,12.3
-4.3573594,12.20145,45.23
-4.267488,12.367255,29.8
-2.915047,13.9926815,15.59
-2.8559127,14.140179,9.66
-3.800629,12.392934,40.39
-3.7888095,12.514881,24.96
-2.1805425,13.820712,12.76
-2.181009,13.778562,9.28
-3.5962543,12.556785,35.55
-3.4139016,12.647313,20.26
-2.233857,13.68404,12.23
-2.059067,13.708663,9.27
-7.6907845,11.759225,53.66
-7.712503,11.841042,37.69
-4.5788617,15.795114,22.09
-4.5796456,15.8443985,12.93
-7.84797,11.912576,48.83
-7.8811326,12.04347,32.86
-4.84158,15.912732,17.92
-4.791985,15.930633,9.53
-8.554819,13.803936,44.0
-8.530875,13.920504,28.04
-5.5487657,16.180895,14.51
-5.630702,16.319626,8.21
-8.582379,13.86543,39.18
-8.5594,13.928155,23.59
-5.828067,16.27735,12.1
-5.829708,16.33554,7.65
-7.7010136,11.696592,48.03
-7.914288,11.815074,32.06
-4.544539,15.821485,17.21
-4.498148,15.882467,9.09
-7.921268,11.796959,43.2
-7.960623,11.896137,27.24
-4.761526,15.882725,12.36
-4.791025,15.921803,6.73
-8.584418,13.765093,38.38
-8.553962,13.879984,22.41
-5.5384493,16.156553,9.09
-5.583953,16.299496,5.73
-8.575689,13.893632,33.55
-8.547122,13.904383,18.12
-5.878557,16.235853,7.44
-5.828982,16.340279,5.96
-5.1858644,9.964844,42.4
-5.2215405,9.920101,26.64
-2.274039,14.986645,13.54
-2.3076944,15.031936,6.31
-4.968916,9.734731,37.58
-5.0489397,9.792102,21.79
-2.28886,14.795109,8.29
-2.2781463,14.939629,5.18
-4.3366175,9.360736,32.75
-4.354678,9.363054,16.94
-1.4751804,13.281024,5.57
-1.5103909,13.306916,5.05
-4.1211967,9.285566,27.92
-4.1228733,9.256452,12.79
-1.4791694,13.205272,4.82
-1.4286146,13.229658,5.31
-5.165338,9.957114,36.78
-5.189252,9.909476,22.5
-2.1907806,15.018621,10.6
-2.2696378,14.974708,5.06
-5.0482655,9.664769,31.95
-5.029132,9.717586,17.37
-2.167627,14.731439,5.84
-2.1752362,14.785835,4.59
-4.3891907,9.317074,27.12
-4.3702245,9.33004,12.61
-1.4602653,13.260027,4.03
-1.4486089,13.257098,4.71
-4.0447397,9.324599,22.3
-4.1002693,9.272915,9.26
-1.4343082,13.147416,3.81
-1.3692749,13.149263,5.14
-7.5696416,11.9245,57.49
-7.5340896,11.933184,41.69
-4.5204024,15.9896555,26.74
-4.447972,16.121475,16.13
-7.6351485,12.142918,52.66
-7.654212,12.105669,36.85
-4.7864413,16.117157,22.55
-4.7427197,16.182133,12.07
-8.339583,13.89186,47.83
-8.319921,13.989367,32.01
-5.4732594,16.445982,18.35
-5.4790306,16.502241,10.47
-8.270652,13.958228,43.01
-8.273927,14.121092,27.48
-5.724316,16.405554,15.86
-5.7554064,16.569696,9.71
-7.5265183,11.83076,51.86
-7.4805026,11.884891,36.23
-4.467394,15.9630375,20.95
-4.33779,16.03846,11.91
-7.715904,12.035099,47.03
-7.7007303,12.036908,31.39
-4.7181063,16.124,16.75
-4.6840496,16.160166,8.53
-8.361864,13.804944,42.21
-8.259403,13.863732,26.55
-5.4420676,16.281815,12.7
-5.452354,16.395807,6.76
-8.3450165,13.970156,37.38
-8.298319,14.036355,21.71
-5.76012,16.433208,10.63
-5.655567,16.41894,6.71
-5.1655574,9.996657,46.23
-5.1683817,9.881768,30.78
-2.0230556,14.970477,16.59
-2.0957787,15.036746,8.54
-4.8975515,9.849455,41.41
-4.926125,9.873468,25.94
-1.9128624,14.840002,11.55
-1.9675856,14.846631,5.93
-4.2713056,9.407668,36.58
-4.2900424,9.477602,21.1
-1.3480687,13.571919,7.59
-1.329529,13.643953,5.77
-4.0511556,9.308442,31.75
-4.06938,9.352973,16.47
-1.3262308,13.378094,6.15
-1.269604,13.31793,6.16
-5.122273,10.015614,40.74
-5.1083136,9.998931,25.38
-2.0701296,14.93644,13.18
-2.1554255,14.974274,6.68
-4.9660406,9.774162,35.9
-5.0020943,9.862278,20.53
-1.8934652,14.768032,8.04
-2.009992,14.758235,5.26
-4.280529,9.441335,31.06
-4.192792,9.484176,15.67
-1.3982054,13.528941,5.29
-1.3268803,13.549433,5.44
-3.9843051,9.352112,26.23
-3.9637303,9.43769,11.26
-1.2762536,13.329334,4.78
-1.1877899,13.238631,5.99
-6.685788,12.855292,61.32
-6.730002,12.844939,45.87
-3.9576344,16.968248,31.42
-3.9477413,16.900217,20.11
-6.8715467,12.992332,56.49
-6.8278356,13.017116,41.03
-4.1330295,17.071894,27.23
-4.1909423,17.079393,15.96
-7.3604636,14.021986,51.66
-7.2739143,14.080461,36.35
-4.9502773,17.512945,23.03
-4.8563666,17.615326,13.82
-7.461544,14.211407,46.84
-7.4212627,14.261393,32.16
-5.0099597,17.605219,19.68
-5.0042777,17.649963,12.78
-6.601235,12.824022,55.84
-6.664359,12.834069,40.41
-3.8681655,16.770199,25.77
-3.9586644,16.769672,15.45
-6.625808,12.943764,51.0
-6.7702446,12.988411,35.57
-4.0761676,16.925575,21.43
-4.1770186,16.972225,11.59
-7.2636285,14.001761,46.16
-7.27207,13.977049,30.73
-4.753088,17.571718,17.24
-4.7294374,17.559301,9.31
-7.461704,14.134623,41.32
-7.4014826,14.190978,26.36
-4.9231358,17.618898,14.56
-4.895446,17.608624,8.62
-4.429277,11.595292,50.38
-4.4088917,11.63866,34.95
-1.670578,15.016726,20.57
-1.5652963,14.991223,11.69
-4.2374673,11.586382,45.54
-4.136497,11.60054,30.12
-1.4839236,14.855833,15.9
-1.4355336,14.949362,8.02
-3.5695724,12.134444,40.7
-3.394865,12.121658,25.28
-0.9274833,14.002885,11.7
-0.86848396,13.990543,6.5
-3.4398427,12.1828785,35.86
-3.2743955,12.186872,20.56
-0.8955965,13.852923,9.52
-0.7817811,13.89364,7.01
-4.3744364,11.597066,44.92
-4.3990273,11.574128,29.65
-1.5292045,14.921758,16.24
-1.3840507,14.97636,8.9
-4.1453815,11.692492,40.08
-4.062417,11.573385,24.66
-1.3265849,14.631719,11.41
-1.171725,14.810512,6.39
-3.528566,12.000461,35.24
-3.3960268,11.981693,19.82
-0.90898865,14.081408,7.58
-0.9305335,14.027886,6.21
-3.3427439,12.028302,30.4
-3.1901622,12.013185,15.0
-0.76674736,13.8438425,6.06
-0.7060233,13.85978,6.84
-6.5457416,12.966353,65.47
-6.4765873,13.047571,50.05
-3.891045,17.12351,36.1
-3.9366567,17.031971,24.52
-6.664122,13.162115,60.63
-6.630788,13.194343,45.23
-4.0380654,17.219128,31.9
-4.0092506,17.213387,20.44
-7.1207075,14.033529,55.79
-7.0727005,14.044623,41.03
-4.756187,17.724516,27.71
-4.767297,17.772684,17.53
-7.316737,14.320427,50.95
-7.1347084,14.394859,36.84
-4.8390937,17.695078,23.95
-4.8695736,17.789413,16.35
-6.472001,12.970399,60.02
-6.4575987,12.981146,44.59
-3.8494792,17.113512,30.65
-3.9673193,17.029043,19.43
-6.5686617,13.148397,55.18
-6.551584,13.160013,39.75
-3.9813013,17.277126,26.11
-4.0049415,17.171629,15.63
-7.019027,14.00651,50.34
-6.96482,13.987317,35.23
-4.6358647,17.671354,21.91
-4.594161,17.751385,13.15
-7.1235247,14.246039,45.5
-7.0014734,14.279361,31.04
-4.806251,17.753708,18.86
-4.808447,17.769775,11.93
-4.3740587,11.656485,54.56
-4.320369,11.716399,39.13
-1.2599452,15.026423,25.33
-1.2831824,14.959042,15.26
-4.0771837,11.8599205,49.72
-4.0497637,11.808101,34.29
-1.146919,14.812907,20.77
-1.1836618,14.796694,11.51
-3.593333,12.071725,44.88
-3.3845625,12.177537,29.45
-0.87102884,14.233965,16.51
-0.85723424,14.2121,9.26
-3.3438582,12.203959,40.04
-3.2429528,12.301635,25.24
-0.74890393,14.02938,13.92
-0.75384086,14.070061,8.64
-4.309556,11.680699,49.1
-4.2461433,11.6922455,34.03
-1.2069739,14.951434,20.36
-1.1791896,14.891404,11.7
-4.034008,11.875098,44.26
-4.060746,11.802941,28.84
-1.0422618,14.811942,15.62
-1.0436254,14.813288,8.59
-3.473417,12.01402,39.42
-3.2698383,12.069916,24.0
-0.81343126,14.218221,11.73
-0.85734123,14.223673,7.62
