-1.548655033111572266e+00,-1.124731898307800293e+00,-3.949856162071228027e-01,-1.153337955474853516e+00,7.632238864898681641e-01
-1.533102631568908691e+00,-1.113370418548583984e+00,-3.910010755062103271e-01,-1.141695618629455566e+00,7.555201649665832520e-01
-1.517550230026245117e+00,-1.102009057998657227e+00,-3.870165348052978516e-01,-1.130053162574768066e+00,7.478162646293640137e-01
-1.501998066902160645e+00,-1.090647578239440918e+00,-3.830320239067077637e-01,-1.118410825729370117e+00,7.401124835014343262e-01
-1.486445903778076172e+00,-1.079286336898803711e+00,-3.790475428104400635e-01,-1.106768608093261719e+00,7.324086427688598633e-01
-1.470893502235412598e+00,-1.067924857139587402e+00,-3.750630319118499756e-01,-1.095126271247863770e+00,7.247048616409301758e-01
-1.455341339111328125e+00,-1.056563496589660645e+00,-3.710785210132598877e-01,-1.083483815193176270e+00,7.170010209083557129e-01
-1.439789056777954102e+00,-1.045202136039733887e+00,-3.670940101146697998e-01,-1.071841597557067871e+00,7.092971801757812500e-01
-1.424236893653869629e+00,-1.033840656280517578e+00,-3.631095290184020996e-01,-1.060199260711669922e+00,7.015933990478515625e-01
-1.408684492111206055e+00,-1.022479057312011719e+00,-3.591250181198120117e-01,-1.048556804656982422e+00,6.938894987106323242e-01
-1.393132328987121582e+00,-1.011117815971374512e+00,-3.551404774188995361e-01,-1.036914467811584473e+00,6.861857175827026367e-01
-1.377580046653747559e+00,-9.997563958168029785e-01,-3.511559665203094482e-01,-1.025272130966186523e+00,6.784819364547729492e-01
-1.362027645111083984e+00,-9.883950352668762207e-01,-3.471714854240417480e-01,-1.013629794120788574e+00,6.707780361175537109e-01
-1.346475481986999512e+00,-9.770336151123046875e-01,-3.431869447231292725e-01,-1.001987576484680176e+00,6.630742549896240234e-01
-1.330923318862915039e+00,-9.656722545623779297e-01,-3.392024636268615723e-01,-9.903451800346374512e-01,6.553704142570495605e-01
-1.315370917320251465e+00,-9.543107151985168457e-01,-3.352179229259490967e-01,-9.787027239799499512e-01,6.476665735244750977e-01
-1.299818754196166992e+00,-9.429493546485900879e-01,-3.312334418296813965e-01,-9.670605063438415527e-01,6.399627327919006348e-01
-1.284266471862792969e+00,-9.315880537033081055e-01,-3.272489607334136963e-01,-9.554181694984436035e-01,6.322590112686157227e-01
-1.268714189529418945e+00,-9.202265143394470215e-01,-3.232644200325012207e-01,-9.437757134437561035e-01,6.245551705360412598e-01
-1.253161907196044922e+00,-9.088650941848754883e-01,-3.192798793315887451e-01,-9.321333765983581543e-01,6.168513298034667969e-01
-1.237609624862670898e+00,-8.975037336349487305e-01,-3.152953982353210449e-01,-9.204910993576049805e-01,6.091474890708923340e-01
-1.222057461738586426e+00,-8.861423134803771973e-01,-3.113109171390533447e-01,-9.088487625122070312e-01,6.014437675476074219e-01
-1.206505298614501953e+00,-8.747809529304504395e-01,-3.073264062404632568e-01,-8.972064852714538574e-01,5.937399864196777344e-01
