1.154962778091430664e+00,1.513894677162170410e+00,1.098814010620117188e+00
1.143323898315429688e+00,1.498667120933532715e+00,1.087742805480957031e+00
1.131684780120849609e+00,1.483439326286315918e+00,1.076671600341796875e+00
1.120045900344848633e+00,1.468212008476257324e+00,1.065600514411926270e+00
1.108407020568847656e+00,1.452984571456909180e+00,1.054529666900634766e+00
1.096767902374267578e+00,1.437756896018981934e+00,1.043458461761474609e+00
1.085129022598266602e+00,1.422529339790344238e+00,1.032387495040893555e+00
1.073490142822265625e+00,1.407301783561706543e+00,1.021316289901733398e+00
1.061851143836975098e+00,1.392074346542358398e+00,1.010245323181152344e+00
1.050212144851684570e+00,1.376846671104431152e+00,9.991742968559265137e-01
1.038573145866394043e+00,1.361619234085083008e+00,9.881032705307006836e-01
1.026934266090393066e+00,1.346391677856445312e+00,9.770321846008300781e-01
1.015295267105102539e+00,1.331164121627807617e+00,9.659610390663146973e-01
1.003656268119812012e+00,1.315936565399169922e+00,9.548899531364440918e-01
9.920175075531005859e-01,1.300709128379821777e+00,9.438189864158630371e-01
9.803783893585205078e-01,1.285481452941894531e+00,9.327478408813476562e-01
9.687395095825195312e-01,1.270254015922546387e+00,9.216767549514770508e-01
9.571006298065185547e-01,1.255026459693908691e+00,9.106058478355407715e-01
9.454615712165832520e-01,1.239798903465270996e+00,8.995347023010253906e-01
9.338225722312927246e-01,1.224571228027343750e+00,8.884635567665100098e-01
9.221836924552917480e-01,1.209343791007995605e+00,8.773925900459289551e-01
9.105447530746459961e-01,1.194116234779357910e+00,8.663213849067687988e-01
8.989058136940002441e-01,1.178888797760009766e+00,8.552504181861877441e-01
8.872668743133544922e-01,1.163661241531372070e+00,8.441793918609619141e-01
8.756278157234191895e-01,1.148433685302734375e+00,8.331083059310913086e-01
8.639888763427734375e-01,1.133206129074096680e+00,8.220372200012207031e-01
8.523499369621276855e-01,1.117978572845458984e+00,8.109661936759948730e-01
8.407109975814819336e-01,1.102751016616821289e+00,7.998950481414794922e-01
8.290721178054809570e-01,1.087523460388183594e+00,7.888239622116088867e-01
8.174330592155456543e-01,1.072295904159545898e+00,7.777529954910278320e-01
8.057941198348999023e-01,1.057068347930908203e+00,7.666818499565124512e-01
7.941551804542541504e-01,1.041840791702270508e+00,7.556108236312866211e-01
7.825162410736083984e-01,1.026613354682922363e+00,7.445397973060607910e-01
7.708773016929626465e-01,1.011385798454284668e+00,7.334686517715454102e-01
7.592383027076721191e-01,9.961583018302917480e-01,7.223976254463195801e-01
7.475993037223815918e-01,9.809307456016540527e-01,7.113264799118041992e-01
7.359604239463806152e-01,9.657032489776611328e-01,7.002555131912231445e-01
7.243214249610900879e-01,9.504756927490234375e-01,6.891844272613525391e-01
7.126824855804443359e-01,9.352481365203857422e-01,6.781133413314819336e-01
7.010436058044433594e-01,9.200206995010375977e-01,6.670423150062561035e-01
6.894046068191528320e-01,9.047930836677551270e-01,6.559712290763854980e-01
6.777656674385070801e-01,8.895655870437622070e-01,6.449001431465148926e-01
6.661266684532165527e-01,8.743379712104797363e-01,6.338291168212890625e-01
6.544877886772155762e-01,8.591105341911315918e-01,6.227580308914184570e-01
6.428487300872802734e-01,8.438829183578491211e-01,6.116869449615478516e-01
6.312097907066345215e-01,8.286553621292114258e-01,6.006157994270324707e-01
6.195708513259887695e-01,8.134278655052185059e-01,5.895448327064514160e-01
6.079319119453430176e-01,7.982003092765808105e-01,5.784738063812255859e-01
5.962929725646972656e-01,7.829728126525878906e-01,5.674027800559997559e-01
5.846539735794067383e-01,7.677452564239501953e-01,5.563316345214843750e-01
5.730150341987609863e-01,7.525177001953125000e-01,5.452605485916137695e-01
5.613760948181152344e-01,7.372901439666748047e-01,5.341894626617431641e-01
5.497370958328247070e-01,7.220625877380371094e-01,5.231184363365173340e-01
5.380981564521789551e-01,7.068351507186889648e-01,5.120474100112915039e-01
5.264592170715332031e-01,6.916075348854064941e-01,5.009763240814208984e-01
5.148202180862426758e-01,6.763799786567687988e-01,4.899052083492279053e-01
