val_x1tox8_mae,val_x1tox8_rmse,total_val_loss,epoch,step,train_x1tox8_mae,train_x1tox8_rmse,total_train_loss,l1_weight_loss,l2_weight_loss,l1_bias_loss,l2_bias_loss
1.1440500020980835,1.4472821950912476,1.1440500020980835,0,15,,,,,,,
,,,0,15,1.0922305583953857,1.3996561765670776,1.1528171300888062,0.060586702078580856,0.0,0.0,0.0
1.0464661121368408,1.343335747718811,1.0464661121368408,1,31,,,,,,,
,,,1,31,1.0003864765167236,1.3045761585235596,1.0600132942199707,0.059626661241054535,0.0,0.0,0.0
0.9613815546035767,1.2552506923675537,0.9613815546035767,2,47,,,,,,,
,,,2,47,0.9142194986343384,1.2011383771896362,0.9729266166687012,0.05870721489191055,0.0,0.0,0.0
0.8826907277107239,1.1767629384994507,0.8826907277107239,3,63,,,,,,,
,,,3,63,0.8412140011787415,1.1367299556732178,0.8990235328674316,0.05780953913927078,0.0,0.0,0.0
0.822657585144043,1.112117052078247,0.822657585144043,4,79,,,,,,,
,,,4,79,0.7749285697937012,1.069625735282898,0.8318703770637512,0.05694187805056572,0.0,0.0,0.0
0.7817120552062988,1.0627610683441162,0.7817120552062988,5,95,,,,,,,
,,,5,95,0.7317458391189575,1.014605164527893,0.7879906892776489,0.0562448725104332,0.0,0.0,0.0
0.745033860206604,1.0222737789154053,0.745033860206604,6,111,,,,,,,
,,,6,111,0.6952356100082397,0.9714536666870117,0.7510100603103638,0.05577443167567253,0.0,0.0,0.0
0.7110295295715332,0.9858444929122925,0.7110295295715332,7,127,,,,,,,
,,,7,127,0.6633607149124146,0.9383198022842407,0.7187684774398804,0.05540781468153,0.0,0.0,0.0
0.6777618527412415,0.9556354284286499,0.6777618527412415,8,143,,,,,,,
,,,8,143,0.6330618858337402,0.9049012064933777,0.68826824426651,0.0552062913775444,0.0,0.0,0.0
0.6468673944473267,0.9237292408943176,0.6468673944473267,9,159,,,,,,,
,,,9,159,0.6036962866783142,0.8740706443786621,0.6587541103363037,0.05505775660276413,0.0,0.0,0.0
0.6238105893135071,0.8925609588623047,0.6238105893135071,10,175,,,,,,,
,,,10,175,0.5786153078079224,0.8483230471611023,0.6334210634231567,0.05480581521987915,0.0,0.0,0.0
0.5992482900619507,0.8621433973312378,0.5992482900619507,11,191,,,,,,,
,,,11,191,0.5571332573890686,0.8234947323799133,0.6116385459899902,0.05450524017214775,0.0,0.0,0.0
0.5744569301605225,0.8304608464241028,0.5744569301605225,12,207,,,,,,,
,,,12,207,0.5346568822860718,0.7915975451469421,0.5888549089431763,0.0541980043053627,0.0,0.0,0.0
0.5471843481063843,0.7970383763313293,0.5471843481063843,13,223,,,,,,,
,,,13,223,0.5110241174697876,0.7591316103935242,0.5649139285087585,0.05388980358839035,0.0,0.0,0.0
0.517635703086853,0.7619755864143372,0.517635703086853,14,239,,,,,,,
,,,14,239,0.48526495695114136,0.7270785570144653,0.53883957862854,0.053574562072753906,0.0,0.0,0.0
0.48455744981765747,0.7246583700180054,0.48455744981765747,15,255,,,,,,,
,,,15,255,0.45664745569229126,0.6941068768501282,0.5099023580551147,0.05325490981340408,0.0,0.0,0.0
0.44606703519821167,0.6841095685958862,0.44606703519821167,16,271,,,,,,,
,,,16,271,0.42457467317581177,0.6570582389831543,0.4775056838989258,0.052931077778339386,0.0,0.0,0.0
0.40293771028518677,0.6422662138938904,0.40293771028518677,17,287,,,,,,,
,,,17,287,0.38712432980537415,0.617152988910675,0.439841091632843,0.052716709673404694,0.0,0.0,0.0
0.3526356518268585,0.5992293953895569,0.3526356518268585,18,303,,,,,,,
,,,18,303,0.34522876143455505,0.5799998641014099,0.39790406823158264,0.05267532914876938,0.0,0.0,0.0
0.3176337778568268,0.5595778226852417,0.3176337778568268,19,319,,,,,,,
,,,19,319,0.3031764328479767,0.5405248403549194,0.35581451654434204,0.05263804644346237,0.0,0.0,0.0
0.2847992479801178,0.5213369131088257,0.2847992479801178,20,335,,,,,,,
,,,20,335,0.2747650444507599,0.505859375,0.3273078501224518,0.05254283547401428,0.0,0.0,0.0
0.2546885311603546,0.4842272400856018,0.2546885311603546,21,351,,,,,,,
,,,21,351,0.24467071890830994,0.4713718295097351,0.29715830087661743,0.05248764902353287,0.0,0.0,0.0
0.23302996158599854,0.4491400718688965,0.23302996158599854,22,367,,,,,,,
,,,22,367,0.22267422080039978,0.4363403916358948,0.2750648558139801,0.05239063501358032,0.0,0.0,0.0
0.21210169792175293,0.4134213328361511,0.21210169792175293,23,383,,,,,,,
,,,23,383,0.20287580788135529,0.4024672508239746,0.25514835119247437,0.05227255821228027,0.0,0.0,0.0
0.19096769392490387,0.3785262703895569,0.19096769392490387,24,399,,,,,,,
,,,24,399,0.18325559794902802,0.36939287185668945,0.2354649305343628,0.05220929533243179,0.0,0.0,0.0
0.16914643347263336,0.34288179874420166,0.16914643347263336,25,415,,,,,,,
,,,25,415,0.16384439170360565,0.33804136514663696,0.2160421907901764,0.05219777673482895,0.0,0.0,0.0
0.1462421715259552,0.3073757290840149,0.1462421715259552,26,431,,,,,,,
,,,26,431,0.14352983236312866,0.3028121888637543,0.19574309885501862,0.05221325159072876,0.0,0.0,0.0
0.12271392345428467,0.27250146865844727,0.12271392345428467,27,447,,,,,,,
,,,27,447,0.12226741015911102,0.27046912908554077,0.1745283156633377,0.05226089805364609,0.0,0.0,0.0
0.09762836992740631,0.23852284252643585,0.09762836992740631,28,463,,,,,,,
,,,28,463,0.10057751089334488,0.2384224683046341,0.15291830897331238,0.0523407943546772,0.0,0.0,0.0
0.08228904753923416,0.20866623520851135,0.08228904753923416,29,479,,,,,,,
,,,29,479,0.082042396068573,0.2096100151538849,0.1344357132911682,0.05239332467317581,0.0,0.0,0.0
0.06642123311758041,0.179901123046875,0.06642123311758041,30,495,,,,,,,
,,,30,495,0.06770968437194824,0.18257848918437958,0.12005319446325302,0.052343498915433884,0.0,0.0,0.0
0.05114613100886345,0.15342473983764648,0.05114613100886345,31,511,,,,,,,
,,,31,511,0.05332363396883011,0.15417028963565826,0.10564319789409637,0.052319567650556564,0.0,0.0,0.0
0.04256361722946167,0.12941069900989532,0.04256361722946167,32,527,,,,,,,
,,,32,527,0.04232044890522957,0.13148075342178345,0.09460975974798203,0.052289318293333054,0.0,0.0,0.0
0.03454415872693062,0.10609126091003418,0.03454415872693062,33,543,,,,,,,
