UMAP1,UMAP2,Predicted Bandgaps,True Bandgaps
-0.9189668893814087,10.619339942932129,1.938344120979309,1.95
-2.015374183654785,11.087902069091797,1.7491974830627441,1.61
-2.967475414276123,10.850146293640137,1.3019095659255981,1.31
-1.2005815505981445,9.994172096252441,1.816320776939392,1.58
-2.082097291946411,9.946555137634277,1.4306594133377075,1.26
-2.8915281295776367,9.52460765838623,0.9197352528572083,0.88
-3.4781594276428223,10.495169639587402,1.8108848333358765,1.85
-1.9795514345169067,10.576655387878418,1.9824556112289429,1.97
-0.5207017660140991,10.169450759887695,2.4020564556121826,2.53
5.80147647857666,7.5609869956970215,1.198167324066162,1.05
6.522355079650879,7.692349433898926,0.7758877277374268,0.77
7.33889102935791,7.867674827575684,0.6550477743148804,0.64
6.203543663024902,7.051192760467529,1.007847785949707,1.03
6.893654823303223,7.120782852172852,0.612928032875061,0.63
7.5613250732421875,7.405848979949951,0.5145578384399414,0.48
5.824190616607666,7.83624792098999,2.168933391571045,2.21
7.490636825561523,8.41276741027832,1.787755012512207,1.77
8.0490140914917,8.538799285888672,1.5100045204162598,1.48
-4.9415788650512695,8.073143005371094,1.0722496509552002,1.05
-5.468231678009033,7.517645359039307,2.1640560626983643,2.11
-5.257569313049316,8.395503997802734,1.952239751815796,1.94
-6.383559703826904,8.072769165039062,3.2363810539245605,3.21
-5.975925445556641,7.156735420227051,4.032646179199219,4.02
-5.56389045715332,6.853825092315674,4.514156341552734,4.56
-6.234035491943359,7.830750942230225,3.2911293506622314,3.3
-6.1143388748168945,7.115837097167969,4.115793704986572,4.16
-6.352693557739258,7.723669528961182,3.387688398361206,3.44
-6.277095317840576,7.0977959632873535,4.257338523864746,4.23
-3.0998246669769287,11.947901725769043,3.2908592224121094,3.77
-2.206753969192505,12.479938507080078,4.122560501098633,4.24
-1.2219504117965698,11.879895210266113,4.8164167404174805,4.91
-2.934100389480591,11.744176864624023,3.4159395694732666,3.76
-1.966735601425171,12.377569198608398,4.212198257446289,4.31
-1.258173942565918,11.686601638793945,5.025483131408691,5.11
-2.716092348098755,11.69631290435791,3.5645580291748047,3.6
-1.9632132053375244,12.036942481994629,4.353928565979004,4.37
-1.2642849683761597,11.524460792541504,5.248297691345215,5.25
9.40532398223877,10.025612831115723,3.453754186630249,3.51
9.262960433959961,11.571396827697754,3.9690680503845215,4.0
8.798091888427734,12.39122200012207,4.420784950256348,4.67
8.943281173706055,10.083985328674316,3.5425450801849365,3.61
9.041365623474121,11.301763534545898,4.172868728637695,4.17
8.457292556762695,12.04201889038086,4.72996711730957,4.94
8.730117797851562,10.528499603271484,3.7119996547698975,3.71
8.811056137084961,11.236072540283203,4.413259506225586,4.4
8.30890941619873,11.783981323242188,5.082010269165039,5.37
8.280152320861816,10.189410209655762,3.2777814865112305,3.23
7.709845542907715,11.392000198364258,3.7232844829559326,3.72
7.793295383453369,12.473339080810547,4.2908735275268555,4.34
8.079231262207031,10.20422077178955,3.336487054824829,3.33
7.146551609039307,11.328115463256836,3.8817129135131836,3.88
7.385848522186279,12.419413566589355,4.589560508728027,4.61
7.809989929199219,10.632173538208008,3.5122227668762207,3.44
7.443559169769287,11.0661039352417,4.096684455871582,4.08
7.221956729888916,12.067636489868164,4.960441589355469,4.95
6.74399995803833,8.578537940979004,0.48916828632354736,0.58
6.101009845733643,8.518647193908691,0.6710588932037354,0.68
5.344015598297119,8.25963020324707,1.0177887678146362,0.97
7.015939712524414,8.17416763305664,0.41001832485198975,0.41
6.454578399658203,8.007416725158691,0.5975267887115479,0.57
5.578983306884766,8.052083969116211,0.8915179967880249,0.92
7.3652801513671875,9.045323371887207,1.459902048110962,1.46
6.75746488571167,8.968928337097168,1.716103196144104,1.75
5.448241710662842,8.63382339477539,2.1932969093322754,2.18
7.397472381591797,10.267587661743164,3.1087121963500977,3.08
6.090930938720703,11.232831001281738,3.558398723602295,3.57
6.582159996032715,12.171832084655762,4.1281418800354,4.17
7.212704181671143,10.261153221130371,3.1586971282958984,3.17
6.050390720367432,11.013105392456055,3.710089921951294,3.71
6.37430477142334,11.95128345489502,4.380462646484375,4.42
7.1623148918151855,10.446531295776367,3.2517056465148926,3.26
6.367563724517822,11.202341079711914,3.9197165966033936,3.91
6.545324325561523,11.793742179870605,4.805724143981934,4.75
6.412145614624023,9.230815887451172,0.5591029524803162,0.54
5.746297836303711,9.149271965026855,0.6119754314422607,0.62
5.154774188995361,9.110146522521973,0.9272844791412354,0.9
6.653707981109619,8.890889167785645,0.35663068294525146,0.37
5.887375831604004,8.827914237976074,0.5537047386169434,0.53
5.140880107879639,8.771444320678711,0.8538051247596741,0.88
6.849771976470947,9.377896308898926,1.4512414932250977,1.45
6.036401748657227,9.689659118652344,1.7044247388839722,1.74
5.305948734283447,9.434990882873535,2.157118320465088,2.18
8.141777038574219,8.479405403137207,1.6789371967315674,1.75
8.338000297546387,8.726520538330078,1.9524720907211304,1.97
8.56357479095459,9.045422554016113,2.2835850715637207,2.28
8.878805160522461,9.413958549499512,2.6172046661376953,2.29
9.035783767700195,9.611711502075195,2.9713239669799805,3.14
9.18789291381836,9.81864070892334,3.202547788619995,3.37
9.350321769714355,9.917378425598145,3.3424220085144043,3.36
-3.43086576461792,10.771459579467773,1.9026448726654053,1.89
-3.4783473014831543,11.077335357666016,2.003056526184082,2.0
-3.4325649738311768,11.354096412658691,2.255208969116211,2.28
-3.39239764213562,11.573649406433105,2.4607462882995605,2.35
-3.3341424465179443,11.73728084564209,2.686295747756958,3.07
-3.2328920364379883,11.822559356689453,2.86332368850708,2.72
-3.311351776123047,11.922994613647461,3.079310417175293,3.1
-5.425366401672363,8.450578689575195,2.008389472961426,2.1
-5.610489845275879,8.314979553222656,2.1135497093200684,2.35
-5.798643589019775,8.228217124938965,2.2967147827148438,2.29
-6.014845371246338,8.32640552520752,2.559906482696533,2.39
-6.083292484283447,8.33732795715332,2.8085668087005615,2.5
-6.133649826049805,8.27556324005127,2.991637945175171,3.2
-6.273435592651367,8.200580596923828,3.1275813579559326,3.19
8.70560359954834,9.60835075378418,2.5355427265167236,2.73
9.223411560058594,9.988629341125488,3.3274905681610107,2.9
8.652322769165039,9.112751960754395,1.9569530487060547,1.67
8.971199035644531,10.997458457946777,3.0892603397369385,3.12
9.35357666015625,11.46530532836914,3.795581579208374,3.35
9.166278839111328,11.152531623840332,3.13309383392334,3.05
6.917858123779297,7.465097904205322,1.5341124534606934,1.5
