-1.673513054847717285e+00,-3.139686107635498047e+00,3.202237188816070557e-03,-5.471172928810119629e-01
-1.536289811134338379e+00,-3.097315788269042969e+00,1.594782993197441101e-02,-5.125259757041931152e-01
-1.406658768653869629e+00,-3.063328266143798828e+00,2.866890467703342438e-02,-4.696756899356842041e-01
-1.283365726470947266e+00,-3.036542177200317383e+00,4.141382873058319092e-02,-4.196418523788452148e-01
-1.165535569190979004e+00,-3.015888214111328125e+00,5.417150631546974182e-02,-3.635030984878540039e-01
-1.052592635154724121e+00,-3.000344276428222656e+00,6.687485426664352417e-02,-3.023929595947265625e-01
-9.442086815834045410e-01,-2.988895654678344727e+00,7.940643280744552612e-02,-2.375373691320419312e-01
-8.402684926986694336e-01,-2.980501413345336914e+00,9.159730374813079834e-02,-1.702813953161239624e-01
-7.408432960510253906e-01,-2.974071025848388672e+00,1.032297313213348389e-01,-1.021119058132171631e-01
-6.461722254753112793e-01,-2.968447685241699219e+00,1.140374913811683655e-01,-3.466959670186042786e-02
-5.566439628601074219e-01,-2.962402820587158203e+00,1.237087622284889221e-01,3.024464659392833710e-02
-4.727807939052581787e-01,-2.954628229141235352e+00,1.318885982036590576e-01,9.067459404468536377e-02
-3.952222764492034912e-01,-2.943747043609619141e+00,1.381831020116806030e-01,1.445216685533523560e-01
-3.247023522853851318e-01,-2.928321838378906250e+00,1.421673893928527832e-01,1.895703971385955811e-01
-2.620271146297454834e-01,-2.906878232955932617e+00,1.433943808078765869e-01,2.235257476568222046e-01
-2.080451250076293945e-01,-2.877933502197265625e+00,1.414054632186889648e-01,2.440650314092636108e-01
-1.636125445365905762e-01,-2.840034008026123047e+00,1.357468962669372559e-01,2.489018440246582031e-01
-1.295529752969741821e-01,-2.791805744171142578e+00,1.259863674640655518e-01,2.358683496713638306e-01
-1.066121011972427368e-01,-2.732007980346679688e+00,1.117333546280860901e-01,2.030071318149566650e-01
-9.540408849716186523e-02,-2.659599781036376953e+00,9.266332536935806274e-02,1.486794203519821167e-01
-9.635835886001586914e-02,-2.573810338973999023e+00,6.854205578565597534e-02,7.168238610029220581e-02
-1.096590608358383179e-01,-2.474213838577270508e+00,3.925340250134468079e-02,-2.862745150923728943e-02
-1.351863443851470947e-01,-2.360807657241821289e+00,4.825375974178314209e-03,-1.522058695554733276e-01
-1.724587529897689819e-01,-2.234084844589233398e+00,-3.454271703958511353e-02,-2.982009947299957275e-01
-2.205828428268432617e-01,-2.095102310180664062e+00,-7.845742255449295044e-02,-4.648422300815582275e-01
-2.782103717327117920e-01,-1.945533990859985352e+00,-1.263111531734466553e-01,-6.493519544601440430e-01
-3.435118794441223145e-01,-1.787705421447753906e+00,-1.772705614566802979e-01,-8.478878736495971680e-01
-4.141689836978912354e-01,-1.624603390693664551e+00,-2.302731722593307495e-01,-1.055527687072753906e+00
-4.873908460140228271e-01,-1.459853053092956543e+00,-2.840348482131958008e-01,-1.266307115554809570e+00
-5.599595308303833008e-01,-1.297655582427978516e+00,-3.370717763900756836e-01,-1.473319530487060547e+00
-6.283087134361267090e-01,-1.142683744430541992e+00,-3.877357840538024902e-01,-1.668889522552490234e+00
-6.886374950408935547e-01,-9.999290704727172852e-01,-4.342696070671081543e-01,-1.844819664955139160e+00
-7.370593547821044922e-01,-8.745025396347045898e-01,-4.748738408088684082e-01,-1.992720484733581543e+00
-7.697872519493103027e-01,-7.713876962661743164e-01,-5.077953934669494629e-01,-2.104411125183105469e+00
-7.833459973335266113e-01,-6.951560974121093750e-01,-5.314250588417053223e-01,-2.172388553619384766e+00
-7.748095393180847168e-01,-6.496515870094299316e-01,-5.444088578224182129e-01,-2.190339326858520508e+00
-7.420455217361450195e-01,-6.376643180847167969e-01,-5.457606315612792969e-01,-2.153680801391601562e+00
-6.839568614959716797e-01,-6.606072783470153809e-01,-5.349764823913574219e-01,-2.060083627700805664e+00
-6.006987690925598145e-01,-7.182270288467407227e-01,-5.121335983276367188e-01,-1.909949183464050293e+00
-4.938516020774841309e-01,-8.083732128143310547e-01,-4.779732227325439453e-01,-1.706787109375000000e+00
-3.665280342102050781e-01,-9.268553853034973145e-01,-4.339482784271240234e-01,-1.457446813583374023e+00
-2.233906984329223633e-01,-1.067419767379760742e+00,-3.822325468063354492e-01,-1.172159075736999512e+00
-7.056158781051635742e-02,-1.221869230270385742e+00,-3.256790637969970703e-01,-8.643378019332885742e-01
8.459078520536422729e-02,-1.380346059799194336e+00,-2.677206397056579590e-01,-5.501150488853454590e-01
2.337932586669921875e-01,-1.531789541244506836e+00,-2.122106105089187622e-01,-2.475946992635726929e-01
