val_x1tox8_mae,val_x1tox8_rmse,total_val_loss,epoch,step,train_x1tox8_mae,train_x1tox8_rmse,total_train_loss,l1_weight_loss,l2_weight_loss,l1_bias_loss,l2_bias_loss
0.9835594296455383,1.2390178442001343,0.9835594296455383,0,15,,,,,,,
,,,0,15,0.9072736501693726,1.173004388809204,0.9077699780464172,0.0,0.0004961920785717666,0.0,0.0
0.9654544591903687,1.192541241645813,0.9654544591903687,1,31,,,,,,,
,,,1,31,0.8884817957878113,1.1288405656814575,0.8889737129211426,0.0,0.0004919290076941252,0.0,0.0
0.9516030550003052,1.1557692289352417,0.9516030550003052,2,47,,,,,,,
,,,2,47,0.8737894892692566,1.0959608554840088,0.8742780685424805,0.0,0.000488604826387018,0.0,0.0
0.9413775205612183,1.129191279411316,0.9413775205612183,3,63,,,,,,,
,,,3,63,0.8626006245613098,1.0676758289337158,0.8630868792533875,0.0,0.00048627989599481225,0.0,0.0
0.9331350326538086,1.1115829944610596,0.9331350326538086,4,79,,,,,,,
,,,4,79,0.8541224598884583,1.0477800369262695,0.8546072840690613,0.0,0.00048488005995750427,0.0,0.0
0.9261075258255005,1.102537751197815,0.9261075258255005,5,95,,,,,,,
,,,5,95,0.8469516634941101,1.0307681560516357,0.8474360704421997,0.0,0.0004843513888772577,0.0,0.0
0.9181596636772156,1.1007732152938843,0.9181596636772156,6,111,,,,,,,
,,,6,111,0.8401206135749817,1.0238468647003174,0.8406051397323608,0.0,0.0004846995580010116,0.0,0.0
0.9067710638046265,1.1064188480377197,0.9067710638046265,7,127,,,,,,,
,,,7,127,0.8314381837844849,1.0297040939331055,0.8319244384765625,0.0,0.0004860977060161531,0.0,0.0
0.8901246786117554,1.120496392250061,0.8901246786117554,8,143,,,,,,,
,,,8,143,0.818891704082489,1.033930778503418,0.8193806409835815,0.0,0.000488859717734158,0.0,0.0
0.864861786365509,1.1439919471740723,0.864861786365509,9,159,,,,,,,
,,,9,159,0.7999551892280579,1.060960054397583,0.8004485964775085,0.0,0.0004934290191158652,0.0,0.0
0.8466417193412781,1.12706458568573,0.8466417193412781,10,175,,,,,,,
,,,10,175,0.7797428369522095,1.0643101930618286,0.780239999294281,0.0,0.0004971164744347334,0.0,0.0
0.829695999622345,1.1087909936904907,0.829695999622345,11,191,,,,,,,
,,,11,191,0.7635711431503296,1.0431652069091797,0.7640682458877563,0.0,0.0004971461603417993,0.0,0.0
0.8133360147476196,1.0906301736831665,0.8133360147476196,12,207,,,,,,,
,,,12,207,0.7481130957603455,1.0174119472503662,0.7486104369163513,0.0,0.0004972575115971267,0.0,0.0
0.7970460057258606,1.072731375694275,0.7970460057258606,13,223,,,,,,,
,,,13,223,0.7330860495567322,1.0043423175811768,0.7335835695266724,0.0,0.0004975184565410018,0.0,0.0
0.7815319299697876,1.0571558475494385,0.7815319299697876,14,239,,,,,,,
,,,14,239,0.7183700203895569,0.9871837496757507,0.7188678979873657,0.0,0.0004978147917427123,0.0,0.0
0.765165388584137,1.0407055616378784,0.765165388584137,15,255,,,,,,,
,,,15,255,0.7041038274765015,0.9777344465255737,0.704602062702179,0.0,0.0004982432001270354,0.0,0.0
0.7487467527389526,1.0254368782043457,0.7487467527389526,16,271,,,,,,,
,,,16,271,0.6893203854560852,0.9596635103225708,0.6898190379142761,0.0,0.000498722423799336,0.0,0.0
0.7318075895309448,1.0102533102035522,0.7318075895309448,17,287,,,,,,,
,,,17,287,0.6743155717849731,0.9470559358596802,0.6748148798942566,0.0,0.0004993159091100097,0.0,0.0
0.7148970365524292,0.996059775352478,0.7148970365524292,18,303,,,,,,,
,,,18,303,0.6586993932723999,0.934554398059845,0.6591993570327759,0.0,0.0004999159718863666,0.0,0.0
0.69692462682724,0.9820358157157898,0.69692462682724,19,319,,,,,,,
,,,19,319,0.6425929069519043,0.9258747100830078,0.6430937051773071,0.0,0.0005007676081731915,0.0,0.0
0.6775608062744141,0.9680076837539673,0.6775608062744141,20,335,,,,,,,
,,,20,335,0.6253648996353149,0.9085606336593628,0.6258665323257446,0.0,0.0005017118528485298,0.0,0.0
0.6561743021011353,0.9556635022163391,0.6561743021011353,21,351,,,,,,,
,,,21,351,0.6072470545768738,0.8985169529914856,0.6077499389648438,0.0,0.0005030343309044838,0.0,0.0
0.6312432885169983,0.9471346139907837,0.6312432885169983,22,367,,,,,,,
,,,22,367,0.5862057209014893,0.8890928030014038,0.5867112874984741,0.0,0.0005056349327787757,0.0,0.0
0.609581470489502,0.9280449748039246,0.609581470489502,23,383,,,,,,,
,,,23,383,0.5645827651023865,0.8766239285469055,0.5650910139083862,0.0,0.0005081318086013198,0.0,0.0
0.5889492034912109,0.909713625907898,0.5889492034912109,24,399,,,,,,,
,,,24,399,0.5453716516494751,0.8556177020072937,0.5458795428276062,0.0,0.0005078823305666447,0.0,0.0
0.5718337893486023,0.8922784924507141,0.5718337893486023,25,415,,,,,,,
,,,25,415,0.5279726982116699,0.8411149978637695,0.5284808874130249,0.0,0.0005082844872958958,0.0,0.0
0.5572707056999207,0.8740285634994507,0.5572707056999207,26,431,,,,,,,
,,,26,431,0.5140658617019653,0.8176208734512329,0.5145744681358337,0.0,0.0005086290766485035,0.0,0.0
0.5433377027511597,0.856392502784729,0.5433377027511597,27,447,,,,,,,
,,,27,447,0.5010250210762024,0.8104590177536011,0.5015339851379395,0.0,0.0005088738398626447,0.0,0.0
0.5293115377426147,0.8390733003616333,0.5293115377426147,28,463,,,,,,,
,,,28,463,0.48806747794151306,0.7946010828018188,0.4885767996311188,0.0,0.0005092260544188321,0.0,0.0
