1.000000000000000000e+00,6.222824296864945537e-02,8.743301361635915647e-01,1.361516922841838340e-01,4.955565165741499661e-02,6.257631344030557992e-03,2.315441975900984703e-02,2.949071541462708682e-02,0.000000000000000000e+00,8.862947486705459454e-02,9.683185217219137941e-01
6.222824296864945537e-02,1.000000000000000000e+00,0.000000000000000000e+00,4.533145455367016546e-02,9.773849643495327155e-04,3.899515889805293262e-02,4.216330672586154904e-02,5.377984876115980695e-02,0.000000000000000000e+00,5.589194731303221558e-02,7.067663717613908991e-02
8.743301361635915647e-01,0.000000000000000000e+00,1.000000000000000000e+00,4.110725744992534125e-02,4.849960238147878883e-02,3.371491251837191450e-02,0.000000000000000000e+00,9.074157341892701012e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.595454463004846835e-01
1.361516922841838340e-01,4.533145455367016546e-02,4.110725744992534125e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.424879879398010807e-01,8.018108065956494612e-02,6.328429224458566316e-02,6.962058790020288213e-02,1.467121850435458841e-01
4.955565165741499661e-02,9.773849643495327155e-04,4.849960238147878883e-02,0.000000000000000000e+00,1.000000000000000000e+00,1.470602555152020902e-02,4.638750382960637325e-02,1.065823125579700853e-01,2.949071541462708682e-02,7.912503138362873834e-02,6.645244007239428652e-02
6.257631344030557992e-03,3.899515889805293262e-02,3.371491251837191450e-02,0.000000000000000000e+00,1.470602555152020902e-02,1.000000000000000000e+00,1.055262632820338775e-01,1.998627193120122714e-02,6.856453862426667434e-02,6.856453862426667434e-02,0.000000000000000000e+00
2.315441975900984703e-02,4.216330672586154904e-02,0.000000000000000000e+00,1.424879879398010807e-01,4.638750382960637325e-02,1.055262632820338775e-01,1.000000000000000000e+00,2.005706981162923563e-01,1.562166285269717403e-01,2.502050140852939975e-01,2.632256758681846692e-02
2.949071541462708682e-02,5.377984876115980695e-02,9.074157341892701012e-02,8.018108065956494612e-02,1.065823125579700853e-01,1.998627193120122714e-02,2.005706981162923563e-01,1.000000000000000000e+00,1.783936633216320622e-01,1.593847763547803498e-01,6.257631344030557992e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.328429224458566316e-02,2.949071541462708682e-02,6.856453862426667434e-02,1.562166285269717403e-01,1.783936633216320622e-01,1.000000000000000000e+00,1.509363821472907152e-01,0.000000000000000000e+00
8.862947486705459454e-02,5.589194731303221558e-02,0.000000000000000000e+00,6.962058790020288213e-02,7.912503138362873834e-02,6.856453862426667434e-02,2.502050140852939975e-01,1.593847763547803498e-01,1.509363821472907152e-01,1.000000000000000000e+00,9.496577052267181351e-02
9.683185217219137941e-01,7.067663717613908991e-02,8.595454463004846835e-01,1.467121850435458841e-01,6.645244007239428652e-02,0.000000000000000000e+00,2.632256758681846692e-02,6.257631344030557992e-03,0.000000000000000000e+00,9.496577052267181351e-02,1.000000000000000000e+00
