value,method
10.250000000000004,NestedAE
9.833333333333337,NestedAE
12.750000000000004,NestedAE
15.250000000000002,NestedAE
5.2500000000000036,NestedAE
24.000000000000004,NestedAE
4.833333333333337,NestedAE
22.750000000000004,NestedAE
16.083333333333336,NestedAE
23.16666666666667,NestedAE
6.0833333333333375,NestedAE
16.083333333333336,NestedAE
6.500000000000003,NestedAE
7.750000000000004,NestedAE
8.583333333333337,NestedAE
23.583333333333336,NestedAE
7.3333333333333375,NestedAE
12.750000000000004,NestedAE
6.500000000000003,NestedAE
7.750000000000004,NestedAE
7.3333333333333375,NestedAE
18.16666666666667,NestedAE
4.4166666666666705,NestedAE
6.0833333333333375,NestedAE
9.000000000000004,NestedAE
10.66666666666667,NestedAE
8.583333333333337,NestedAE
9.833333333333337,NestedAE
23.583333333333336,NestedAE
5.2500000000000036,NestedAE
23.16666666666667,NestedAE
22.333333333333336,NestedAE
11.083333333333337,NestedAE
7.750000000000004,NestedAE
22.750000000000004,NestedAE
21.500000000000004,NestedAE
12.333333333333336,NestedAE
6.91666666666667,NestedAE
23.16666666666667,NestedAE
24.41666666666667,NestedAE
22.333333333333336,NestedAE
8.166666666666671,NestedAE
14.833333333333337,NestedAE
6.500000000000003,NestedAE
5.2500000000000036,NestedAE
23.16666666666667,NestedAE
16.500000000000004,NestedAE
20.666666666666668,NestedAE
14.000000000000004,NestedAE
13.166666666666671,NestedAE
5.2500000000000036,NestedAE
22.333333333333336,NestedAE
5.2500000000000036,NestedAE
5.2500000000000036,NestedAE
14.41666666666667,NestedAE
22.750000000000004,NestedAE
12.333333333333336,NestedAE
23.583333333333336,NestedAE
19.833333333333336,NestedAE
16.91666666666667,NestedAE
22.333333333333336,NestedAE
19.41666666666667,NestedAE
12.750000000000004,NestedAE
9.000000000000004,NestedAE
21.083333333333336,NestedAE
11.91666666666667,NestedAE
11.91666666666667,NestedAE
6.500000000000003,NestedAE
15.250000000000002,NestedAE
12.750000000000004,NestedAE
22.750000000000004,NestedAE
10.250000000000004,NestedAE
5.2500000000000036,NestedAE
24.41666666666667,NestedAE
21.91666666666667,NestedAE
23.16666666666667,NestedAE
22.333333333333336,NestedAE
20.250000000000004,NestedAE
5.6666666666666705,NestedAE
16.083333333333336,NestedAE
8.583333333333337,NestedAE
11.500000000000004,NestedAE
16.083333333333336,NestedAE
4.833333333333337,NestedAE
6.91666666666667,NestedAE
22.750000000000004,NestedAE
10.66666666666667,NestedAE
6.91666666666667,NestedAE
4.833333333333337,NestedAE
13.166666666666671,NestedAE
26.083333333333336,NestedAE
6.0833333333333375,NestedAE
22.750000000000004,NestedAE
22.333333333333336,NestedAE
18.16666666666667,NestedAE
10.66666666666667,NestedAE
20.666666666666668,NestedAE
19.000000000000004,NestedAE
21.91666666666667,NestedAE
9.833333333333337,NestedAE
9.41666666666667,NestedAE
5.6666666666666705,NestedAE
6.91666666666667,NestedAE
5.2500000000000036,NestedAE
15.66666666666667,NestedAE
9.41666666666667,NestedAE
23.583333333333336,NestedAE
7.750000000000004,NestedAE
24.83333333333334,NestedAE
20.250000000000004,NestedAE
22.333333333333336,NestedAE
14.41666666666667,NestedAE
9.000000000000004,NestedAE
12.333333333333336,NestedAE
5.2500000000000036,NestedAE
22.333333333333336,NestedAE
5.6666666666666705,NestedAE
14.833333333333337,NestedAE
16.91666666666667,NestedAE
23.583333333333336,NestedAE
7.3333333333333375,NestedAE
6.0833333333333375,NestedAE
22.333333333333336,NestedAE
25.250000000000007,NestedAE
9.41666666666667,NestedAE
13.166666666666671,NestedAE
21.91666666666667,NestedAE
5.2500000000000036,NestedAE
19.833333333333336,NestedAE
10.66666666666667,NestedAE
17.750000000000004,NestedAE
21.91666666666667,NestedAE
7.3333333333333375,NestedAE
20.250000000000004,NestedAE
24.41666666666667,NestedAE
8.583333333333337,NestedAE
4.833333333333337,NestedAE
11.083333333333337,NestedAE
13.583333333333336,NestedAE
7.750000000000004,NestedAE
24.83333333333334,NestedAE
17.333333333333336,NestedAE
5.2500000000000036,NestedAE
9.000000000000004,NestedAE
24.83333333333334,NestedAE
5.6666666666666705,NestedAE
5.2500000000000036,NestedAE
8.583333333333337,NestedAE
7.3333333333333375,NestedAE
19.833333333333336,NestedAE
8.166666666666671,NestedAE
16.91666666666667,NestedAE
18.16666666666667,NestedAE
14.41666666666667,NestedAE
21.500000000000004,NestedAE
22.333333333333336,NestedAE
15.250000000000002,NestedAE
5.6666666666666705,NestedAE
5.2500000000000036,NestedAE
9.000000000000004,NestedAE
11.500000000000004,NestedAE
17.333333333333336,NestedAE
19.000000000000004,NestedAE
18.58333333333334,NestedAE
15.250000000000002,NestedAE
13.583333333333336,NestedAE
8.583333333333337,NestedAE
15.250000000000002,NestedAE
23.16666666666667,NestedAE
21.91666666666667,NestedAE
4.833333333333337,NestedAE
21.91666666666667,NestedAE
9.41666666666667,NestedAE
16.500000000000004,NestedAE
5.6666666666666705,NestedAE
7.750000000000004,NestedAE
6.500000000000003,NestedAE
13.166666666666671,NestedAE
9.41666666666667,NestedAE
7.750000000000004,NestedAE
15.66666666666667,NestedAE
18.58333333333334,NestedAE
8.166666666666671,NestedAE
5.6666666666666705,NestedAE
12.333333333333336,NestedAE
16.500000000000004,NestedAE
20.666666666666668,NestedAE
14.000000000000004,NestedAE
5.2500000000000036,NestedAE
14.41666666666667,NestedAE
22.750000000000004,NestedAE
8.583333333333337,NestedAE
15.250000000000002,NestedAE
10.250000000000004,NestedAE
7.3333333333333375,NestedAE
19.41666666666667,NestedAE
4.833333333333337,NestedAE
23.583333333333336,NestedAE
23.16666666666667,NestedAE
26.91666666666667,NestedAE
