UMAP1,UMAP2,Predicted Bandgaps,True Bandgaps
7.421274,-0.5144452,2.6780212,2.85
7.7079782,0.014054259,1.948456,2.0
12.201396,1.2995348,1.1276166,1.11
11.959325,0.3565119,3.365021,3.38
11.1898365,-0.31865406,4.3339443,4.37
10.560827,-0.21723072,2.905366,2.64
8.493197,-1.0414041,3.7773392,3.79
7.413494,-0.86657476,3.0803292,3.16
8.260338,-1.4084755,4.691642,4.47
7.8061013,-1.241262,3.6001198,3.56
8.222747,-1.3696098,4.6882977,4.31
8.523593,-1.0830935,3.682681,3.64
14.031846,1.0394642,1.8609705,1.9
14.061487,1.1265407,1.8731658,1.94
14.092433,1.2403164,1.659658,1.7
14.148882,1.2267886,1.5802133,1.55
14.561256,2.4280531,2.3295848,2.14
14.480546,2.3126721,2.2736971,2.17
14.477111,2.449436,2.057022,2.08
14.637234,2.470989,1.8473921,1.8
10.634073,-0.07628119,2.9676957,2.68
10.517987,-0.19550487,2.8768766,2.74
10.502201,-0.16428532,2.4490392,2.39
10.551288,-0.074313514,2.3108273,2.21
-1.0197697,3.880513,3.9714603,4.03
-4.1169596,5.508583,0.47415435,0.55
-2.5658565,5.5246916,1.624162,1.62
-1.6315666,4.017296,3.6801317,3.6
-2.541847,5.5942717,1.872468,1.78
-4.003325,6.528903,1.2061492,1.62
-1.2236118,4.2133164,3.8618605,3.85
-0.5049136,3.9777637,4.6490517,4.93
-0.3928538,4.674318,4.177019,4.19
-4.077265,5.8428307,0.5537423,0.5
-1.0458384,3.9070399,3.8070934,3.71
-3.5367708,6.1879625,1.07779,0.91
-2.5284076,5.5629635,1.732039,1.69
-3.885677,5.965878,0.8802094,0.68
-1.1509551,4.1816,4.199452,4.19
12.060757,-0.58711827,4.696844,4.73
-4.135139,7.432701,0.80623,0.77
0.4999438,9.754792,4.2006316,4.09
-1.3995844,10.124439,3.2954135,3.26
-3.2321215,7.340425,0.73893136,0.62
12.553059,-0.124023214,3.6625855,3.66
-1.6673154,8.225178,1.5914004,1.53
-1.6019391,8.143419,1.4703922,1.45
-4.2940297,7.7249618,0.66109514,0.61
11.681107,0.8456981,1.7664528,1.98
-3.9491718,8.025352,0.7408763,0.62
-1.5565155,10.0782585,3.264387,3.18
0.61523646,9.297625,4.109491,4.07
-3.202114,7.842685,0.8780498,0.79
12.104626,1.3445364,1.1019565,1.09
-2.4083848,8.519081,2.1153708,1.97
-0.2102115,9.07743,3.394109,3.27
-4.0984883,7.509226,0.900232,0.75
-4.058168,8.303278,0.47572696,0.45
-1.6754305,8.264595,1.613785,1.59
-2.0846536,8.602564,1.5227983,1.48
11.915347,-0.4367609,4.8451896,4.85
12.112453,-0.7473275,4.7490335,4.62
-0.09701263,9.974252,3.9218814,3.8
-3.7470632,7.875008,0.97980064,0.79
-4.134338,5.370134,0.4635476,0.47
-1.8650274,10.459486,3.7633932,3.78
-1.4279602,4.0595937,3.771095,3.7
-4.006922,8.197137,0.6088427,0.54
-3.2132554,7.3743377,0.64441943,0.58
-3.3821278,7.503393,0.4916833,0.46
12.067943,1.2993376,1.1191697,1.1
-1.9641361,10.115259,3.6042612,3.55
-3.174662,7.324705,0.8417294,0.71
-1.726605,10.829784,4.241226,4.16
0.94147164,9.614302,4.7271457,4.65
-4.0909553,8.277273,0.52069914,0.49
-4.0724535,5.4999933,0.47275513,0.46
12.262053,-0.5096481,4.5018487,4.46
0.6606189,9.929304,4.552116,4.35
-2.1436985,8.563657,1.4898138,1.44
-3.9414556,6.5563154,1.1419992,0.93
11.625091,0.97815293,1.7288985,1.72
7.4667506,-1.1879834,3.466993,3.51
-1.8246784,10.690526,3.9495707,3.93
