1.000000000000000000e+00,1.614968749066527653e-01,4.244531446147680187e-01,6.229904084907745832e-01,4.360696866500662905e-01,1.181988545932683432e-01,5.575153533827298391e-01,1.783936633216320622e-01,8.546132703924597118e-02,0.000000000000000000e+00,5.701879446939642770e-01
1.614968749066527653e-01,1.000000000000000000e+00,5.987012751442418734e-01,3.294087097805094566e-01,0.000000000000000000e+00,1.319274951804390028e-01,2.681578517762095437e-01,1.192549038692045510e-01,0.000000000000000000e+00,3.371491251837191450e-02,4.276212924425766282e-01
4.244531446147680187e-01,5.987012751442418734e-01,1.000000000000000000e+00,5.374504171399420160e-01,6.409432461816901849e-01,2.526651831088225914e-02,3.135679706414663537e-01,0.000000000000000000e+00,1.086944111098424870e-01,0.000000000000000000e+00,8.933390231304432216e-01
6.229904084907745832e-01,3.294087097805094566e-01,5.374504171399420160e-01,1.000000000000000000e+00,5.237217765527713009e-01,0.000000000000000000e+00,2.385884720499958089e-01,0.000000000000000000e+00,2.766062459836992060e-01,0.000000000000000000e+00,7.349316317400124143e-01
4.360696866500662905e-01,0.000000000000000000e+00,6.409432461816901849e-01,5.237217765527713009e-01,1.000000000000000000e+00,1.636089734585251809e-01,2.164114372553354593e-01,1.783936633216320622e-01,1.361516922841838340e-01,0.000000000000000000e+00,7.064183012897348179e-01
1.181988545932683432e-01,1.319274951804390028e-01,2.526651831088225914e-02,0.000000000000000000e+00,1.636089734585251809e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.424059823056834539e-01,6.434034152052187094e-02,0.000000000000000000e+00,1.470602555152020902e-02
5.575153533827298391e-01,2.681578517762095437e-01,3.135679706414663537e-01,2.385884720499958089e-01,2.164114372553354593e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.959398141644904223e-01,0.000000000000000000e+00,2.966711822264871401e-01
1.783936633216320622e-01,1.192549038692045510e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.783936633216320622e-01,4.424059823056834539e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.614968749066527653e-01,4.849960238147878883e-02
8.546132703924597118e-02,0.000000000000000000e+00,1.086944111098424870e-01,2.766062459836992060e-01,1.361516922841838340e-01,6.434034152052187094e-02,3.959398141644904223e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.737861686275467124e-02,3.030074778821043591e-01
0.000000000000000000e+00,3.371491251837191450e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.614968749066527653e-01,2.737861686275467124e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.701879446939642770e-01,4.276212924425766282e-01,8.933390231304432216e-01,7.349316317400124143e-01,7.064183012897348179e-01,1.470602555152020902e-02,2.966711822264871401e-01,4.849960238147878883e-02,3.030074778821043591e-01,0.000000000000000000e+00,1.000000000000000000e+00
