1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.949071541462708682e-02,1.470602555152020902e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.704306202737862375e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.369729895902970965e-03,1.470602555152020902e-02,8.369729895902970965e-03,0.000000000000000000e+00,1.048182844777538307e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.955565165741499661e-02,0.000000000000000000e+00,1.893022265526501935e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.949071541462708682e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.209837048307363924e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.265886324243570671e-02
1.470602555152020902e-02,0.000000000000000000e+00,4.955565165741499661e-02,2.209837048307363924e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.773849643495327155e-04,1.893022265526501935e-02
0.000000000000000000e+00,8.369729895902970965e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.787417337932882891e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.470602555152020902e-02,1.893022265526501935e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.315441975900984703e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.369729895902970965e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.315441975900984703e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.773849643495327155e-04,1.787417337932882891e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.704306202737862375e-01,1.048182844777538307e-02,0.000000000000000000e+00,3.265886324243570671e-02,1.893022265526501935e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
