HD2_l1,HD2_l2,HD2_l3,HD2_l4,HD2_l5,HD2_l6,Pred_Binding_Energy,Pred_Solvent,A_ion_K,A_ion_Rb,A_ion_Cs,A_ion_MA,A_ion_FA,B_ion_Ca,B_ion_Sr,B_ion_Ba,B_ion_Ge,B_ion_Sn,B_ion_Pb,X_ion_Cl,X_ion_Br,X_ion_I,Pred_Bandgap
-1.5056286,-0.38892117,-0.66661525,1.2128699,1.5385482,0.08205707,38.35796,THTO,0.00018835474,0.00022554658,0.009104107,0.00018941482,0.99029255,0.0049249185,0.0021529796,0.0039268844,0.0046380567,0.02849208,0.9558652,0.60935783,0.38852596,0.002116203,2.4331436
