1.000000000000000000e+00,0.000000000000000000e+00,2.457083017723050294e-02,2.158965063442816468e-01,1.086214162390564675e-01,8.871469848757135290e-02,8.429098343168577034e-02,0.000000000000000000e+00,3.585613168965915420e-01,0.000000000000000000e+00,1.904601447729396269e-01,6.659612320814348174e-02,9.823051397764577253e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,5.520988505915853661e-01,3.287012402693638702e-01,3.320190265612780189e-01,3.198538101575926773e-01,1.771889996052828931e-01,1.827186434251398539e-01,1.860364297170540582e-01,2.136846488163388624e-01,0.000000000000000000e+00,7.323169579197184864e-02,0.000000000000000000e+00,9.767754959566007367e-01
2.457083017723050294e-02,5.520988505915853661e-01,1.000000000000000000e+00,5.874885710386700266e-01,4.702601220577022900e-01,3.508198155487917691e-01,0.000000000000000000e+00,6.659612320814348174e-02,3.563011781694445240e-02,3.087945225178787556e-01,4.115976163680142713e-02,0.000000000000000000e+00,9.087827481630988274e-03,6.261960777776688358e-01
2.158965063442816468e-01,3.287012402693638702e-01,5.874885710386700266e-01,1.000000000000000000e+00,3.762561771201338168e-01,3.165360238656785286e-01,5.664276433240092445e-02,1.129968500957377782e-02,5.885462186034371573e-02,3.806798921760194410e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.302735802759098005e-01,3.773621058841052367e-01
1.086214162390564675e-01,3.320190265612780189e-01,4.702601220577022900e-01,3.762561771201338168e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.866805736331391019e-02,1.075154874750850614e-01,3.441842429649633606e-01,0.000000000000000000e+00,8.429098343168577034e-02,0.000000000000000000e+00,1.207866326427417814e-01,3.618791031885056908e-01
8.871469848757135290e-02,3.198538101575926773e-01,3.508198155487917691e-01,3.165360238656785286e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.738712133133687165e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.340577778103985152e-01,0.000000000000000000e+00,8.982062725154274507e-02,3.939510373436761470e-01
8.429098343168577034e-02,1.771889996052828931e-01,0.000000000000000000e+00,5.664276433240092445e-02,9.866805736331391019e-02,0.000000000000000000e+00,1.000000000000000000e+00,2.678268770517329422e-02,1.152569888228848344e-01,2.158965063442816468e-01,6.991390950005767213e-02,0.000000000000000000e+00,1.218925614067131735e-01,2.037312899405963607e-01
0.000000000000000000e+00,1.827186434251398539e-01,6.659612320814348174e-02,1.129968500957377782e-02,1.075154874750850614e-01,1.738712133133687165e-01,2.678268770517329422e-02,1.000000000000000000e+00,2.280617227479669884e-01,9.424434230742832763e-02,4.005383287283003496e-02,1.517526380339408454e-01,0.000000000000000000e+00,9.977398612728530236e-02
3.585613168965915420e-01,1.860364297170540582e-01,3.563011781694445240e-02,5.885462186034371573e-02,3.441842429649633606e-01,0.000000000000000000e+00,1.152569888228848344e-01,2.280617227479669884e-01,1.000000000000000000e+00,1.805067858971970696e-01,1.451170654501124646e-01,0.000000000000000000e+00,3.773621058841052367e-01,1.871423584810254503e-01
0.000000000000000000e+00,2.136846488163388624e-01,3.087945225178787556e-01,3.806798921760194410e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.158965063442816468e-01,9.424434230742832763e-02,1.805067858971970696e-01,1.000000000000000000e+00,1.086214162390564675e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.037312899405963607e-01
1.904601447729396269e-01,0.000000000000000000e+00,4.115976163680142713e-02,0.000000000000000000e+00,8.429098343168577034e-02,1.340577778103985152e-01,6.991390950005767213e-02,4.005383287283003496e-02,1.451170654501124646e-01,1.086214162390564675e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.860364297170540582e-01,0.000000000000000000e+00
6.659612320814348174e-02,7.323169579197184864e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.517526380339408454e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.203248477948552941e-02,9.203248477948552941e-02
9.823051397764577253e-01,0.000000000000000000e+00,9.087827481630988274e-03,2.302735802759098005e-01,1.207866326427417814e-01,8.982062725154274507e-02,1.218925614067131735e-01,0.000000000000000000e+00,3.773621058841052367e-01,0.000000000000000000e+00,1.860364297170540582e-01,9.203248477948552941e-02,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.767754959566007367e-01,6.261960777776688358e-01,3.773621058841052367e-01,3.618791031885056908e-01,3.939510373436761470e-01,2.037312899405963607e-01,9.977398612728530236e-02,1.871423584810254503e-01,2.037312899405963607e-01,0.000000000000000000e+00,9.203248477948552941e-02,0.000000000000000000e+00,1.000000000000000000e+00
